ஆ|	A:A|
ப|ெ|ன|ெ|ட|ெ:ட:்|ட|ோ|	B|e|n|e|d|e:t|t|o|
ப:ி:ர|ி|ன:்|	B:r|i|n|
ப:ு|வ|ன|ே|ஸ:்|வ|ர|ி|	b:h:u|v:a|n|e|s|w:a|r|i|
ஹ|ி|ண:்:ட|ு|	H|i|n:d|u|
ப|ி|க:்:க|ா|ன|ெ:ர:்|	B|i|k|a|n|e:r|
ச|ி|ண:்:ட|்:வ:ா|ர|ா|	C:h:h|i|n:d|w:a|r|a|
த|ா|த|ா|ச|ா|ஹ|ெ:ப:்|	D|a|d|a|s|a|h|e:b|
ப|ா|ல|்:க:ே|	P:h|a|l|k:e|
ட|ி:ர:ா|க:்:ஸ|ி|ஸ:்|	D|r:a|x|i|s|
ஃ:ப|த:ே|ஹ|ா|ப|ா|த:்|	F|a:t:e|h|a|b|a|d|
ஃ:ப:்|ப:ட:ே|ப|ூ|ர:்|	F|a:t|e:h:p|u|r|
ச|ி|க:்|ர|ி|	S|i|k|r|i|
க|ு|ண:்|ட|க:்:க|ல:்|	G|u|n|t:a|k:a|l|
க:்:வ|ி|ன|ெ|ட:்|ஸ:்|	G:w|i|n|e|t:t:'|s|
இ:ங:்|க|ர:்|ச:ா|ல:்|	I:n|g:e|r|s:o:l|l|
ர|ே|ண:்|ட:்|	R|a|n|d|
ல|க:்|ஷ|்:ம|ி|ப|த:ி|	L:a|k|s:h|m|i|p:a|t:h:y|
ந|ி|ம|ோ|ய:்|	N|i|m|o|y|
ம|ொ|ஹ|்:ஹ|ம:்|ம|த:்|	M|o|h|a|m|m:a|d|
ம|ொ|ய:்|ன|ு|த:ீ|ன:்|	M|o|i|n|u|d:d:i|n|
ச:ி|ஷ|்:ட:ி|	C:h:i|s:h|t:i|
ந|ா|ச:்:ச|ி|ய|ா|ர:்|	N|a|c:h|i|y|a|r|
க:ோ:வ|ி|ல:்|	K:o|i|l|
ர|ே|ன:்|ப:ே:க|்:ஸ:ி|	R|a|n|b:a|x:y|
ர|ி|க:்:க|ா|ர|்:ட:ோ|	R|i|c|a|r|d:o|
ர|ம:்|ஃ:ப|ோ|ர:்|ட:்|	R:u|m|f|o|r|d|
வ:ி|ட:்:ட|ோ|ர|ி:ய:ோ|	V:i:t|t|o|r|i:o|
வ|ெ|ன|ெ|ட|ோ|	V|e|n|e|t|o|
ய|ோ|க|ோ|ம|ி|ட:்|ஸ|ு|	Y|o|k|o|m|i|t|s|u|
ப:ி|ல|ி|ப:்|ப|ை|ன|்|	P:h:i|l|i|p|p|i|n|e|
க|ம:்|ய:ு|ன|ி:க|ே:ஷ|ன:்|	c:o:m|m|u|n|i:c:a|t:i:o|n|
ப|ி|க:்:‌|ஷ|ன:்|	f|i|c:t|i:o|n|
ல|ொ|ம|ோ|ன|ோ|ச|ோ|வ:்|	L|o|m|o|n|o|s|o|v|
ப|ே|ட:்|ம|ா|	B|e|t|m|a|
ப|ி|ப|ோ|ர:்|	B|i|b:h|o|r|
ஃ:ப|ல:ா|ஹ|ி|	F|a:l:a|h|i|
ர|ீ|ட:்:ட|ா|	R|i|t|h:a|
ட|ி|ப:்|ப|ி|	T|i|b|b|i|
ட|ி:க:ா|ன:ா|	T|i:k|a:n:a|
ஷ|்:வ:ா|த:ி|ன|ோ|ட|ா|	S:h|w:a|d:h:i|n|o|t|a|
த|ி|ப|ோ|ஷ|்|	D|i|b|o|s|h|
ப|ு|ர|ோ|ஸ:்|க|ர:்|	P|u|r|o|s|k:a|r|
க|ே|ம:்|ப|ி|ய:ா|ன:்|	C|a|m|p|i|o|n|
ப:்:ர|ா|ண:்|ட|ீ|ஸ:்|	B:r|a|n|d:e|i|s|
க:ி:ர|ா|ம|ஃ:ப|ோ|ன|்|	g:r|a|m|o:p:h|o|n|e|
ச|ி|ங|்|க:ர:்|	s|i|n|g|e:r|
க|ு|ர|ு|ச|ர:்|	G|u|r|u|s:a|r|
ர|ா|ம:்|ச|ர:்|	R|a|m|s:a|r|
ஹ|ா|ர:்|ட|ங:்|க:ர:்|	H|a|r|d|a:n:g|e:r|
ஃ:ப|ி|ட|ி:ல:்|	f|i|d:d|l:e|
ஜ|ை|ஸ|ா|ல|்:ம:ெ|ர:்|	J|a:i|s|a|l|m:e|r|
ல|ா|ங:்|ஸ:்:ட|ோ|ன|்|	L|a:n|g|s:t|o|n|e|
ம|ி|ன:்|ஹ|ா|ஜ|ு|ல:்|	M|i|n|h|a|j|u|l|
அ|ப|ே|த|ி|ன:்|	A|b|e|d|i|n|
ம|ி|ஸ|ெ:ள|ர|ி|	M|i|s|s:o:u|r|i|
ந|ா|க|ா|ர:்|ஜ|ு|ன|ா|	N|a|g|a|r|j|u|n|a|
ப|ே|ட:்:ட|ர:்|ச|ன:்|	P|a:t|t:e|r|s:o|n|
த:ா|ம|்:ச|ன:்|	T:h:o|m|p:s:o|n|
ர|ோ|ம|ா|ன:்:ட|ி|க:்|	r|o|m|a|n:t|i|c|
ர:ி:ய|ு|க:்|ய|ோ|ங|்|	R:y|u|g|y|o|n|g|
ஹ|ோ|ட:்:ட|ல:்|	h|o|t:e|l|
த|ீ:வ|ா|ர|த:்|த|ன:்|	T|e:w:a|a|r:a|t|o|n|
த|ா|வ|ா|க:்:க|ா|ல:்|	t|a|w|a|k:k|a|l|
ம|ஸ:்:த|ா|ன:்|	M:a|s:t|a|n|
ஸ|ா|ஹ|ா|ர|்:வ:ா|ர|்:ட:ி|	S|a|h|a|r|w:a|r|d:y|
ச|ி|ஹ|ர|்:ட:ா|	C:h:h|i|h:a|r|t:a|
ச:ு|ப|ச:்:ச|ா|	C:h:u|b:a|c:h|h:a|
ட|ா|த:்|த:ன:்|	D:a|a|t|a:n|
ஃ:ப|த|ீ:க|ர:்|	F|a:t|i:h:g|a:r:h|
க|ண:்:ட|ூ|ர:்|	K:h:a|n:d|u|r|
ஹ|ை|த|ெ|ர|ா|ப|ா|த:்|	H|y|d|e|r|a|b|a|d|
ம|ா|ர:்|ப|ல|்|	m|a|r|b|l|e|
ப|ு|ட|ா|ப|ெ:ஸ:்|ட:்|	B|u|d|a|p|e:s|t|
ப|ெ|ர|ி|ஹ|ெ|க|ி|	F|e|r|i|h|e|g|y|
ட|ி|ச|ே|ப|ி:ல:்|ட:்|	d|i|s|a|b|l:e|d|
க|ோ|வ|ி|ந:்:த|ர:ா|ஜ|	G|o|v|i|n:d|a:r:a|j:a|
ஹ|ர|ி|ப:ி:ர|ச|ா|த:்|	H:a|r|i|p:r|a:s|a|d|
ச|ௌ|ர|ா|ச|ி:ய:ா|	C:h:a|u|r|a|s|i:a|
ந|ா|ஸ:்|ப|ெ:ர:்|ஸ:்|	N|a|s|p|e:r|s|
ந|ா:ர:்|த|ி:ர:ா|ப:்|	N|o:r|t:h|r:o|p|
க:ு:ர|ூ|ம|ே|ன:்|	G:r|u|m:m|a|n|
ச|ோ|ட:ெ:க|்:ஸ:்|ஹ|ோ|	S|o|d:e|x|h|o|
அ:ல|ை|ய|ண|்:ஸ:்|	A:l:l|i|a|n|c:e|
ட:ி:ர|ி|ன|ி|ட:்|ட:ி|	T:r|i|n|i|t|y|
ப|ை|ய:ோ|ட|ெ|க|்|	b|i|o|t|e|c|h|
க:ி:ர|ி|க:்:க|ெ:ட:்|	c:r|i|c:k|e:t|
க|ா|ல|ா|க:்:ஸ|ி|ட|ி|	G|a|l|a|x|i|d|i|
ம|ே|ர|ி|ட|ை|ம|்|	m|a|r|i|t|i|m|e|
வ|ெ:ஸ:்|ட:்|ச|ை|ட|்|	W|e:s|t|s|i|d|e|
ப:ி|ர:ீ|வ|ி|ல|்|	f|r:e:e|w|i|l|l|
ப|ா:ர:்|ன:்|ஹ|ெ:ம:்|	B|o:r|n|h|e:m|
ப:ு:ர|ூ:க|ி|ங|்:ஸ:்|	B:r|o:o:k|i|n|g:s|
வ|ெ|ச:்|ல|ே|ய|ன:்|	W|e|s|l|e|y:a|n|
ப:ு:ர|ூ:க|்:ல:ி|ன:்|	B:r|o:o:k|l:y|n|
ப|ி|ப|ே|க:்|ச|ர:்|	B|i|b|e|k|s:a|r|
த:ூ|த:்|த|ல|ா|ய:்|	D:o:o|t|-:t:a|l|a|i|
ம|ி|ட:்|ச|ு|ப|ீ|ஷ:ி|	M|i|t|s|u|b|i|s:h:i|
ஸ:்|க:்:வ|ி|ட:்:ட|ி|	S|q:u|i|d:d|y|
ம|ா:ன:்|ட:்|ஷ|ை|ர|்|	M|o:n|t|s:h|i|r|e|
ட:ி:ர|ா|ன:்|ஸ:்|ப|ோ|ர:்|ட:்|	t:r|a|n|s|p|o|r|t|
த:ௌ|ல|த:்|ப|ூ|ர:்|	D:o:u|l:a|t|p|u|r|
ப|ஞ:்:ச|ோ|க|்:ர:ா|	P:u|n:j|o|k:h:a|r:a|
ட|ஹ:்|ல|ி:ய:ா|ன|ா|	T:a|h|l|i:a|n|a|
க:ு|ர:்:ச|ா|க|ர:்|	G:u:r|s|a|g:a|r|
ப:்:ர|க:ா|ஷ|்|	P:r|a:k:a|s|h|
ப|வ|ா|ன|ி|ச|ா|க|ர:்|	B|h:a:v|a|n|i|s|a|g:a|r|
ப|ொ|ங:்:க|ை|க|ா:ன:்|	B|o|n:g|a:i|g:a|o:n|
க:ி:ய|ூ|ஸ|ெ:ப:்|ப|ே|	G:i|u|s|e:p|p|e|
க|ா|ர|ி|ப|ா|ல:்:ட|ி|	G|a|r|i|b|a|l:d|i|
ம|ி|ர|ா|க:்|ல|ி:ய:ா|	M|i|r|a|g|l|i:a|
ச|ா|ஹ|ி|ப|்:த:ே|வ|ா|	S|a|h|i|b|d:e|w|a|
ச|ந:்:த|ோ|க|்|ச|ர:்|	S:a|n:t|o|k|h|s:a|r|
ர:ா|க:்|ப:ு:ர|ூ|க:்|	R:o:c|k|b:r|o:o|k|
த|ம:்|ப|ல|ஹ|ல:்|ல|ி|	T:h:a|m|b:a|l:a|h:a|l|l|i|
ட|ெ:ஸ:்|க|ா|ட:்|ஸ:்|	D|e:s|c|a|r:t:e|s|
ஸ|ி|ஸ:்:ட|ெ:ம:்|ஸ:்|	s|y|s:t|e:m|s|
ட:ி:ர|ி|ப:்|ப|ி|ங|்|	d:r|i|p|p|i|n|g|
வ|ை:ல:்|ட|்|வ:ு|ட:்|	W|i:l|d|e|w:o:o|d|
ஹ|ி|ர|ா|ந|ன:்|த|ன|ி|	H|i|r|a|n:a|n|d:a|n|i|
ஃ:ப:்|ப|ூ|ட:்|ப|ா|ல|்|	f|o|o|t|b|a|l|l|
ஸ:்|க:ி:ர|ி|ப:்|ட:்|ஸ:்|	s|c:r|i|p|t|s|
ல|ெ:ன:்|க|ா|ய:்|ஸ:்|	L|e:n|c|o|i|s|
ம|ா|ர|ன:்|ஹ|ெ:ன:்|ச|ஸ:்|	M|a|r:a|n|h|e:n|s:e|s|
ப:்|ர|ோ:ம:ோ|த|்:ய:ா|	p|r:a|m:o|d|y:a|
வ:ி|க:்|ர|ம|ச|ி|ங:்:க|ே|	W:i:c|k|r:a|m:a|s|i|n:g|h:e|
ஸ:்:க|ை|ல:ெ:க|்:ஸ:்|	S:c|a:i|l:e|x|
ப|ெ|ல|ி|ச|ா|ர|ி:ய:ோ|	B|e|l|i|s|a|r|i:o|
ட|ோ|ம|ி:ன:ி|க:்:வ|ெ:ஸ:்|	D|o|m|i:n|g:u|e:z|
க|ோ|வ|ி|ந:்:த|்:வ:ா|ல:்|	G|o|w|i|n:d|w:a|l|
ந|ா|ர|்:த:்|வ:ு|ட:்|	N|o|r|t:h|w:o:o|d|
க:ண:்|ஸ:்:ட|்:ர|க:்:‌|ஷ:ன:்|	c|o|n|s|t|
ப|ா|ல|ி|ட:ெ:க|்:ஸ:்|	P|o|l|y|d:e|x|
ஹ|ெ:ல:்|ச|ி|ன|்:க:ி|-|வ|ன:்|ட:்:ட|ா|	H|e:l|s|i|n|k:i|-|V:a|n|t:a|a|
ஆ|ச|ா|ர|்:ய:ா|ச|ு|த|ா|	A:a|c:h:a|a|r|y:a|s|u|t|a|
ஆ|ச|ா|ர|்:ய:ா|ச|ு|த|ா|	A:a|c:h:a|a|r|y:a|s|u|t:a|a|
ஆ|ச|ா|ர:்|ய:ா:ச|ு|த|ா|	A:a|c:h:a|a|r|y:s|u|t|a|
ஆ|ச|ா|ர:்|ய:ா:ச|ு|த|ா|	A:a|c:h:a|a|r|y:s|u|t:a|a|
ஆ|ச|ா|ர|்:ய:ா|ச|ு|த:்|	A:a|c:h|a|r|y:a|s|u|t|
ஆ:த|ி|ம|ூ|ர:்|த:்:த|ி|	A:a:d|i|m|u|r|t|i|
ஆ:த|ி|த|்|வ|ர:்|த|ன:்|	A:a:d|i|t|y|v:a|r|d:h:a|n|
ஆ|க|்:ச:ி|ட|ெ:ண:்|ட:்|	a|c|c:i|d|e:n|t|
ஆ|ச|ா|ர|்:ய:ா|ச|ு|த|ா|	A|c:h|a|r|y:a|s|u|t|a|
ஆ|ச|ா|ர|்:ய:ா|ச|ு|த|ா|	A|c:h|a|r|y:a|s|u|t:a|a|
ஆ|ச|ா|ர:்|ய:ா:ச|ு|த|ா|	A|c:h|a|r|y:s|u|t|a|
அ|ச:்:ச|ி|ன|்:ட:ி|ய:ா|	A|c:h|i|n|t:y|a|
ஆ|த|ி|ல|க:்|ஷ|்|ம|ன:்|	A|d|i|l:a|k|s|h|m:a|n|
அ|ட|ி|ர|ோ|ன:்:ட|ா|க|்|	A|d|i|r|o|n:d|a|c|k|
அ|க|ி|ன:்|க:ோ|ர:்|ட:்|	A|g|i|n|c:o:u|r|t|
அ|க:்|ன|ி|க|ு|ம|ா|ர:்|	A|g|n|i|k|u|m|a|r|
அ:க:்|ர:ீ|ம|ெ:ண:்|ட:்|	a:g|r:e:e|m|e:n|t|
அ|ஹ|்:ம:ெ|த:்|ந|க|ர:்|	A|h|m:e|d|n:a|g:a|r|
அ|ஜ|ா|த|ா|ஷ:ா|த:்|ர|ூ|	A|j|a|t|a|s:h:a|t|r|u|
அ|ல:்|ப|ெ:ர:்|ட:்:ட|ா|	A|l|b|e:r|t|a|
அ|ல:்|ப|ூ|க|ெ:ர:்|க:்|	A|l|b|u|k|e:r|k|
அ|ல:்|க|ெ:ர:்|ன|ா:ன:்|	A|l|g|e:r|n|o:n|
அ|ல:்:வ|ா|ர|ி|ய:ா|ன:்|	A|l:v|a|r|i|o|n|
அ|ம:்|ப|ா|ல|ா|ப|ு|ழ:ா|	A|m|b|a|l|a|p|u|z:h:a|
அ|ம:்|ப|ர|்:த:ே|க|ர:்|	A|m|b:a|r|d:e|k:a|r|
அ|ம:்|ர|ி|த:்|ச|ா|ர:்|	A|m|r|i|t|s|a|r|
ஆ|ன:்|ட:ி:ர|ா|ல|ி|ன:்|	A|n|d:r|a|l|y|n|
ஆ|ன:்|ட:ி:ர|ி|ய:ா|ஸ:்|	A|n|d:r|e|a|s|
அ|ங:்:க|ா|ர:ி|க:்:க|ா|	A|n:g|a|a:r:i|k:a|a|
அ|ன:்|ன|ா|ப|ூ|ர:்|ன|ா|	A|n|n|a|p|o:o|r|n|a|
அ|ன:்|ன|ா|ப|ு|ர:்|ன|ா|	A|n|n|a|p|u|r|n:a|a|
அ|ண:்:ட|ா|ர|்|ட|ி|க|ா|	A|n:t|a|r|c|t|i|c|a|
அ|ன|ு|க|ா|ம|ி|த:்:த|ா|	A|n|u|g:a|a|m|i|t|a|
அ|ன|ு|க|ா|ம|ி:த:்|த|ா|	A|n|u|g:a|a|m|i|t:a|a|
அ|ன|ு|க|ா|ம|ி|த:்:த|ா|	A|n|u|g|a|m|i|t|a|
அ|ர|ா|க|ு|வ:ா:ய|ி:ய:ா|	A|r|a|g|u|a|i:a|
ஆ|ர:்|க|ி|ப|ா|ல:்|ட:்|	A|r|c|h:i|b|a|l|d|
அ|ர|ி|ஷ|்:ட:ா|ஹ|ா|ன:்|	A|r|i|s:h|t:a|h|a|n|
அ|ர:்|ம|ா|ன:்:ந|்:த:்|	A|r|m|a|n|d|
அ|ச|ா|ங:்:க|ா|வ:ு|ன:்|	A|s|a|n:g|a|o|n|
அ|ட:்|ச|ா|ப|ா|ல|ா|ய|ா|	A|t|c:h|a|f|a|l|a|y|a|
அ|த:்:த|ி|ந:்:த|ெ:ர:்|	A|t|i|n:d|e:r|
ப|ா|ப|ே|ன:்|ப|ர:்|க:்|	B|a|b|e|n|b:u|r|g|
ப|ே|ட:்|ம|ி|ண:்|ட|ன:்|	b|a|d|m|i|n|t:o|n|
ப|ல:்|ல|ா|ப|்:க:ா|ர|்|	B:a|l|l|a|b|g:a|r|h|
ப|ல:்|ல|ல|ே|ஷ|்|வ|ர:்|	B:a|l|l:a|l|e|s|h|w:a|r|
ப|ா|ன|ா|ச|ண:்:ட|்:ர:ா|	B|a|n|a|s:a|n:d|r:a|
ப|ங:்:க|ா|ர:்|ப:ே|ட:்|	B:a|n:g|a|r|a:p:e|t|
ப|ெ:ன:்|ன|ி|ங|்|ட|ன:்|	B|e:n|n|i|n|g|t:o|n|
ப|ெ:ர:்|க|ே|ல|ி|ய:ம:்|	b|e:r|k|e|l|i|u:m|
ப|ீ|ட|ெ:ல:்|ஸ:்|ம|ன:்|	B|e|t|e:l|s|m:a:n|n|
ப:ா|ன|ு|ப:ி:ர|ச|ா|த:்|	B:h:a|n|u|p:r|a:s|a|d|
ப:ா|ர|த:்|க:ு:ந|்:த:்|	B:h:a|r:a|t|k:u|n:d|
ப:ூ|ப|ா|ல:்|ச|ா|க|ர:்|	B:h:u|p|a|l|s|a|g:a|r|
ப|ி|ஜ|ய:்|ச|ோ|ட:்:ட|ா|	B|i|j:a|y|s|o|t|a|
ப|ி|ர:்|ம|ி|ங:்:க|ம:்|	B|i|r|m|i|n:g|h:a:m|
ப:்|ர|ம:்|ம|ப:்|ர|த:ா|	B|r:a|h|m:a|b|r|a:t:a|
ப:்:ர|த:ீ|ந:்:த|்:ர:ா|	B:r|a:t:i|n:d|r:a|
ப:்:ர|ி|ஜ|்:ம|ோ:க|ன:்|	B:r|i|j|m|o|h:a:n|
ப|ு|ர:்|ஹ|ன:்|ப|ூ|ர:்|	B|u|r|h:a|n|p|u|r|
க:ா|ர|்:ப:ா|த:ி|ய:ன:்|	C|a:r|p:a|t:h:i|a:n|
ச:ா|ன:்:ச|ெ:ல:்|ல|ர:்|	C:h:a|n:c|e:l|l:o|r|
ச|ண:்:ட|ி|க|ா|ட|ி:ய:ா|	C:h:a|n:d|i|g|a|d|i:a|
ச|ந:்:த|ி:ர:ா|ப|ூ|ர|ா|	C:h:a|n:d|r:a|p|u|r|a|
ச|ந:்|த:ி:ர|ச|ே|க|ர|ா|	C:h:a|n|d:r|a:s|e|k:h:a|r|a|
ச|த:்:த|ூ|ர:்|ப:ூ|ஜ:்|	C:h:a|t|u|r|b:h:u|j|
ச|த:்:த|ூ|ர:்|ம|ு|க:ா|	C:h:a|t|u|r|m|u|k:h:a|
ச:ெ|ம:்|ம:ஞ:்|ச|ே|ர|ி|	C:h:e|m|a:n|c:h|e|r|i|
ச:ி|க:்|ப|ல:்|ப:ூ|ர:்|	C:h:i|k|b:a|l|a:p:u|r|
ச:ி|த:்|ர|ா|ங:்:க|த:ா|	C:h:i|t|r|a|n:g|a:d:a|
க:ி:ள|ா|ர|ெ:ன:்|ட|ன:்|	C:l|a|r|e:n|d:o|n|
க:ி:ள|ெ:ம|ண:்:ட|ை|ன|்|	C:l|e:m:e|n:t|i|n|e|
க|ோ|க:்|ன|ி|ச:ன|்:ட:்|	c|o|g|n|i|z:a:n|t|
க|ோ|ப|ெ:ன:்|ஹ|ா|க|ன:்|	C|o|p|e:n|h|a|g:e|n|
க|ா:ர:்|ன|ெ|ல|ி|ய:ஸ:்|	C|o:r|n|e|l|i|u:s|
த|த:்:த|ா|த:்|ர:ே|ய:ா|	D:a|t:t|a|t|r:e:y|a|
ட|ெ|ம|ி|ட:்|ர|ி|ய:ஸ:்|	D|e|m|i|t|r|i|u:s|
ட|ெ:ம:்|ப|்:ட:்|ர:ஸ:்|	D|e:m|p|s:t|e:r|
ட|ி|வ|ெ|ஸ:்|ட|ே:ஷ|ன:்|	d|e|v|a|s|t:a|t:i:o|n|
த|ே|வ:்|ப:ி:ர|ய:ா|க:்|	D|e|v|p:r|a:y:a|g|
த|ே|வ|ல|்:க:ா|வ:ு|ன:்|	D|e|w:a|l|g:a|o|n|
த|ா|ர|ா|ஷ:ி|வ:்|க|ர:்|	D:h|a|r|a|s:h:i|v|k:a|r|
த|ர:்|ம|ே|ந:்:த|்:ர:ா|	D:h:a|r|m|e|n:d|r:a|
த|ர:்|ம|ே|ந:்:த|்:ர:ு|	D:h:a|r|m|e|n:d|u|
த|ி|ல|வ:ா|ர:்|ந|க|ர:்|	D|i|l|a:w:a|r|n:a|g:a|r|
த|ி|வ|ா|ன:்|க:ா|வ|த:ி|	D|i|w|a|n|k:h:a|v|a:t:i|
த|ு|ல:்|ல|ஹ|ா|ப|ூ|ர:்|	D|u|l|l:a|h|a|p|u|r|
த|ங:்:க|ா|ர:்|ப|ூ|ர:்|	D:u|n:g|a|r|p|u|r|
த|ு|ங:்:க|ர|்:ப:ூ|ர:்|	D|u|n:g|a:r|p:u|r|
எ:ல:்|க:்|ஹ|ா:ர:்|ன:்|	E:l|k|h|o:r|n|
எ:ஸ:்|க|ா:ர:்|ட:்|ஸ:்|	e:s|c|o:r|t|s|
ய|ூ|ர|ோ:ட:ி|ர|ஸ:்|ட:்|	E|u|r|o:T|r:u|s|t|
இ|வ|ா|ன|்:ஜ:ெ|ல|ி|ன|்|	E|v|a|n|g:e|l|i|n|e|
எ|வ|ா|ன|்:ஜ:ெ|ல|ி|ன|்|	E|v|a|n|g:e|l|i|n|e|
ஏ|வ|ா|ன|்:ஜ:ெ|ல|ி|ன|்|	E|v|a|n|g:e|l|i|n|e|
ஃ:ப|ா|ப:்|ர|ி|ஸ:ி:ய|ோ|	F|a|b|r|i|z:i|o|
ப|ர:்|ர|ூ|க:ா|ப|ா|த:்|	F:a|r|r|u|k:h:a|b|a|d|
ஃ:ப|ெ:ட|ர|ே:ஷ|ன:்|ஸ:்|	f|e:d:e|r:a|t:i:o|n|s|
ஃ:ப:்|ப:ெ:ர|ு|ம|ா|ன:்|	F|e:r|u|m|a|n|
ஃ:ப:்|ப:ி|ல|்|ம|ோ|ர|்|	F|i|l|l|m|o|r|e|
ஃ:ப|ி:ய:ோ|ர|ெ:ல:்|ல|ோ|	F|i:o|r|e:l|l|o|
ஃ:ப|ி:ய:ோ|ர|ெ:ன:்|ச|ா|	F|i:o|r|e:n|z|a|
ஃ:ப|ி|ர|ோ|ஸ:்|ப|ூ|ர:்|	F|i|r|o|z|p|u|r|
ப:ி:ல|ி|ண:்|ட:ர|்:ஸ:்|	F:l|i|n|d:e:r|s|
ப:ி:ள|ி|ண:்|ட:ர|்:ஸ:்|	F:l|i|n|d:e:r|s|
ஃ:ப:்|ள|ோ|ர|ி:ய:ே|ன|்|	F|l|o|r|i:a|n|e|
ஃ:ப:்|ப:ி:ள|ோ|ர|ி|ட|ா|	F|l|o|r|i|d|a|
ஃ:ப|ோ|ர|ி|ல:்|ல|ோ|ன:்|	F|o|r|i|l|l|o|n|
ஃ:ப:்|ர|ா|ன:்:ச|ி|ஸ:்|	F|r|a|n:c|e|s|
ஃ:ப:்|ர|ா|ன:்:க|ை|ன|்|	F|r|a|n:c|i|n|e|
ஃ:ப:்|ர:ீ|ஸ:்:ட|ோ|ன|்|	F|r:e:e|s:t|o|n|e|
ஃ:ப:்|ர:ீ|ஸ|்:ட:ை|ல|்|	f|r:e:e|s|t:y|l|e|
ஃ:ப|ு|ல:்|ப|ோ|ர:்|ட:்|	F|u|l|f|o|r|d|
க|ந:்:த|ா|ப|ா|ல|ி|ன:்|	G:a|n:d|h:a|p|a|l|i|n|
க:ோ|த:்|க|ோ|ன:்|க|ர:்|	G:h:o|d|g:a|o|n|k:a|r|
க|ி:ர:ி|ன|ே|ஷ|்|வ|ர:்|	G:h|r:i|s:h:n|e|s|h|w:a|r|
க|ி|த|ர:்|ப|ி|ண:்:ட|ி|	G|i|d:a|r|p|i|n:d|i|
ஜ|ி|ர|ா|ஃ:ப:்|த|ா|ர:்|	G|i|r|a|f|t:a|a|r|
க|ோ|ப|ா|ல:்|க|ஞ:்:ச|்|	G|o|p|a|l|g:a|n|j|
க|ோ|ப|ி|ச|ன:்:ந|்:த:்|	G|o|p|i|c:h:a|n|d|
க|ு|ல:்|ஜ|ர|்:ப:ா|க|்|	G|u|l|z|a:r|b:a|g|h|
ஷ:ர|ி|ச|ி|ங:்:க|ா|ர:்|	H:a:r|i|s|i|n:g|a:a|r|
இ|ல|ஸ|்:ட|ி:ர:ி|ய|ஸ:்|	i|l:l|u:s|t|r:i|o:u|s|
இ:ந:்|த:ி:ர|க|ன|்:த:ா|	I:n|d:r|a:k:a|n|t:a|
இ|ந:்:த|ி:ர:ா|க:்|ஷ:ி|	I|n:d|r:a|k|s:h:i|
இ|ந:்:த|ி:ர:ா|ன|ு|ஜ:்|	I|n:d|r:a|n|u|j|
ஜ|ெ:ய:்|ந|ா|ர|ா|ய|ண:்|	J|a:i|n|a|r|a|y:a|n|
ஜ|ம:்|ஷ:ெ|த:்|ப|ூ|ர:்|	J:a|m|s:h:e|d|p|u|r|
ஜ|ெ|ய|ல|க:்|‌:ஷ:்|ம|ி|	J|a|y:a|l:a|k|s:h|m|i|
ஜ|ூ|ப:்:ப|ி|ட:்:ட|ர:்|	J|u|p|i|t:e|r|
க|ன:்|ஹ:ை|ய:ா|ல|ா|ல:்|	K|a:n:_|h:a:i|y:a:a|l:a|a|l|
க|ர|ம:்|ப|ெ:ல:்|க|ர:்|	K:a|r:a|m|b|e:l|k:a|r|
க|ர|ு|ண|ா:ஷ|ங:்|க|ர:்|	K:a|r|u|n:a|s:h:a|n|k:a|r|
க|ெ|ந:்:த|ு|ர:்|க|ர:்|	K|e|n:d|u|r|k:a|r|
க:ா|ட:்|க|ா|ட:்|க|ல|ா|	K:h:a|t|k|a|d|k:a|l|a|
க:ெ|ம:்|ப:ி:ர|க:ா|ஷ|்|	K:h:e|m|p:r|a:k:a|s|h|
க:ு|ப:்|க|ோ|ன:்|க|ர:்|	K:h:u|b|g:a|o|n|k:a|r|
க|ி|ர:்|ல|ோ|ஸ:்|க|ர:்|	K|i|r|l|o|s|k:a|r|
க|ி|ஸ:்|ம|த:்|வ|ா|ல|ி|	K|i|s|m:a|t|w|a|l|i|
க|ொ|க:்|ர|ா|ஜ:்|ஹ|ர:்|	K|o|k|r|a|j|h:a|r|
க:ி:ர|ு|ஷ|்:ன|த:ே|வ|ா|	K:r|i|s:h|n|a:d:e|v|a|
க|ு|ப:ர|ா|ச|ி|ன:்|ஹ:்|	K|u|b:e:r|a|s|i|n|h|
ல|க:்:க|ி|ம:்|ப|ூ|ர:்|	L:a|k:h|i|m|p|u|r|
ல|ா|ன|்:க:ா|ஸ:்|ட|ர:்|	L|a|n|c:a|s|t:e|r|
ல|ி|வ|ி|ங|்:ஸ:்|ட|ன:்|	L|i|v|i|n|g:s|t:o|n|
ல|ா|க:்:க|ர|ி|ட:்|ஜ|்|	L|o|c:k|e:r|i|d|g|e|
ல|க|்:ச|ம|்:ப|ர:்|க:்|	L|u|x|e:m|b:o:u|r|g|
ம|ா|க|ோ|ஃ:ப:்|ப:ி|ன:்|	M|a|g|o|f:f|i|n|
ம|ஹ|ா|ர|ா|ஜ|ா|ச|ி|ங|்|	M:a|h:a|a|r:a|a|j|a|s|i|n|h|
ம:க|ா|ல:க:்|‌:ஷ:்|ம|ி|	M:a:h|a|l:a|x|m|i|
