ஆ|	A:a|
ப|ீ|க|ோ|	P|i|c|o|
ட|ா|	D|a|
ந|ெ:ப:்|ல|ி|ன|ா|	N|e:b|l|i|n|a|
ப|ீ|க|ோ|	P|i|c|o|
ட|ீ|	D|e|
ஓ|ர|ி|ஜ|ா|ப|ா|	O|r|i|z|a|b|a|
ப|ீ|க|ோ|	P|i|c|o|
ட|ீ|	D|e|
ட|ா|ன|்:ச:ி|ட|ா|ர|ோ|	T|a|n|c:í|t|a|r|o|
ப|ி|ய:ர:்|	P|i|e:r|
ப|ி|ய:ர|ி|	P|i|e:r:r|e|
ப|ி|ய:ர|ெ:ட|்|	P|i|e:r:r|e:t:t|e|
ப|ி|க|்:க:ா|ட|்|	P|i|g|g:o|t|t|
ப|ி|ல|ி:ப:்|ஹ|்|த:்|	P|i|l|i:b|h|i|t|
ப|ி|ள|்:ள:ை|ய|ா|ர|்:ப|ட:்:ட|ி|	P|i|l|l:a|y|a|r|p:a:t|t|i|
ப|ி|ம:்:ப|ா|ர|ி:க|ர:்|	P|i|m:p|a|r|i:k:a|r|
ப|ி|ண:்:ட|ஸ|்|	P|i|n:d|u|s|
ப|ை|ன|்:ஹ|ர|்:ஸ|்:ட:்|	P|i|n|e:h:u|r|s|t|
ப|ி|ங|்|	P|i|n|g|
ப|ா|ங|்|	P|o|n|g|
ப|ி|ங|்:க|ா|ல|ா|	P|i|n|g|a|l|a|
ப|ி|ங|்:க:்|	P|i|n|k|
ப|ி|ங|்:க:்|	P|i|n|k|
ம|ா:ட|ல:்|	M|o:d:e|l|
ஸ:்:க|ூ|ல:்|,|	S:c|h:o:o|l|,|
ப|ி|க|ா|ன|ெ:ர:்|	B|i|k|a|n|e:r|
ப|ி|ன|்:க:ு|ய:ி|ல:்:ல|ோ|	P|i|n|q:u|i|l:l|o|
ப|ி|ன|்:ச:ன|்|	P|i|n|s:o|n|
ப|ா|ர|்:க:்|	P|a|r|k|
ப|ே|ப:்:ட|ி|ஸ|்:ட:்|	B|a|p:t|i|s|t|
ப|ி|ண|்:ட|ா|	P|i|n|t|a|
ப|ை|ப|ா|	P|i|p|a|
ப|ி|ப:்:ப|ா|	P|i|p:p|a|
ப|ீ|ப:்:ப|ா|	P|i|p:p|a|
ப|ி|ர:ா:ன|்:ட|ெ|ன|்:ப|்:ர:ீ|ஸ|்|ட:்|	P|i|r:a|t|e|n|p|r:i|s|e|t|
ப|ி|த|ா:ம|ஹ:்|	P|i|t|a:m:a|h|
ப|ி|த|ா|ம|்|ப:ர:்|	P|i|t|a|m|b|a:r|
ப|ி:ட:்|ஸ:்|ப:ர|்:க:்|	P|i:t|s|b:e:r|g|
ப|ி|ட|்|ஸ|்:ப|ர|்:க:்|	P|i|t|t|s|b|u:r|g|
ச:ர|்|ச|்|	C:h:u|r|c|h|
ஆ:ப:்|	O:f|
க:ி|ற:ி|ஸ|்:ட:்|	C|h:r:i|s|t|
ப|ி|வ|ல:்|	P|i|v:a|l|
ப|ி|க:்:ஸ|ல|்:ப|ி:ல:ஸ|்|	P|i|x|e:l|p|l:u|s|
ப|ி|ய|ா|	P|i|y|a|
க|ர:்|	G:h:a|r|
அ|ஜ|ா|	A|j|a|
ப|்:ள|ா|ட|ோ|	P|l|a|t|o|
ப|்:ள:ே|ட:்:ட|ோ|	P|l:a|t|o|
ப|்:ள:ூ|ட:்:ட|ோ|	P|l:u|t|o|
ப:ா:ய|ி|ண|்:ட:்|	P:o|i|n|t|
ப|ே|ல|ீ|	P|e|l|e:e|
ப:ா:ய|ி:ண:்|ட|ர:்|	P:o|i:n|t:e|r|
ட|ெ|ல|ோ|க:்:க|ே:ஷ|ன:்|	T|e|l|o|c:a|t:i:o|n|
ப|ோ|ல|ா:ந:்|த:ு|	P|o|l|a:n|d|
ப|ா|ல:்:ஹ|ா|ன:்|	P|o|l:h|a:w|n|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
ப|ோ|ல|ி|ஸ|்|	P|o|l|i|c|e|
ட|ி|ட|ெ:க:்|ட|ி|வ|்|	D|e|t|e:c|t|i|v|e|
ப|ோ|ல|ி|ஸ|்|	P|o|l|i|c|e|
ஸ|்|ட|ே:ஷ|ன:்|	S|t|a|t:i:o|n|
ப|ோ|ல|ி|ஸ|்|	P|o|l|i|c|e|
வ|ா|ல|ி|	W|a|l|i|
ப|ோ|ல|ி|ஷ|்|-:ட|ர|்:க:்|க:ி:ஷ|்|	P|o|l|i|s|h|-:t:u|r|k|i:s|h|
வ|ா:ர:்|	W|a:r|
ப:ா|ல|ி|	P:o:l|l|y|
ப|ா|ல|ி|ட|ெ:க|்:ஸ:்|	P|o|l|y|d|e|x|
ப:ா|ர:்:ம|ா|ச:ெ|ட:்:ட|ி:க:்|க:ல:்|ஸ:்|	P:h:a|r:m|a|c:e:u|t|i:c|a:l|s|
ல|ி|ம|ி|ட|ெ|ட:்|	L|i|m|i|t|e|d|
ப|ா:ன:்|ட|ெ|ர|ா|	P|o:n|d|e|r|a|
ப|ொ|ன|்|ஷ|ே|	P|o|n|k|s:h|e|
ப|ூ:ஜ|ா|	P|o:o:j|a|
ப|ூ:ஜ|ா|	P|o:o:j|a|
க|ே|	K|e|
ஃ|ப:்:ப|ூ:ள:்|	P:h|o|o:l|
ப|ூ:ஜ|ி:த:்|	P|o:o:j|i:t|
ப|ூ|ன|ம:்|	P|o:o|n:a|m|
ப|ூ|ன|ம:்|	P|o:o|n:a|m|
க|ா|	K|a|
ச:ந|்|த:்|	C:h:a|n|d|
ப|ூ|ர|ண:்|	P|o:o|r:a|n|
ப|ூ|ர:ண|ச:ி|ன|்:ஹ:்|	P|o:o|r:a:n|a:s:i|n|h|
ப|ூ|ர:்|ண|ய|ோ|க|ி|	P|o:o|r|n|a:y|o|g|e:e|
ப|ூ|ர:்|ண|ி:ம|ா|	P|o:o|r|n|i:m:a|a|
ப|ோ|ப|்|	P|o|p|e|
ஜ:ா|ன:்|	J:o:h|n|
ப:ா|ல:்|	P:a:u|l|
i|i|	I|i|
ப|ோ:ப:்|ல|ி|	P|o:p|l|i|
ப:ா:ப|்:ப|ு|ல|ர:்|	P:o|p|u|l:a|r|
ப|ோ|ர|்:ட:்|	P|o|r|t|
எ|ல|ி:ச|ப|த:்|	E|l|i:z:a|b|e:t:h|
ப|ோ|ர|்:ட:்|	P|o|r|t|
ம|ூ|ட|ி|	M|o:o|d|y|
ஸ|்|ட|ே:ஷ|ன:்|	S|t|a|t:i:o|n|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ப|ோ|ட|ெ|ம:்:க|ி:ன:்|	P|o|t|e|m:k|i:n|
ப|ோ:த|ோ:ஹ|ர:்|	P|o:t:h|o:h:a|r|
ப|ோ:த|ோ:ஹ|ர|ி|	P|o:t:h|o:h:a|r|i|
ப|ோ|ர:்|	P|o:u|r|
ல|ே|	L|e|
ம|ெ|ர|ி|ட|்|	M|e|r|i|t|e|
ப:வ|ர|்|	P:o:w|e|r|
க|ா:ர:்|ப:்|	C|o:r|p|
ஆ:ப:்|	O:f|
க|ே|ன:ட|ா|	C|a|n:a:d|a|
ப:்:ர|ப:ா|ல:்|	P:r|a:b:a|l|
ப|ி:ர|ப|ா|த:்|	P|r|a:b:h|a|t|
ப|ி:ர|ா|ப:ா|த:்|	P|r|a|b:h:a|t|
ப|ி:ர|ப|்:ஜ|ி:த:்|	P|r|a:b:h|j|i:t|
ப|்|ர:ப|்:ம|ீ|த:்|	P|r|a:b:h|m|e:e|t|
ப|ி:ர|ப|்:ர|ூ:ப:்|	P|r|a:b:h|r|u:p|
ப|ி:ர|ப|ு|ர:ா|ம:்|	P|r|a:b:h|u|r:a:a|m|
ப:ி|ர:ப|ோ|த|்|	P|r:a:b|o|d|h|
ப:்:ர|ப|ோ|த|்|	P:r|a:b|o|d|h|
ச:ந|்|த|ி:ர|ா|	C:h:a|n|d|r|a|
ப:்:ர|ப|ோ|த:ன|்|	P:r|a:b|o|d:h:a|n|
ப:்:ர|ச|ே|ட|ா|ஸ:்|	P:r|a:c:h|e|t|a|s|
ப:்:ர|த|ீ|ப:்|	P:r|a:d|e:e|p|
ஜ|ெ:ய|ப:்|ர:க|ா:ஷ|்:த|ர:ண|்|	J|a:y:a|p|r:a:k|a:s:h|d|a:r:a|n|
ப|ி:ர|ா|க:்|	P|r|a|g|
ப|ி:ர|ா:க|த|ி|	P|r|a:g:a|t:h|i|
ஸ:்:க|ூ|ல:்|,|	S:c|h:o:o|l|,|
ச|ி|த|ா|ப:ா|ல:்:ம|ா|ண:்:ட|ி|,|	S|i|t|a|p:h:a|l:m|a|n:d|i|,|
ச|ெ|க:்:க|ு|ந:்:த|ி|ர|ா|ப|ா|த:்|	S|e|c|u|n:d|e|r|a|b|a|d|
ப:்:ர|க|ு|ன:்|	P:r|a:g|u|n|
ப:்:ர|க|்:ய:ா|	P:r|a:g|y:a|
ப:்:ர|க|்|ய|வ:த|ி|	P:r|a|g|y:a|w:a:t|i|
ப|ி:ர|ஹ|ல|ா|த:்|	P|r|a:h|l|a:a|d|
ப|ி:ர|ஜ|ப|ா|த:்|	P|r|a:j:a|a:p|a|t|
ப:ி|ர:ஜ:ா|வ|ா|ன|ி|	P:r:a|j:a|v|a|n|i|
ப:ி|ர:க|ா|ஷ:்|	P|r:a:k|a|a:s:h|
ப:ி|ர:க|ா|ஷ|்|	P|r:a:k|a|s|h|
ப:ி|ர:க|ா|ஷ|ம:்|	P|r:a:k|a|s:h:a|m|
ப:்:ர|ம:ா|	P:r|a:m:a|
ப:ி|ர:ம|த|ா|	P|r:a:m|a:d|a|
ப:ி|ர:ம|ி|ள:ா|	P|r:a:m|i|l:a:a|
ப:்:ர|ம|ி|த|ி|	P:r|a:m|i|t|i|
ப:்:ர|ோ|ம|ோ|த|்:ய:ா|	P:r|a|m|o|d|y:a|
வ|ி|க|்|ர:ம|ச:ி|ங|்:க:ே|	W|i|c|k|r:a:m|a:s:i|n:g|h:e|
ப:்:ர|ம|்:ஸ:ு|	P:r|a:m|s:u|
ப:்:ர|ா:ண:்|	P:r|a:n|
ப|ி:ர|ா|ன:்|	P|r|a|n|
ஜ|ா|ய|ே|	J|a|y|e|
ப|ர:்|	P:a|r|
வ|ச|ன:்|	V:a|c:h:a|n|
ன|ா|	N|a|
ஜ|ா|ய|ே|	J|a|y|e|
ப:்:ர|ன:ா|த:்|	P:r|a:n:a|d|
ப:்:ர|ன|வ:்|	P:r|a:n:a|v|
ப:்:ர|ன|ீ|த:்|	P:r|a:n|e:e|t|
ப:்:ர|ண|்:ச|ு|க|்|	P:r|a:n|s|u|k|h|
ப:்:ர|ப|்:த:ி|	P:r|a:p|t:i|
ப:ி|ர:ச|ா|த:்|	P|r:a:s|a|d|
ப:ி|ர:ச|ன|்:ன|ா|	P|r:a:s|a:n|n|a|
ப:ி|ர:ச|ன|்:ன|ா|த:ா|	P|r:a:s|a:n|n|a|t:a:a|
ப|ி:ர|ா|ச|ி:ய:ோ|ட|ி|ம|ி|ய:ம:்|	P|r|a|s|e:o|d|y|m|i|u:m|
ப:்:ர|ஷ|ா:ம:்|	P:r|a:s:h|a:m|
ப|ி:ர|ஷ|ா:ந:்|த:்|	P|r|a:s:h|a:n|t|
ப|ி:ர|ஷ|ா:ந:்|த:்|	P|r|a:s:h|a:n|t|
வ:ை|த|்:ய:ா|	V:a:i|d|y:a|
ப|ி:ர|ஷ|ீ|த:்|	P|r|a:s:h|e:e|t|
ப:்:ர|த|ா|ப:்|	P:r|a:t:a|a|p|
ப:ி|ர:த|ா|ப:்|	P|r:a:t|a|p|
ப:ி|ர:த|ா|ப:்:க|ா|த:்|	P|r:a:t|a|p:g|a|d|
ப:்:ர|த|ீ|ச|ீ:ஷ|்|	P:r|a:t|e:e|c:h|e:e:s|h|
ப:்:ர|த|ீ|க:்|	P:r|a:t|e:e|k|
ப:்:ர|த|ீ|த:்|	P:r|a:t|e:e|t|
ப:்:ர|த|ி|	P:r|a:t:h|i|
ப:ி|ர:த|ி|ப:ா|	P|r:a:t|i|b:h:a|
ப|ி:ர|ா|த|ி|த|ி:ன:்|	P|r|a|t|i|d|i:n|
ப|ி:ர|ா|த|ி|க:்|ய|ா|	P|r|a|t|i|g|y|a|
ப:்:ர|த:ி|க:்|	P:r|a:t:i|k|
ப:்:ர|த:ி|ஷ|்:த|ா|	P:r|a:t:i|s:h|t|h:a|
ப:ி|ர:த|ோ|ஷ|்|	P|r:a:t|o|s|h|
ப:்:ர|த:ு|ல:்|	P:r|a:t:u|l|
ப:ி|ர:வ|ீ|ர:்|	P|r:a:v|e:e|r|
ப:ி|ர:வ|ே|ஷ|்|	P|r:a:v|e|s|h|
ப|ி:ர|வ:ீ|ன:்|	P|r|a:v:i|n|
ஆ|ம:்:ர|ே|	A|m:r|e|
ப|ி:ர|ா|ய|ா|ஸ|்:ச|ி:த:்|	P|r|a|y|a|s|h:c:h|i:t|
ப|்|ர:ெ:ஷ|ி|ய|ஸ|்|	P|r|e:c|i|o|u|s|
ப|ி:ர:ெ|ச|ி|ஷ|ன:்|	P|r:e|c|i|s:i:o|n|
வ:ா|ல:ி|	V:a:l|l:e:y|
க|ா:ர:்|வ|ெ:ட|்|	C|o:r|v|e:t:t|e|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ப:்:ர|ீ|த:்|	P:r|e:e|t|
க|ா|	K|a|
க|ீ|த:்|	G|e:e|t|
ப:்:ர|ீ|த:்|	P:r|e:e|t|
க|ி|	K|i|
ட|ோ|ர|ி|	D|o|r|i|
ப:்:ர|ீ|த:்|	P:r|e:e|t|
ந|ா|	N|a|
ஜ|ா|ன|ே|	J|a|n|e|
ர|ீ|த:்|	R|e:e|t|
ப:்:ர|ீ:த|ி|ஷ|்|	P:r|e:e:t|i|s|h|
ப:்:ர|ே|ம:்|	P:r|e|m|
ப|ி:ர|ே|ம:்|	P|r|e|m|
க:ஹ|ா|ன|ி|	K:a:h|a|n|i|
ப|ி:ர|ே|ம:்|	P|r|e|m|
க|ி|	K|i|
த|ே|வ|ி|	D|e|v|i|
ப|ி:ர|ே|ம:்|	P|r|e|m|
க|ி|	K|i|
ஜ|ோ:த|ி|	J|y:o:t|i|
ப|ி:ர|ே|ம:்|	P|r|e|m|
ப|ு|ஜ|ா|ர|ி|	P|u|j|a|r|i|
ப|ி:ர|ே|ம:்|	P|r|e|m|
ச:ங|்:க|ீ|த:்|	S:a:n|g|e:e|t|
ப|ி:ர|ே|ம:்|	P|r|e|m|
வ|ி|வ|ா|ஹ:்|	V|i|v|a|h|
ப|ி:ர|ே|ம:்|	P|r|e|m|
ய|ா|த:்:ர|ா|	Y|a|t:r|a|
ப:்:ர|ே|ம:ல|ா|	P:r|e|m:a:l|a|
ப:்:ர|ே|ம|்:ச|ந:்|த:்|	P:r|e|m|c:h:a|n|d|
ப|ி:ர:ெ|ம|்:க:ா|ர:்|	P|r:e|m|c:o|r|
ப:்:ர|ே|ம:்:ந|ா|த|்|	P:r|e|m:n|a|t|h|
ப:ஜ|ா|ஜ:்|	B:a:j|a|j|
ப|ி:ர|ே:ம|ா|	P|r|e:r:n|a|
ப|ி:ர:ெ|ஸ|ி|ட|ெ|ண|்:ட:்|	P|r:e|s|i|d|e|n|t|
ஹ|ே|ய|ெ|ஸ:்|	H|a|y|e|s|
ப|ி:ர:ெ|ஸ|ி|ட|ெ|ண|்:ட:்|	P|r:e|s|i|d|e|n|t|
ஜ:ா|க:்|ஸ|ன|்|	J:a:c|k|s|o|n|
ப:்:ர|ெ|ச|ி|ட|ெ|ண|்:ட:்|ஸ:்|	P:r|e|s|i|d|e|n|t|s|
க|ப:்|	C:u|p|
ப|ி:ர:ெ|ஸ|ி|ட|ி|ய:ோ|	P|r:e|s|i|d|i|o|
ஆ:ப:்|	O:f|
ச:ன|்:ட|ா|	S:a:n|t|a|
ப|ா:ர:்|ப:ர|ா|	B|a:r|b:a:r|a|
ப|ி:ர|ூ:ஸ|்:ஸ|ெ:ன:்|	P|r|e:u:s|s|e:n|
ப:்:ர|ே|ய:ஸ|ி|	P:r|e|y:a:s|i|
ப|ி:ர:ை|ஸ|்|வ|ா|ட|்|ட:ர|்:ஹ:வ|ு|ஸ|்|	P|r:i|c|e|w|a|t|e|r|h:o|u|s|e|
க|ூ|ப:்|ப:ர:்|ஸ:்|	C|o:o|p|e:r|s|
ப:்:ர|ீ:ஸ|்:ட:்|ல:ி|	P:r|i:e:s|t|l:e:y|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ப:்:ர|ி|ம|ோ|	P:r|i|m|o|
ப:்:ர|ி|ன:்:ஸ|்|	P:r|i|n:c|e|
ஆ:ல:்|ப:ர|்:ட:்|	A:l|b:e:r|t|
ப|ி:ர|ி|ன:்:ஸ|்|	P|r|i|n:c|e|
ஜ:ா|ர:்:ஜ|்|	G:e:o|r:g|e|
க:ி|ற:ி|ஸ|்:ட|ி|ய:ன:்|	C|h:r:i|s|t|i|a:n|
ப:்:ர|ி|ன:்:ஸ|்|	P:r|i|n:c|e|
ஹ|ே|ர:ி|	H|a|r:r:y|
ப|ி:ர|ி:ன:்|ச:ஸ|்|	P|r|i:n|c:e:s|s|
ர|ா|ய|ல:்|	R|o|y:a|l|
ப|ி:ர|ி|ன:்:ச|ெ|ஸ|்|	P|r|i|n:c|e|s|s|
ச:ப|ா|	S:a:b|a|
ப:்:ர|ி:ன:்|ச:ஸ|்|	P:r|i:n|c:e:s|s|
ச|ா|ர:ா|	S|a|r:a:h|
ஃ:ப|ெ|ர|்:க|ு|ச|ன|்|	F|e|r|g|u|s|o|n|
ப|ி:ர|ி|ன:்:ச|ி|ப|ி|	P|r|i|n:c|i|p|e|
ட|ி|	D|i|
க|ா|ர|ி|க:்:ன|ா|ன|ோ|	C|a|r|i|g:n|a|n|o|
ப|ி:ர|ி|ன|்:ஸ:்|ர|ே|ஜ|ெ|ன|்:ட:்|	P|r|i|n|z|r|e|g|e|n|t|
ல|ு:ய:ி|ட|்:ப|ோ|ல:்|ட:்|	L|u:i|t|p|o|l|d|
ப:்:ர|ி|ஸ|்:க|ா|	P:r|i|s|c|a|
ப|்:ர:ீ|த|ா|	P|r:i|t|a|
ப|ி:ர|ி|த|்|வ|ி|	P|r|i|t|h|v|i|
ப|ு|த:்:ர|ா|	P|u|t:r|a|
ப|ி:ர|ி|த|்|வ|ி|	P|r|i|t|h|v|i|
வ:ல|்:ல|ா|ப|்|	V:a:l|l|a|b|h|
ப|ி:ர|ி|த|்|வ|ி|ர|ா|ஜ:்|	P|r|i|t|h|v|i|r|a|j|
ச:ய|ோ|க|ி|த|ா|	S:a:y|o|g|i|t|a|
ப|்:ர:ீ|த:்:த|ி|க|ா|ன|ா|	P|r:i|t|i|k|a|n|a|
ப:்:ர|ி|ட|ி|ஷ|்|	P:r|i|t|i|s|h|
ந:ந|்:த|ி|	N:a:n|d|y|
க:ம|்:ய:ூ|ன|ி:க|ே:ஷ|ன:்|ஸ:்|	C:o:m|m:u|n|i:c:a|t:i:o|n|s|
ப:்:ர|ி|ட:்:ஸ|்:க:ெ|ர:்|	P:r|i|t:z|k:e|r|
ப:்:ர|ை|ஸ|்|	P:r|i|z|e|
ப|ி:ர:ை|வ|ெ|ட|்|	P|r:i|v|a|t|e|
ட|ி|ட|ெ:க:்|ட:்:ட|ி|வ|்|	D|e|t|e:c|t|i|v|e|
ப|ி:ர:ை|வ|ெ|ட|்|	P|r:i|v|a|t|e|
ல|ை:ஃ:ப|்|	L|i:f|e|
ப:்:ர|ி:க|்:ஸ:்|	P:r|i|x|
அ:ப:்|ப:ோ|ல:ோ|	A:p|o|l:l:o|
ப:்:ர|ி:க|்:ஸ:்|	P:r|i|x|
அ:ர:்|ஸ:்|	A:r|s|
எ|ல:க|்:ட|்:ர:ா|ன|ி|க|ா|	E|l:e:c|t|r:o|n|i|c|a|
ப:்:ர|ி:க|்:ஸ:்|	P:r|i|x|
ட|ி|	D|e|
ர|ோ|ம|்|	R|o|m|e|
ப:்:ர|ி:க|்:ஸ:்|	P:r|i|x|
ட|ி|ஸ:்|	D|e|s|
ட:ி:ய|ு|க:்:ஸ|்:-|ம|க|ோ|ட:்|ஸ:்|	D:e|u|x|-|m:a|g|o|t|s|
ப:்:ர|ி:க|்:ஸ:்|	P:r|i|x|
ஃ:ப|ெ|ம|ி|ன|ா|	F|e|m|i|n|a|
ப:்:ர|ி:க|்:ஸ:்|	P:r|i|x|
க|ா:ன:்|க:ோ|ர|்:ட:்|	G|o:n|c:o:u|r|t|
ப:்:ர|ி:க|்:ஸ:்|	P:r|i|x|
ர|ெ|ன|ா|ட:ட|்|	R|e|n|a|u:d:o|t|
ப|ி:ர|ி|ய|ா|	P|r|i|y|a|
ப:்:ர|ி|ய|ா|	P:r|i|y|a|
ப|ி:ர|ி|ய|த|ர:்|ஷ:ி|ண|ி|	P|r|i|y|a:d:a|r|s:h:i|n|i|
ப:்:ர|ி|ய|ம:்|	P:r|i|y:a|m|
ப:்:ர|ி|ய|ர|ஞ:்|ச:ன:்|	P:r|i|y:a|r|a:n:j|a:n|
ப:்:ர|ோ|	P:r|o|
ஃ:ப|ு:ட|்:ப|ா|ல|்|	F|o:o:t|b|a|l|l|
ஹ|ா|ல|்|	H|a|l|l|
ஆ:ஃ|ப:்|	O|f|
ஃ:ப|ே|ம|்|	F|a|m|e|
ப|ு:ர:ொ|ஃ|ப|்|ப:ச:ர|்|	P|r:o|f|e|s|s:o|r|
ப:்:ர|ொ:ஃ:ப|ை|ல|்|ஸ:்|	P:r|o:f|i|l|e|s|
இ:ன:்|	I:n|
க|ர|ே|ஜ|்|	C:o:u|r|a|g|e|
அ|வ|ா:ர:்|ட:்|	A|w|a:r|d|
ப:்:ர|ோ:ஜ|ன:்|	P:r|o:g:e|n|
இ:ண:்|ட:ஸ|்:ட|ி:ர|ீ|ஸ:்|	I:n|d:u:s|t|r|i:e|s|
ல|ி|ம|ி|ட|ெ|ட:்|	L|i|m|i|t|e|d|
ப:்:ர|ோ|ஜ|ி:ய|ா:ன:்|	P:r|o|g|e|o:n|
ப|ு:ர:ோ|க|ி:ர:ெ|ஸ:ி|வ|்|	P|r:o|g|r:e|s:s:i|v|e|
ப|ே|ப:்:ட|ி|ஸ|்:ட:்|	B|a|p:t|i|s|t|
ப|ு:ர:ோ|ம|ெ:த|ி|ய:ஸ:்|	P|r:o|m|e:t:h|e|u:s|
ப|ி:ர:ா|ஸ|்:ப|ெ:க:்|ட:்|	P|r:o|s|p|e:c|t|
ம:ி|ஷ|ன:ர|ி|	M:i:s|s:i:o|n:a:r|y|
ப|ே|ப:்:ட|ி|ஸ|்:ட:்|	B|a|p:t|i|s|t|
ப|்:ர:ா|ஸ|்|ப:ர:்|	P|r:o|s|p|e:r|
உ|த:்:ச|ே|ய|ா|	U|t:s|e|y|a|
ப|ி:ர:ோ|ட|ா|க:்|ட|ி|ன|ி|ய:ம:்|	P|r:o|t|a|c|t|i|n|i|u:m|
ப:்:ர|ொ|ட|ெ:க|்:க:்|‌:ஷ|ன:்|	P:r|o|t|e|c|t:i:o|n|
ஆ:ஃ|ப:்|	O|f|
ந:ே:ச|்:ச:ு|ர|ல:்|	N:a|t:u|r:a|l|
அ|ம|ி|ன:ி:ட|்:ட|ி|ஸ:்|	A|m|e|n:i|t|i:e|s|
ம|ெ:ட|ல:்|	M|e:d:a|l|
ப|ி:ர:ோ|வ|ெ|ன:்:ஸ|்|	P|r:o|v|e|n:c|e|
ப|ு:ர:ோ|வ|ி|ட|ெ|ன:்:ச|்|	P|r:o|v|i|d|e|n:c|e|
ப:்:ர|ூ|த|்|	P:r|u|t|h|
க|ா|ம:்:ப|ை:ன|்|	C|a|m:p|a:i:g|n|
ப|்:ச:ா|ல|்:ட|ெ|ர|ி|	P|s:a|l|t|e|r|y|
ப:ப|்:ள|ி:க|்:ஸ:்|	P:u:b|l|i|x|
ச|ூ:ப:்|ப:ர:்|	S|u:p|e:r|
ம|ா|ர|்:க:்|க:ெ:ட|்:ஸ:்|	M|a|r|k|e:t|s|
ப:க|்:க|ா|	P:u:c|c|a|
ப|ா|த|ா|ம|ா|ஷ|்|	B|a|d|a|m|a|s|h|
ப|்:ய:ூ|ர:்|ஸ:்|	P|u:e|r|s|
ப|ூ|ஜ|ா|	P|u|j|a|
ப|ூ|ஜ|ா|ர|ி|	P|u|j|a|r|i|
ப|ூ|ர|ா|ர|ி:ன:்|	P|u|j|a|r|i:n|
ப|ு|ஜ|ி:த:்|	P|u|j|i:t|
ப|ூ|ஜ|ி|த|ா|	P|u|j|i|t|a|
ப|ு:ல:்|	P|u:l|
ப|ு|ல|க:்|	P|u|l:a|k|
ப|ு|ல:ஸ|்:க|ி|	P|u|l:a:s|k|i|
ஹ|ை|ட:்|ஸ:்|	H:e|i:g:h|t|s|
ய:ு|ன:ை:ட|்:ட|ெ|ட:்|	U|n:i|t|e|d|
ம|ெ:த|ோ|ட|ி|ஸ|்:ட:்|	M|e:t:h|o|d|i|s|t|
ப|ு|ல|ா|ஸ|்:த:ய|ா|	P|u|l|a|s|t:y|a|
ப|ு|ல:்:க|ோ|வ|ா|	P|u|l:k|o|v|o|
ப:ல|்:ஸ:்|	P:u:l|s|
ப|ு|ல|்:வ|ா|ம|ா|	P|u|l|w|a|m|a|
ப|ூ|ன|ர:்|	P|u|n:a|r|
ம|ி|ல|ன:்|	M|i|l:a|n|
ப|ு|ன|ி:ய|ா|	P|u|n|i|a|
ப|ு|ன|ி|த|ா|	P|u|n|i|t|a|
ப|ஞ|்|ச|ா:ப:்|	P|u|n|j|a:b|
ப|ஜ|்|ச|ா|ப|ி|	P|u|n|j|a|b|i|
ப|ஞ|்|ச|ா|ப|ி|	P|u|n|j|a|b|i|
ப|ு|ர|ா|	P|u|r|a|
ப|ு|ர|ா|ன|ி|	P|u|r|a|n|i|
ப|ெ:ஹ:்|ச:ா|ன:்|	P|e:h|c:h:a|n|
ப|ு|ர|ா|ன|ி|க:்|	P|u|r|a|n|i|k|
ப|ு|ர|ஞ:்|ச:ய:்|	P|u|r|a:n:j|a:y|
ப|ு|ர|ா|ஸ:்|க:ா|ர:்|	P|u|r|a|s|k:a:a|r|
ப|ு|ர|்:ப|ா|	P|u|r|b|a|
ப|ு|ர|்:ப|ி|	P|u|r|b|i|
ப|ூ|ர|ி|	P|u|r|i|
ப:்:ய|ூ|ர|ி:ட|்:ட:ி|	P|u|r|i|t:y|
ப|ு|ர|்:க|ா:ர:்|	P|u|r|k|a:r|
ப|ூ:ர:்|ண|ா|	P|u:r|n|a|
ப|ூ:ர:்|ன|ி:ய|ா|	P|u:r|n|i|a|
ப|ு:ர:்|ன|ி|ம|ா|	P|u:r|n|i|m|a|
ப|ு|ர|ோ|ஹ|ி:த:்|	P|u|r|o|h|i:t|
ப|ு:ஷ|்:ப|க|்|	P|u:s:h|p|a|k|
ப|ு:ஷ|்:ப|ே:ந|்:த|ர:்|	P|u:s:h|p|e:n:_|d|r|
ப|ு:ஷ|்:ப|ே|ஷ|ு|	P|u:s:h|p|e|s:h|u|
ப|ு:ஷ|்:ப|ி|ந:்:த|ர|்|	P|u:s:h|p|i|n:d|e|r|
ப|ு:ஷ|்:ப|ி|த|ா|	P|u:s:h|p|i|t|a|
ப:ி|ய|ா|ர|ா|	P|y:a|a|r|a|
த:ர|ா|ன|ா|	T:a:r|a|n|a|
ப:ி|ய|ா|ஸ|ா|	P|y:a|a|s|a|
ஸ|ா|வ|ன:்|	S|a|w:a|n|
ப:ி|ய|ா:ர:்|	P|y|a:r|
ஹ|ோ|	H|o|
க|ா|ய|ா|	G|a|y|a|
ப:ி|ய|ா:ர:்|	P|y|a:r|
ஜ:ு|க:்:த|ா|	J:h:u|k:t|a|
