a:'|m|a|r|i:e|	ಅ|ಮ|ಾ|ರ|ೀ|
t|a|l:l|y|s|	ಟ:್|ಯ:ಾ|ಲ|ಿ|ಸ:್|
t:a|l|w|a|d|a|	ತ|ಲ|ವ|ಾ|ಡ|ಾ|
t:a|l|w|a|r|k|a|r|	ತ|ಲ:್|ವ|ಾ|ರ:್|‌:ಕ|ರ|್|
t:a|m|a|c:h|a|	ತ|ಮ|ಾ|ಚ|ಾ|
t:a|m:a|l|i|	ತ|ಮ|ಲ|ಿ|
t:a|m:a|l|i|k|a|	ತ|ಮ|ಲ|ಿ|ಕ|ಾ|
t:a|m|a|t:h|a|	ತ|ಮ|ಾ|ತ|ಾ|
t|a|m|b|e|	ತ|ಾ|ಂ|ಬ|ೆ|
t:a|m|m:a|m|	ತ|ಮ:್|ಮ|ಮ:್|
t:a|n|	ತ|ನ:್|
b:a|d:a|n|	ಬ|ದ|ನ:್|
t:a|n|d|i|l:a|t|	ತ|ಂ|ದ|ಿ|ಲ|ತ:್|
t:a|n|e|j|a|	ತ|ನ|ೇ|ಜ|ಾ|
t:a|n|e|r|	ತ|ನ|ೇ|ರ:್|
a|n|s|a|r|i|	ಅ|ನ:್|ಸ|ಾ|ರ|ಿ|
t:a|n:n|i|s|h|t:h|a|	ತ|ನ|ಿ|ಸ|್|ಥ|ಾ|
t|a|n|s|a|	ತ|ಾ|ನ:್|ಸ|ಾ|
t|a|n|s|i|n|	ತ|ಾ|ನ:್|ಸ|ಿ|ನ:್|
t:a|n|u|j|	ತ|ನ|ು|ಜ:್|
t:a|n|v|i|r|	ತ|ನ:್|ವ|ೀ|ರ:್|
m|e|h|d|i|	ಮ|ೆ|ಹ:್|ದ|ಿ|
t:a|p:a|n|	ತ|ಪ|ನ:್|
t:a|p:a|n|i|	ತ|ಪ|ನ|ಿ|
t:a|p:a|s|	ತ|ಪ|ಸ:್|
t:a|p|e|s|h|	ತ|ಪ|ೇ|ಶ|್|
t|a|p|i|	ತ|ಾ|ಪ|ಿ|
t|a|r:a|k|e|s|h|w:a|r|	ತ|ಾ|ರ|ಕ|ೇ|ಶ|್|ವ|ರ|
t|a|r:a|k|n|a|t|h|	ತ|ಾ|ರ|ಕ:್|‌:ನ|ಾ|ಥ|್|
t:a|r:a|l|a|	ತ|ರ|ಲ|ಾ|
t:a|r:a|n|a|	ತ|ರ|ನ|ಾ|
t:a|r|a|n|e|k:a|r|	ತ|ರ|ಾ|ಣ|ೆ|ಕ|ರ:್|
t:a|r:a|n|g:a|	ತ|ರ|ಂ|ಗ|
t:a|r:a|n|g|i|n|i|	ತ|ರ|ಂ|ಗ|ಿ|ಣ|ಿ|
t:a|r:a|n|g|i|r|e|	ತ|ರ|ಂ|ಗ|ಿ|ರ|ೆ|
t:a|r:a|n|n|u|m|	ತ|ರ|ನ:್|ನ|ು|ಮ:್|
t|a|r|a|n|t|e|l|l|a|	ಟ|ಾ|ರ|ೆ|ಂ|ಟ|ೆ|ಲ:್|ಲ|ಾ|
t|a|r|e|q|	ತ|ಾ|ರ|ೀ|ಖ:್|
a|z|i|z|	ಅ|ಝ|ಿ|ಜ:್|
t:a|r|i|k|a|	ತ|ರ|ಿ|ಕ|ಾ|
t|a|r|k|e|s|h|w:a|r|	ತ|ಾ|ರ|ಕ|ೇ|ಶ|್|ವ|ರ:್|
t|a|r|o|	ಟ|ಾ|ರ|ೋ|
ph:a|r|m|a|c|e|u|t|i|c:a|l|	ಫ|ಾ:ರ|್:ಮ|ಾ|ಸ|್|ಯ:ೂ|ಟ|ಿ|ಕ|ಲ:್|
t:a|r|u|b|	ತ|ರ|ು|ಬ:್|
t:a|r|u|n|	ತ|ರ|ು|ಣ|
t:a|r|u|n:a|a|	ತ|ರ|ು|ಣ|ಾ|
t:a|r|u|n|i|	ತ|ರ|ು|ಣ|ಿ|
t:a|r|u|n|i|m|a|	ತ|ರ|ು|ಣ|ಿ|ಮ|ಾ|
t|a|r|z:a|n|	ಟ|ಾ|ರ:್|ಜ|ನ:್|
c|o|b|r|a|	ಕ|ೋ|ಬ|ರ|ಾ|
t:a|s|a|w|w:a|r|	ತ|ಸ|ಾ|ವ:್|ವ|ರ:್|
t|a:s|s|	ಟ|ಾ|ಸ:್|
t|a|t|a|	ಟ|ಾ|ಟ|ಾ|
e|l|x|s|i|	ಎ|ಲ:ೆ|ಕ:್|ಸ|ಿ|
m|e|t|a|l|i|k|s|	ಮ|ೆ|ಟ|ಾ|ಲ|ಿ|ಕ:್|ಸ:್|
s|p|o|n|g|e|	ಸ:್|ಪ|ಾ|ನ:್|ಜ|್|
i|r|o|	ಇ|ರ|ೊ|
t|a|t|e|	ಟ|ೇ|ಟ|್|
t:a|t|i|n|i|	ತ|ತ|ಿ|ನ|ಿ|
t|a|t|k:a|r|	ತ|ಾ|ಟ|ಕ|ರ:್|
t|a|t|r|a|	ಟ|ಾ|ಟ:್|ರ|ಾ|
t|a|t:u|m|	ಟ|ಾ|ಟ|ಮ:್|
t:a|u|r:u|s|	ಟ|ಾ|ರ|ಸ:್|
t:a|v|i|t|a|	ತ|ವ|ಿ|ತ|ಾ|
t|a|v|s|e|	ತ|ಾ|ವ:್|ಸ|ೆ|
t:a|w|a|n|d:a|	ತ|ವ|ಾ|ಂ|ಡ|
m|u|p|a|r|i|w:a|	ಮ|ು|ಪ|ಾ|ರ|ಿ|ವ|
t|a|w|n|y|	ತ|ಾ|ವ:್|ನ|ಿ|
t:a|w|o:o|s|	ತ|ವ|ೂ|ಸ:್|
t|a|w|s|e:e|f|	ತ|ಾ|ವ:್|ಸ|ೀ|ಫ:್|
t:a|y|a|	ತ|ಯ|ಾ|
t|a|y|s|i|r|	ತ|ಾ|ಯ:್|ಸ|ಿ|ರ:್|
t|e:a|m|s|	ಟ|ೀ|ಮ:್|ಸ:್|
t|e:e|r|t:h|a|	ತ|ೀ|ರ:್|ಥ|ಾ|
t|e|g:a|n|	ಟ|ೇ|ಗ|ನ:್|
t|e|h|r|i|	ತ|ೆ|ಹ:್|ರ|ಿ|
t|e:h|z|e:e|b|	ತ|ೇ|ಜ|ೀ|ಬ:್|
t|e|j:a|a|	ತ|ೇ|ಜ|ಾ|
t|e|j:a|s|	ತ|ೇ|ಜ|ಸ:್|
t|e|k|l|a|	ಟ|ೆ|ಕ:್|ಲ|ಾ|
t|e|l|e|d|a|t|a|	ಟ|ೆ|ಲ|ಿ|ಡ|ೇ|ಟ|ಾ|
t|e|l|e|n|o|r|	ಟ|ೆ|ಲ|ಿ|ನ|ಾ|ರ:್|
t|e|l|e|ph|o|n|e|	ಟ|ೆ|ಲ|ಿ|ಫ|ೋ|ನ|್|
t|e|l|e|r|i|	ಟ|ೆ|ಲ|ೇ|ರ|ಿ|
t|e|l|m|a|	ತ|ೆ|ಲ:್|ಮ|ಿ|
t|e|l|s|t|r|a|	ಟ|ೆ|ಲ:್|‌:ಸ|್:ಟ|್:ರ|ಾ|
t|e|m|b|e|	ತ|ೆ|ಂ|ಬ|ೆ|
t|e|m|p|l|e|t:o|n|	ಟ|ೆ|ಂ|ಪ|ಲ|್|ಟ|ನ:್|
t|e|n|d|u|l|k:a|r|	ತ|ೆ|ಂ|ಡ|ು|ಲ:್|ಕ|ರ:್|
t|a|l|i|	ತ|ಾ|ಲ|ಿ|
t|e|r|e|n|c|e|	ಟ|ೆ|ರ|ೆ|ನ:್|ಸ|್|
m|e|h:a|r|b|a|n|i|y:a|n|	ಮ|ೆ|ಹ|ರ|ಬ|ಾ|ನ|ಿ|ಯ|ಾ|
t|e|r|r|a|	ಟ|ೆ|ರ:್|ರ|ಾ|
t|e|r:r|e|n|c|e|	ಟ|ೆ|ರ|ೆ|ನ:್|ಸ|್|
t|e|r|r|y|	ಟ|ೆ|ರ:್|ರ|ಿ|
a|l|d:e|r|m:a|n|	ಆ|ಲ:್|ಡ|ರ:್|ಮ|ನ:್|
t|e|t:o|n|	ಟ|ೆ|ಟ|ನ:್|
t|e|v|a|	ಟ|ೆ|ವ|ಾ|
t|e|x|a|s|	ಟ|ೆ|ಕ:್|ಸ:ಾ|ಸ:್|
t:h|a:'|l:a|b:a|h|	ಥ|ಲ|ಾ|ಬ|ಾ|
t:h|a|b|i|t|	ಥ|ಾ|ಬ|ಿ|ತ:್|
t:h|a|d|	ಥ|ಾ|ಡ:್|
t:h|a|i|l|a|n|d|	ಥ|ಾ|ಯ:್|ಲ|ೆ|ಂ|ಡ:್|
t:h|a|i|s|	ಥ|ಾ|ಯ:ಿ|ಸ:್|
t:h|a|k:a|r|e|	ಥ|ಾ|ಕ|ರ|ೆ|
t:h|a|l|i|a|	ಥ|ಾ|ಲ|ಿ|ಯ:ಾ|
t:h|a|l|n|e|r|k:a|r|	ಥ|ಾ|ಲ:್|ನ|ೇ|ರ:್|ಕ|ರ:್|
t:h|a:m|a|n|	ಥ|ಮ|ನ|್|
t:h|a|m|e|s|	ಥ|ೇ|ಮ|್|ಸ:್|
t:h|a|n|a|	ಥ|ಾ|ನ|ಾ|
t:h|a|n|e|d:a|a|r|	ಥ|ಾ|ನ|ೆ|ದ|ಾ|ರ:್|
t:h|a:n|j|a|v|u|r|	ತ|ಂ|ಜ|ಾ|ವ|ೂ|ರ:್|
t:h|a|q|a|f|	ಥ|ಾ|ಕ|ಾ|ಫ:್|
t:h|a|q|i|b|	ತ|ಾ|ಕ|ಿ|ಬ:್|
t:h|a|r|	ಥ|ಾ|ರ:್|
t:h|a|r|y|a|	ಥ|ಾ|ರ:್|ಯ|ಾ|
t|h:a|t|t|e|	ಥ|ತ|್|ತ|ೆ|
t:h|a|t|t:h|a|	ಠ|ಠ|್|ಠ|ಾ|
t:h|a:v|i|l|	ತ|ವ|ಿ|ಲ:್|
t:h|a|w:a|b|	ಥ|ಾ|ವ|ಬ:್|
t:h|a|y|e|r|	ಥ|ಾ|ಯ|ೆ|ರ:್|
a|f|t:e|r|n|o:o|n|	ಆ|ಫ:್|ಟ|ರ:್|‌:ನ|ೂ|ನ:್|
a|l|a|m|o|	ಅ|ಲ|ಾ|ಮ|ೊ|
a|s|i|a|n|	ಏ|ಶ|ಿ|ಯ|ನ:್|
a|g|e|	ಏ|ಜ|್|
a|s|s|a|m|	ಅ|ಸ:್|ಸ|ಾ|ಮ:್|
t|r|i|b|u|n|e|	ಟ:್|ರ|ಿ|ಬ:್|ಯ:ೂ|ನ|್|
b|r:o|a|d|s|	ಬ:್|ರ|ಾ|ಡ:್|ಸ:್|
b|o:w|l|	ಬ|ೌ|ಲ:್|
d:a|h|e|s|h|	ದ|ಹ|ೇ|ಶ|್|
d|o:o|n|	ದ|ೂ|ನ:್|
g|o:u|l:a|n|d|r|i|s|	ಗ|ೌ|ಲ|ಂ|ಡ:್|ರ|ಿ|ಸ:್|
h|a|r|b:o|u|r|s|i|d|e|	ಹ|ಾ|ರ:್|ಬ|ರ:್|‌|ಸ|ೈ|ಡ|್|
f|o|r|t|s|	ಫ|ೋ|ರ:್|ಟ:್|ಸ:್|
r:o|c|k|	ರ|ಾ|ಕ:್|
w|e|l|l|	ವ|ೆ|ಲ|್|
m|e|r|e|d|i|t|h|	ಮ|ೆ|ರ|ಿ|ಡ|್|ತ|್|
m|o|r|n|i|n|g|	ಮ|ಾ|ರ:್|ನ|ಿ|ಂ|ಗ:್|
q|u|i:c|k|	ಕ|್:ವ|ಿ|ಕ:್|
d|i|m|i|t|s|a|n|a|	ಡ|ಿ|ಮ|ಿ|ಟ:್|ಸ|ಾ|ನ|ಾ|
o|r|i|y|a|	ಒ|ರ|ಿ|ಯ|ಾ|
s:a|m|a|j:a|	ಸ|ಮ|ಾ|ಜ|
p|i|o|n|e:e|r|	ಪ|ಯ|ೊ|ನ|ೀ|ರ:್|
d:a|i|l|y|)|	ಡ|ೈ|ಲ|ಿ|)|
o|l|a|v|	ಒ|ಲ|ಾ|ವ:್|
t|y|n|e|	ಟ|ೈ|ನ|ಿ|
t|u|r:r|e|t|s|	ಟ|ು|ರ|ೆ|ಟ:್|ಸ:್|
t:h|e|l|m|a|	ತ|ೆ|ಲ:್|ಮ|ಾ|
t:h|e|o|d|o|r|a|	ಥ|ಿ|ಯ:ೋ|ಡ|ೊ|ರ|ಾ|
t:h|e|o|ph|i|l:u|s|	ಥ|ಿ|ಯ:ೋ|ಫ|ಿ|ಲ|ಸ:್|
t:h|e|r|e|s|a|	ತ|ೆ|ರ|ೇ|ಸ|ಾ|
t:h|e|r|e|s|e|	ಥ|ೇ|ರ|ೇ|ಸ|ಿ|
t:h|e|r|e|s|i|a|	ತ|ೆ|ರ|ೇ|ಸ|ಿ|ಯ:ಾ|
t:h|e|r|m|a|x|	ಥ|ರ:್|ಮ:್|ಯ:ಾ|ಕ:್|ಸ:್|
t:h|e:r|m|o|p|y|l|a|e|	ಥ|ರ|್:ಮ|ೊ|ಫ|ೀ|ಲ|ಿ|ಯ:ಾ|
t:h|i|e|r|y|	ಥ|ಿ|ಯ:ೇ|ರ|ಾ|
t:h|i:r|t|y|	ಥ|ರ|್:ಟ|ಿ|
s|i|x|	ಸ:ಿ|ಕ:್|ಸ:್|
c:h|o:w|r:a|n|g|e:e|	ಚ|ೌ|ರ|ಂ|ಗ|ೀ|
l|a|n|e|	ಲ|ೇ|ನ|್|
t:h|i|r|u|v:a|z:h|u:n|t:h|o:o|r|	ತ|ಿ|ರ|ು|ವ|ಳ|ಂ|ತ|ೂ|ರ:್|
t:h|i|s|b|e|	ಥ|ಿ|ಶ:್|ಬ|ೆ|
t:h|o|b:a|l|	ಥ|ೋ|ಬ|ಲ:್|
t:h|o|m:a|s|	ಥ|ಾ|ಮ|ಸ:್|
e|d|i|s:o|n|	ಎ|ಡ|ಿ|ಸ|ನ:್|
h|a|r|d|y|	ಹ|ಾ|ರ:್|ಡ|ಿ|
p|a|i|n|e|	ಪ|ೆ|ಯ:್|ನ|ಿ|
t:h|o|r|i|n|g|t:o|n|	ತ|ೊ|ರ|ಿ|ಂ|ಗ:್|ಟ|ನ:್|
t:h|r|a|c|i|a|n|	ತ|ರ|ಾ|ಸ|ಿ|ಯ|ನ:್|
t:h|u|m|a|m:a|h|	ಥ|ು|ಮ|ಾ|ಮ|ಾ|
t:h|u:n|d:e|r:e|r|	ಥ|ಂ|ಡ|ರ|ರ:್|
t:h|u|r:a|y|y:a|	ಥ|ು|ರ|ಯ:್|ಯ|
t:h|u:r|i|n|g:e|n|	ಥ|ರ|ಿ|ಂ|ಗ|ನ:್|
t:h|u|r|n|w|a|l|d|	ತ|ು|ರ:್|ನ:್|‌:ವ|ಾ|ಲ:್|ಡ:್|
t:h|y|r|a|	ಥ|ಾ:ಯ|ರ|ಾ|
t:h|y|s:s|e|n|k|r|u:p|p|	ಥ|ೈ|ಸ|ೆ|ನ:್|‌:ಕ|್:ರ|ು|ಪ:್|
t|i|a|n|a|	ಟ|ಿ|ಯ:ಾ|ನ|ಾ|
t|i|a|r|a|	ಟ|ಿ|ಯ:ಾ|ರ|ಾ|
t|i:c|k|n:e|r|	ಟ|ಿ|ಕ:್|ನ|ರ:್|
t|i|c|t|o|r|i|a|	ಟ|ಿ|ಕ:್|ಟ|ೋ|ರ|ಿ|ಯ:ಾ|
t|i|e|r|n|e:y|	ಟ|ಿ|ಯ|ರ:್|ನ|ಿ|
t|i|l|d|e|n|	ಟ|ಿ|ಲ:್|ಡ|ೆ|ನ:್|
t|i|l|o|t|t:a|m:a|	ತ|ಿ|ಲ|ೋ|ತ:್|ತ|ಮ|
t|i|l|w|a|n|k:a|r|	ತ|ಿ|ಲ:್|ವ|ಾ|ಂ|ಕ|ರ:್|
t|i|m|	ಟ|ಿ|ಮ:್|
c|a|r|y|	ಕ|ೆ|ರ|ಿ|
m:a|y|	ಮ|ೇ|
z|o|e:h|r:e|r|	ಜ|ೋ|ಹ|ರ|ರ:್|
t|i|m|e|	ಟ|ೈ|ಮ|್|
w|a|r|n:e|r|	ವ|ಾ|ರ:್|ನ|ರ:್|
m:u|l|t|i|m|e|d|i|a|	ಮ|ಲ:್|ಟ|ಿ|ಮ|ೀ|ಡ|ಿ|ಯ|
t|i|m|i|l|a|	ತ|ಿ|ಮ|ಿ|ಲ|ಾ|
t|i|m|k|e|n|	ಟ|ಿ|ಮ:್|‌:ಕ|ಿ|ನ:್|
t|i|m|o|t:h|y|	ತ|ಿ|ಮ|ೋ|ತ|ಿ|
l|e:a|r|y|	ಲ|ೀ|ರ|ಿ|
t|i|n|a|	ಟ|ೀ|ನ|ಾ|
t|i|n:a|s:h|e|	ತ|ಿ|ನ|ಶ|ೆ|
p:a|n|y:a|n|g|a|r|a|	ಪ|ನ:್|ಯ|ಂ|ಗ|ಾ|ರ|ಾ|
t|i|n|o|	ಟ|ಿ|ನ|ೊ|
b|e|s|t|	ಬ|ೆ|ಸ:್|ಟ:್|
t|i|p|l|e|	ಟ|ಿ|ಪ:್|ಲ|್|
t|i|r|u|c:h|e|r:a|i|	ತ|ಿ|ರ|ು|ಚ|ೆ|ರ|ೈ|
t|i|r|u:k|k:a|n|n|a|n|k|u|d|i|	ತ|ಿ|ರ|ು|ಕ|ನ:್|ನ|ಾ|ಂ|ಕ|ು|ಡ|ಿ|
t|i|r|u|k|k|o|t|t|i|y|u|r|	ತ|ಿ|ರ|ು|ಕ:್|ಕ|ೊ|ಟ:್|ಟ|ಿ|ಯ|ೂ|ರ:್|
t|i|r|u|p:a|t|i|s|a|r:a|m|	ತ|ಿ|ರ|ು|ಪ|ತ|ಿ|ಸ|ಾ|ರ|ಂ|
t|i|r|u|v:a|n:a|n|t|p|u|r:a|m|	ತ|ಿ|ರ|ು|ವ|ನ|ಂ|ತ|ಪ|ು|ರ|ಂ|
t|i|r|u|v:a|t|t|a|r|	ತ|ಿ|ರ|ು|ವ|ತ:್|ತ|ಾ|ರ:್|
t|i|s|t|a|	ತ|ೀ|ಸ:್|ತ|ಾ|
t|i|t|a|n|	ಟ|ೈ|ಟ|ಾ|ನ:್|
t|i|t|a|n|i|u|m|	ಟ|ಿ|ಟ|ಾ|ನ|ಿ|ಯ|ಂ|
t|i|t|u|s|	ಟ|ಿ|ಟ|ೂ|ಸ:್|
t|o|'|e|r|e|	ಟ|ಾ|ಯ|್|ರ|ಿ|
t|o|b|o:g|g:a|n|	ಟ|ೋ|ಬ|ೋ|ಗ|ನ:್|
t|o|e|a|	ಟ|ೋ|ಯ|್|
t|o|f|k:h|a|n|e|	ತ|ೋ|ಫ|ಖ|ಾ|ನ|ೆ|
t|o|h|a|n|a|	ಟ|ೆ|ಹ|ಾ|ಣ|ಾ|
t|o:h|f|a|	ತ|ೋ|ಫ|ಾ|
t|o|h|o|k|u|	ತ|ೊ|ಹ|ೊ|ಕ|ು|
e|l|e|c|t|i|r|c|	ಎ|ಲ|ೆ|ಕ:್|ಟ|್|ರ:ಿ|ಕ:್|
t|o|k|a|n|t|i|n|s|	ಟ|ೋ|ಕ|ಾ|ಂ|ಟ|ಿ|ನ:್|ಸ:್|
t|o|m|	ಟ|ಾ|ಮ:್|
h|a|n|k|s|	ಹ:್|ಯ:ಾ|ಂ|ಕ:್|ಸ:್|
t|o|m:a|r|	ತ|ೋ|ಮ|ರ:್|
t|o|m:m|y|	ಟ|ಾ|ಮ|ೀ|
t|o|n|g:a|n|o|x|i|e|	ಟ|ೋ|ಂ|ಗ|ನ|ೋ|ಕ:್|ಸ|ಿ|
t|o|n|i|	ಟ|ೋ|ನ|ಿ|
t|o|n|y|	ಟ|ೋ|ನ|ಿ|
g|r|e:i|g|	ಗ:್|ರ|ೆ|ಗ:್|
t|o|n|y:a|	ಟ|ೋ|ನ:್|ಯ|
t|o:o|b:a|	ತ|ೂ|ಬ|
t|o:o|r|	ತ|ೂ|ರ:್|
t|o|r:a|n|	ತ|ೋ|ರ|ನ:್|
t|o|r:r|a|n|c|e|	ಟ|ೋ|ರ|ೆ|ನ:್|ಸ|್|
t:o|r|r|e|n|t|	ಟ|ಾ|ರ|ೆ|ನ:್|ಟ:್|
t|o|s:h|i|b|a|	ತ|ೋ|ಶ|ಿ|ಬ|ಾ|
t|o|t:a|l|	ಟ|ೋ|ಟ|ಲ:್|
t:o|u|b|r|o|	ಟ|ೂ|ಬ:್|ರ|ೊ|
i|n|f|o|t|e|c|h|	ಇ|ನ:್|ಫ|ೋ|ಟ|ೆ|ಕ|್|
t:o|u|l|o:u|s|e|	ಟ|ೂ|ಲ|ೌ|ಸ|್|
b|l|a|g|n|a|c|	ಬ:್|ಲ|ಾ|ಗ:್|ನ|ಾ|ಕ:್|
t:o|u|r|v|i|l:l|e|	ಟ|ೋ|ರ:್|ವ|ಿ|ಲ|ೆ|
t|h|r|e:e|	ತ|್|ರ|ೀ|
t|o|y|o|t|a|	ಟ|ೊ|ಯ|ೊ|ಟ|ಾ|
t|r|a|c|i|	ಟ:್|ರ|ೇ|ಸ|ಿ|
t|r|a|c|k|	ಟ:್|ರ:್|ಯ|ಾ|ಕ:್|
t|r:a|f|a|l|g:a|r|	ಟ:್|ರ|ಫ|ಾ|ಲ:್|ಗ|ರ:್|
t|r:a|i|n|	ಟ:್|ರ|ೇ|ನ:್|
d:a|c|o|i|t|y|	ಡ|ಕ|ಾ|ಯ:್|ತ|ಿ|
t|r|a|n|s|v|e|r:s|e|	ಟ:್|ರ|ಾ|ನ:್|ಸ:್|‌:ವ|ರ:್|ಸ|್|
t|r|e|m|a|i|n|	ಟ:್|ರ|ೆ|ಮ|ಿ|ಯ|ನ:್|
t|r|e|n|d|	ಟ:್|ರ|ೆ|ಂ|ಡ:್|
m|i|c|r|o|	ಮ|ೈ|ಕ:್|ರ|ೋ|
i|n|c|o|r|p|o|r|a|t|e|d|	ಇ|ನ:್|ಕ|ಾ|ರ:್|ಪ|ೊ|ರ|ೇ|ಟ|ೆ|ಡ:್|
t|r|e|s|	ಟ:್|ರ|ೆ|ಸ:್|
t|r|e|t:h|e:w|e:y|	ಟ:್|ರ|ೆ|ಥ|ವ|ೆ|
t|r|e|v|a|	ಟ:್|ರ|ೆ|ವ|ಾ|
t|r|e|v:o|r|	ಟ:್|ರ|ೆ|ವ|ರ:್|
j|e|s|t|y|	ಜ|ೆ|ಸ:್|ಟ|ಿ|
l:a|u:g|h:l|i|n|	ಲ|ಾ|ಫ|ಿ|ನ:್|
m|a|d|o|n|d|o|	ಮ|ರ:್|ಡ|ೊ|ಂ|ಡ|ೊ|
t|r|i|b:h|w:a|n|	ತ:್|ರ|ಿ|ಭ|ವ|ಣ:್|
t|r|i|d|e|v|	ತ:್|ರ|ಿ|ದ|ೇ|ವ:್|
t|r|i:e|s|t|e|	ಟ:್|ರ|ಿ|ಸ:್|ಟ|ೆ|
t|r|i|g|u|n:a|	ತ:್|ರ|ಿ|ಗ|ು|ಣ|
t|r|i|k|a|y:a|	ತ:್|ರ|ಿ|ಕ|ಾ|ಯ|
t|r|i|l|o|c|h:a|n|	ತ:್|ರ|ಿ|ಲ|ೋ|ಕ|ಚ|ನ:್|
t|r|i|l|o|c:h|a:n|a|	ತ:್|ರ|ಿ|ಲ|ೋ|ಚ|ನ|ಾ|
t|r|i|l|o|k|	ತ:್|ರ|ಿ|ಲ|ೋ|ಕ|
t|r|i|m|b:a|k|e|s|h|w:a|r|	ತ:್|ರ|ಿ|ಂ|ಬ|ಕ|ೇ|ಶ|್|ಕ|ರ:್|
t|r|i|n|i|t|y|	ಟ:್|ರ|ಿ|ನ|ಿ|ಟ|ಿ|
t|r|i|n|t|e|c|h|	ಟ:್|ರ|ಿ|ನ:್|ಟ|ೆ|ಕ|್|
t|r|i|p|u|r:a|	ತ:್|ರ|ಿ|ಪ|ು|ರ|
t|r|i|p|u|r|a|r|i|	ತ:್|ರ|ಿ|ಪ|ು|ರ|ಾ|ರ|ಿ|
t|r|i|s:h|a|g|n|i|	ತ:್|ರ|ಿ|ಶ|ಾ|ಗ:್|ನ|ಿ|
t|r:i|s|h|n|a|	ತ|ೃ|ಷ|್|ಣ|ಾ|
t|r|i|s|t|a|	ತ:್|ರ|ಿ|ಸ:್|ತ|ಾ|
t|r|i|s|t:a|n|	ಟ:್|ರ|ಿ|ಸ:್|ಟ|ನ:್|
t|r|i|s|t:a|n|a|	ತ:್|ರ|ಿ|ಸ:್|ತ|ನ|ಾ|
t|r|i|u:m|ph|	ಟ:್|ರ|ಿ|ಂ|ಪ:್|
t|r|i|v|e|n|i|	ತ:್|ರ|ಿ|ವ|ೇ|ಣ|ಿ|
t|r|i|y:a|m|a|	ತ:್|ರ|ಿ|ಯ|ಂ:ಬ|ಾ|
t|r|o|p|o|s|ph|e|r|e|	ಟ:್|ರ|ೋ|ಪ|ೋ|ಸ:್|ಫ:ಿ|ಯ|ರ|್|
t|r|o|y|	ಟ:್|ರ|ೋ|ಯ:್|
t|r|u|c:k|i|n|	ಟ:್|ರ|ು|ಕ|ಿ|ನ:್|
t|r|u|d|e|	ಟ:್|ರ|ೂ|ಡ|್|
t|r|u|d|y|	ಟ:್|ರ|ು|ಡ|ಿ|
t|r:u|m|b|l|e|	ಟ:್|ರ|ಂ|ಬ|ಲ|್|
t|r:u|p|t|i|	ತ|ೃ|ಪ:್|ತ|ೀ|
t:s|a|v|o|	ಸ|ಾ|ವ|ೋ|
w|e|s|t|	ವ|ೆ|ಸ:್|ಟ:್|
t|s|i|n|g|	ತ:್|ಸ|ಿ|ಂ|ಗ:್|
m|a|	ಮ|ಾ|
t:s|i|t|s|i|k:a|m|m:a|	ಸ|ಿ|ಟ:್|ಸ|ಿ|ಕ|ಮ:್|ಮ|
t|u|b|e|	ಟ:್|ಯ:ೂ|ಬ|್|
i|n|v|e|s|t|m|e|n|t|	ಇ|ನ:್|‌:ವ|ೆ|ಸ:್|ಟ:್|‌:ಮ|ೆ|ಂ|ಟ:್|
t|u|h|i|n|a|	ತ|ು|ಹ|ಿ|ನ|ಾ|
t|u|k|o|j|e:e|r:a|a|v|	ತ|ು|ಕ|ೋ|ಜ|ಿ|ರ|ಾ|ವ:್|
t|u|l|a|	ಟ|ು|ಲ|ಾ|
t|u|l|i|k|a|	ತ|ು|ಲ|ಿ|ಕ|ಾ|
t|u|l|s|a|	ಟ|ು|ಲ:್|ಸ|ಾ|
t|u|l|u|m|	ಟ|ು|ಲ|ು|ಮ:್|
t|u|m|h|a|r|e|	ತ|ು|ಮ:್|ಹ|ಾ|ರ|ೆ|
t|u|m|u|c|u|m|a|q|u|e|	ತ|ು|ಮ|ು|ಕ|ು|ಮ|ಾ|ಕ:್|ಯ|ು|
t|u|n|g:a|a|r|e|	ತ|ು|ಂ|ಗ|ಾ|ರ|ೆ|
t|u|n|g|e|s|h|	ತ|ು|ಂ|ಗ|ೇ|ಶ|್|
t|r|o|t|	ಟ:್|ರ|ಾ|ಟ:್|
t:u|r|k|o|	ಟ|ರ:್|ಕ|ೊ|
v|e|n|e|t|i|a|n|	ವ|ೆ|ನ|ೆ|ಟ|ಿ|ಯ|ನ:್|
t:u|r|l|e:y|	ಟ|ರ:್|ಲ|ೆ|
t|u|s:h|a:a|r|	ತ|ು|ಷ|ಾ|ರ:್|
t|u|s:h|a|r|	ತ|ು|ಷ|ಾ|ರ|
t|u|s:h|a|r|k:a|n|a|	ತ|ು|ಷ|ಾ|ರ|ಕ|ನ|ಾ|
f|i|n|a|n|c|e|	ಫ|ೈ|ನ|ಾ|ನ:್|ಸ|್|
t|w|y|l|a|	ಟ:್|ವ|ೈ|ಲ|ಾ|
t|y|a|g:a|r|a|j:a|	ತ:್|ಯ|ಾ|ಗ|ರ|ಾ|ಜ|
t|y|a|g:a|r:a|j|a:r|	ತ:್|ಯ|ಾ|ಗ|ರ|ಾ|ಜ|
t|y|c|o|	ಟ|ೈ|ಕ|ೋ|
t|y|g:e|r|	ಟ|ೈ|ಗ|ರ:್|
