a:a|	ஆ|
q|a|s|o:o|m:a|h|	க|ா|ச|ூ|ம|ா|
q:a|t|l|	க|த:்|ல:்|
q:a|y|a|m:a|t|	க|ய|ா|ம|த:்|
q|a|y|s|	க|ே|ய:்|ஸ:்|
q:a|y|s:a|r|	க|ே|ஸ|ர:்|
q|i|a|g|e|n|	க|ி|ய:ா|ஜ|ெ|ன:்|
q|i|s|a|f|	க|ி|ச|ா:ஃ|ப:்|
q|s|o|u|n|d|	க:்|ய:ூ|ச|வ:ு|ண:்|ட:்|
q|u|a|d|e|	க|ு|வ:ே|த|்|
q|u|a|s|i|	க|ு|வ:ா|ஸ|ி|
q|u|e|e|n|	க|ு|ய|ி|ன:்|
c|l|e|o|p:a|t|r|a|	க:ி|ள|ி|ய:ோ|ப|ட:்|ர|ா|
i|	I|
q|u|e|e|n|i:e|	க|ு|ய|ி|ன|ி|
q|u|e|e|n|s|	க|ு|ய|ி|ன:்|ஸ:்|
c:o|u|n|t|y|	க|வ:ு|ன:்|ட|ி|
q|u|e|n|t|i|n|	க|ு|ய:ி|ன:்|ட|ி|ன:்|
q|u|e|s|t|a|	க|ு|வ:ெ|ஸ:்|ட|ா|
q|u|i|a:n|a|	க|ு:வ|ே|ன|ா|
q|u|i|c|k|s|t|e|p|	க|ு|ய:ி|க|்|ஸ:்|ட|ெ|ப:்|
q:u|i|n|t|i|n|	க|ு|ன:்|ட|ி|ன:்|
q|u|i|t|a|i|p|l|a|s|	க:்|வ|ி|ட|ா|ய:்|ப:்|ல|ா|ஸ:்|
q|u|i|t|o|	க|ு|ய:ி|ட:்|ட:ோ|
q|u|r:a|y|b|a|h|	க|ு|ர|ே|ப|ா|ஹ:்|
q|u|r|b|a|n|i|	க|ு|ர:்|ப|ா|ன|ி|
q|u|t|a|y|y|a:h|	க|ு|ட|ா|ய:்|ல|ா|
q|u|t|t|i|n|i|r|p:a|a|q|	க|ு|ட:்|ட|ி|ந|ி|ர:்|ப|ா|க:்|
r:a|'|i|d|	ர|ய|ி|த:்|
r:a|a|h|i|	ர|ா|ஹ|ி|
r:a|a|j:a|k|u|m:a|a|r|e:e|	ர|ா|ஜ|க|ு|ம|ா|ர|ீ|
r:a|a|j:a|l|a|k:s|h|m|e:e|	ர|ா|ஜ|ல|க:்|ஷ|்|ம|ி|
r:a|a|j|a|m|a:n|i|	ர|ா|ஜ|ா|ம|ண|ி|
r:a|a|j:a|p:a|a|l|	ர|ா|ஜ|ப|ா|ல:்|
r:a|a|j:a|t:a|r|u|	ர|ா|ஜ|த|ர|ு|
r:a|a|j|i|t|	ர|ா|ஜ|ி|த:்|
r:a|a|j|i|v|	ர|ா|ஜ|ி|வ:்|
r:a|a|j|w|a|d|e|	ர|ா|ஜ:்|வ|ா|த|ே|
r:a|a|j|y:a|l|a|k:s|h|m|e:e|	ர|ா|ஜ:்|ய|ல|க:்|ஷ|்|ம|ி|
r:a|a|m:a|d|e|v|	ர|ா|ம|த|ே|வ:்|
r:a|a|m:a|l:a|a|l|	ர|ா|ம|ல|ா|ல:்|
r:a|a|m:a|n:a|a|t|h|	ர|ா|ம|ந|ா|த|்|
r:a|a|m:a|v|e:e|r|	ர|ா|ம|வ|ீ|ர:்|
r:a|a|m:a|v|i|l:a|a|s|	ர|ா|ம|வ|ி|ல|ா|ஸ:்|
r:a|a|m|e|s|h:v|a|r|	ர|ா|ம|ே|ஷ:்|வ|ர|்|
r:a|a|n|	ர|ா|ன:்|
r:a|a|s:a|v|i|h:a|a|r|e:e|	ர|ா|ஸ|வ|ி|ஹ|ா|ர|ீ|
r:a|a|s:h|i|d|	ர|ா|ஷ|ி|த:்|
a|n|d:h|e|r|e|	அ|ன:்|த|ே|ர|ே|
r:a|a|v:a|n|	ர|ா|வ|ன:்|
r:a|b:a|h|	ர|ப|ஹ:்|
r:a|b|a|t|	ர|ப|ா|த:்|
r:a|b|b|a|n|i|	ர|ப:்|ப|ா|ன|ி|
r:a|b|i:'|	ர|ப|ி|
r:a|b|i|a|h|	ர|ப|ை|ய|ா|
r|a|b|i|n|	ர|ா|ப|ி|ன:்|
r:a|b|i|t|	ர|ப|ி|த:்|
r|a|c|e|	ர|ே|ஸ|்|
r|a|d|c|o|m|	ர|ா|ட|்:க|ா|ம:்|
r|a|d:h|a|	ர|ா|த|ா|
r|a|d|i|o|l:o|g|y|	ர|ே|ட|ி|ய:ா|ல|ஜ|ி|
r|a|d|i|u|m|	ர|ே|ட|ி|ய|ம:்|
r|a|d|o|n|	ர|ே|ட|ா|ன:்|
r|a|d|w|a|r|e|	ர|ா|ட:்|வ|ே|ர|்|
r|a|e|	ர|ே|ய:்|
r|a|e:e|s|z:a|d|a|	ர|ய|ீ|ஸ:்|ச|த|ா|
r:a|f|e|	ர|ஃ:ப|ே|
r:a|f|f:a|e|l:l|o|	ர|ஃ|ப|ே|ல|ோ|
r:a|f|i|q|u|l|	ர|ஃ:ப|்:ப|ி:க|ு|ல:்|
r:a|g:h|a|d|	ர|க|த|்|
r|a|g:h|a:v|e|n|d|r|a|	ர|ா|க|வ|ே|ந:்|த:ி|ர|ா|
r:a|g:h|i|b:a|h|	ர|க|ி|ப|ா|
r:a|g:h|u|	ர|க|ு|
r:a|g:h|u|b|i|r|	ர|க|ு|ப|ி|ர:்|
r:a|g:h|u|k|u|l|	ர|க|ு|க|ு|ல:்|
r:a|g:h|u|n|a|t|h|	ர|க|ு|ந|ா|த|்|
r:a|g:h|u|p|a|t|i|	ர|க|ு|ந|ா|த|்|
r:a|g:h|u|r:a|a|e|e|	ர|க|ு|ர|ா|ய|ி|
r:a|g:h|u|v|e:e|r|	ர|க|ு|வ|ீ|ர:்|
r|a|g|i|	ர|ா|க|ி|
r|a|g|i|n|i|	ர|ா|க|ி|ன|ி|
r:a|h:a|b:a|r|	ர|ஹ|ப|ர:்|
r:a|h:a|t|	ர|ஹ|த:்|
r:a|h|i|l|a|	ர|ஹ|ி|ல|ா|
r:a|h|i|m:a|h|	ர|ஹ|ி|ம|ா|
r:a|h|m:a|t|	ர|ஹ:்|ம|த:்|
r:a|h|o|l|e|	ர|ஹ|ோ|ல|ே|
r:a|h|u|l|	ர|ா|க:ு|ல:்|
d|r|a|v|i|d|	ட:ி|ர|ா|வ|ி|ட:்|
r|a|i|	ர|ா|ய:்|
r:a|i|c:h|u|r|	ர|ை|ச|ூ|ர:்|
r:a|i|d:a|h|	ர|ய:்|த|ா|
r:a|i|g|a|d|	ர|ை|க|ா|த:்|
r:a|i|g|a|r|h|	ர|ை|க|ா|ர|்|
r|a|i|k|o|t|i|	ர|ா|ஜ:்|க|ோ|ட|ி|
r|a|i|n|	ர|ெ:ய|ி|ன:்|
c|a|l|c|i|n:i|n|g|	க|ா|ல:ி|ச|ி|ன|ி|ங:்|
r:a|i|n:e|r|	ர|ய:்|ன|ர:்|
r:a|i|p|u|r|	ர|ை|ப|ூ|ர:்|
r:a|i|s|a|	ர|ெ:ய|்:ச|ா|
g|o|r|b|a|c:h|e|v|	க|ா|ர:்|ப|ச:்|ச|ே|வ:்|
r|a|i|s|e|n|i|	ர|ா|ய:்|ச|ே|ன|ி|
r|a|i|t|	ர|ய|ி|த:்|
r|a|j|	ர|ா|ஜ:்|
r:a|m:a|n|i|	ர|ம|ன|ி|
r|a|d:h|i|k|a|	ர|ா|த|ி|க|ா|
p:a|s|i|n|a|	ப|ஸ|ி|ன|ா|
r|a|j:a|m|	ர|ா|ஜ|ம:்|
r:a|j:a|n|	ர|ஜ|ன:்|
r:a|j:a|n|e:e|	ர|ஜ|ன|ீ|
h:a|a|s:a|a|	ஹ|ா|ஸ|ா|
r:a|j:a|n|i|	ர|ஜ|ன|ி|
r:a|j:a|n|i|g:a|n|d:h|a|	ர|ஜ|ன|ி|க|ந:்|த|ா|
r|a|j:a|s|t:h|a|n|	ர|ா|ஜ|ஸ:்|த|ா|ன:்|
r:a|j:a|t|a|	ர|ஜ|த|ா|
r:a|j:a|t:a|a|b|h|	ர|ஜ|த|ா|ப|்|
r:a|j:a|t|i|m|	ர|ஜ|த|ி|ம:்|
r|a|j|e|n|d|r:a|	ர|ா|ஜ|ே|ந:்|த:ி|ர|
b:h|a:t|n|a|g:a|r|	ப|ட|்:ன|ா|க|ர:்|
r|a|j|e|s|h|w:a|r|	ர|ா|ஜ|ே|ஷ|்|வ|ர:்|
r|a|j|e|s|h:w|a:r|i|	ர|ா|ஜ|ே|ஷ:்|வ|ர|ி|
r|a|j|g|a|d|	ர|ா|ஜ:்|க|ா|த:்|
r|a|j|g|e:e|r|	ர|ா|ஜ:்|க|ீ|ர:்|
r|a|j|i|v|	ர|ா|ஜ|ி|வ:்|
r|a|j|k|o|t|	ர|ா|ஜ:்|க|ோ|ட:்|
r|a|j|k|u|m|a|r|	ர|ா|ஜ:்|க|ு|ம|ா|ர:்|
r|a|j|k|u|m|a|r|i|	ர|ா|ஜ|க|ு|ம|ா|ர|ி|
r:a|j|n|e:e|s|h|	ர|ஜ:்|ன|ீ|ஷ|்|
r|a|j:o|u|r|i|	ர|ா|ஜ|வ:ு|ர|ி|
r|a|j|p|u|t|	ர|ா|ஜ:்|ப|ு|ட:்|
r|a|j|u|	ர|ா|ஜ|ு|
r:a|k|e:e|b|	ர|க|ீ|ப:்|
r|a|k|e|s|h|	ர|ா|க|ே|ஷ|்|
r|a|k|h|	ர|ா|க|்|
r:a|k:h|a|d|	ர|க|த|்|
r:a|k:h|d|a|	ர|க|த|ா|
r:a|k|h|d|i|a|n|	ர|க|்|த|ி|ய|ன:்|
r|a|k|h|i|	ர|ா|க|்|க:ி|
r:a|k|h|s:h|a|n|	ர|க|்|ஷ|ா|ன:்|
r|a|l|e|i|g|h|	ர|ா|ல|ெ|ய:்|க|்|
r:a|l|l|i|s|	ர|ே|ல|ி|ஸ:்|
r|a|l|ph|	ர|ா|ல:்|ப:்|
r|a|m|	ர|ா|ம:்|
s:h|y|a|m|	ஷ|ி|ய:ா|ம:்|
j:a|n|m|a|	ஜ|ன:்|ம|ா|
l|a|k:h|a|n|	ல|க:்|க|ா|ன:்|
r|a|j|y|a|	ர|ா|ஜ:்|ய|ா|
l|i|n|g|e|s|h|w:a|r:a|	ல|ி|ங:்|க|ே|ஷ|்|வ|ர|
n|e|w|s|p|r|i|n|t|	ந|ி|ய:ூ|ஸ:்|ப:்|ர|ி|ண:்|ட:்|
o|	ஓ|
r:a|m:a|a:k|a:a|n|t|	ர|ம|ா|க|ந:்|த:்|
r:a|m:a|d:a|n|	ர|ம|த|ன:்|
r:a|m|a|k|a|n|t|	ர|ம|ா|க|ா|ந:்|த:்|
r|a|m:a|n|	ர|ா|ம|ன:்|
r:a|m|a|n:a|d:h|i|	ர|ம|ா|ந|த|ி|
r:a|m:a|n|e:e|k|	ர|ம|ன|ீ|க:்|
r|a|m|a|p|o|	ர|ா|ம|ா|ப|ோ|
r|a|m:a|p|p|a|	ர|ா|ம|ப:்|ப|ா|
r|a|m:a|s:h|r|a|y|	ர|ா|ம|ஷ|்:ர|ா|ய:்|
r|a|m|a|y:a|n|a|	ர|ா|ம|ா|ய|ன|ா|
r:a|m|b:h|a|	ர|ம:்|ப|ா|
r|a|m|c:h|a|n|d|r|	ர|ா|ம|்|ச|ந:்|த|ர:்|
r|a|m|c|o|	ர|ா|ம|்:க|ோ|
s|y|s|t:e|m|	ச|ி|ஸ:்|ட|ம:்|
r|a|m|d|o:o|t|	ர|ா|ம:்|த|ூ|த:்|
r:a|m|e|s|h|	ர|ம|ே|ஷ|்|
p|o|w|a|r|	ப|ோ|வ|ா|ர:்|
r|a|m|g|a|d|i|a|	ர|ா|ம:்|க|ா|த|ி|ய:ா|
r|a|m|i|	ர|ா|ம|ி|
d:h|o|b:a|n|	த|ோ|ப|ன:்|
r:a|m|i|n|d:e|r|	ர|ம|ி|ந:்|த|ர:்|
r:a|m|i|s|h|	ர|ம|ி|ஷ|்|
r:a|m|i|z|	ர|ம|ி|ஸ:்|
r|a|m|j|e:e|t|	ர|ா|ம:்|ஜ|ீ|த:்|
r|a|m|k|i|s:h|o|r|e|	ர|ா|ம:்|க|ி|ஷ|ோ|ர|்|
r|a|m|k|r:i|s|h|n|a|	ர|ா|ம|க:ி|ர|ு:ஷ|்|ண|ா|
r|a|m|k|u|m|a|r|	ர|ா|ம:்|க|ு|ம|ா|ர:்|
r|a|m|n:a|r|e|s|h|	ர|ா|ம:்|ந|ர|ே|ஷ|்|
s:a|r|w|a|n|	ச|ர:்|வ|ா|ண:்|
r:a|m|o|n|	ர|ம|ோ|ன:்|
r:a|m|o|n|a|	ர|ம|ோ|ன|ா|
r|a|m|p|r:a|s|a|d|	ர|ா|ம:்|ப:ி|ர|ச|ா|த:்|
r|a|m|p|u|r|	ர|ா|ம:்|ப|ூ|ர:்|
r|a|m|r:a|t:a|n|	ர|ா|ம:்|ர|த|ன:்|
r|a|m|s|w:a|r|o:o|p|	ர|ா|ம|ஸ:்|வ|ர|ூ|ப:்|
r|a|m|u|	ர|ா|ம|ு|
r|a|n|	ர|ா|ன:்|
r:a|n:a|d|e|	ர|ன|ட|ே|
r:a|n:a|d|u|r|g:a|a|	ர|ன|த|ு|ர:்|க|ா|
r:a|n:a|v|e:e|r|	ர|ன|வ|ீ|ர:்|
r|a|n|b|a|x|y|	ர|ே|ன:்|ப|ே|க:்|ஸ:ி|
r|a|n|c:h|i|	ர|ா|ன:்|ச|ி|
r:a|n|d:a|l|	ர|ந:்|த|ல:்|
r|a|n|d:h|a|w|a|	ர|ா|ந:்|த|்|வ|ா|
r:a|n|d:h|i|r|	ர|ந:்|த|ி|ர:்|
r|a|n|d|i|l|y|n|	ர|ா|ண:்|ட|ி|ல:்|ய|ன:்|
r|a|n|d|o|l|ph|	ர|ா|ண:்|ட|ோ|ல:்|ப:்|
r|a|n|d|y|	ர|ா|ண:்|ட|ி|
r|a|n|e|	ர|ா|ன|ே|
b|r|a|k|e|	ப:்|ர|ே|க|்|
r:a|n|e|s|h|	ர|ன|ே|ஷ|்|
r:a|n|g|e:e|l|a|	ர|ங:்|க|ீ|ல|ா|
r:a|n|g|e:e|n|	ர|ங:்|க|ீ|ன:்|
r:a|n|g|i|l|a|	ர|ங:்|க|ி|ல|ா|
r:a|n|g|i|l|e|	ர|ங:்|க|ி|ல|ே|
r:a|n|g|l|e|	ர|ங:்|க:ி|ல|்|
r:a|n|g|n|a|t|h|	ர|ங:்|க|ந|ா|த|்|
r:a|n|g|n|a|t:h|a|r|	ர|ங:்|க|ந|ா|த|ர|்|
r:a|n|g|o:o|n|	ர|ங:்|க|ூ|ன:்|
j|a|n|i|	ஜ|ா|ன|ி|
r:a|n|i|t|a|	ர|ன|ி|த|ா|
r:a|n|j:a|n|e:e|	ர|ஞ:்|ச|ன|ீ|
r:a|n|j|e:e|t|	ர|ஞ:்|ச|ி|த:்|
r:a|n|j:i|n|i|	ர|ஞ:்|ச|ன|ி|
r:a|n|j|i|t|h|	ர|ஞ:்|ச|ி|த|்|
m:a|d|u|r:a|s|i|n|g:h|e|	ம|த|ு|ர|ச|ி|ங:்|க|ே|
r:a|p|t|i|	ர|ப:்|த|ி|
r:a|p|u|g:h|a|n|	ர|ப|ு|க|ன|்|
r:a|s|e|s|h|	ர|ஸ|ெ|ஷ|்|
l|a|t|i|f|	ல|த:்|த|ீ:ஃ|ப:்|
r:a|s:h|i|d|a|	ர|ஷ|ி|த|ா|
r:a|s|i|k|	ர|ச|ி|க:ா|
r:a|s|i|k|a|	ர|ச|ி|க|ா|
r|a|s|t|e|	ர|ா|ஸ:்|த|ே|
r|i|s:h|t|e|	ர|ி|ஷ|்:ட|ே|
r:a|t|n|a|	ர|த:்|ன|ா|
l|u|t|a|r|i|	ல|ு|த|ா|ர|ி|
r:a|t|n:a|b|a|l|a|	ர|த:்|ன|ப|ா|ல|ா|
r:a|t|n:a|b|a|l|i|	ர|த:்|ன|ப|ா|ல|ி|
r:a|t|n:a|b|h|	ர|த:்|ன|ப|்|
r:a|t|n:a|k:a|r|	ர|த:்|ன|க|ர:்|
r:a|t|n|a|p:a|r|k:h|i|	ர|த:்|ன|ா|ப|ர:்|க|ி|
r:a|t|o|w|a|l|	ர|த|ோ|வ|ா|ல:்|
r:a|t|u|l|	ர|த|ு|ல:்|
r:a|v|e|n|	ர|வ|ே|ன:்|
r:a|v|i|	ர|வ|ி|
s:h|a|s|t|r|i|	ஷ|ா|ஸ:்|த:்|ர|ி|
r:a|v|i|k|i|r:a|n|	ர|வ|ி|க|ி|ர|ண:்|
r:a|v|i|n|d|r|	ர|வ|ி|ந:்|த|ர:்|
r:a|v|i|n|d|r|a|	ர|வ|ி|ந:்|த:ி|ர|ா|
r:a|v|i|p|r:a|b:h|a|	ர|வ|ி|ப:ி|ர|ப|ா|
r:a|v|i|v:a|n|s:h|e:e|	ர|வ|ி|வ|ன:்|ஷ|ீ|
r:a|w:a|a|l|	ர|வ|ா|ல:்|
r:a|w:a|h|a|h|	ர|வ|ஹ|ா|ஹ:்|
r:a|y|	ர|ே|
b|r:i|g:h|t|	ப:ி|ர|ை|ட:்|
i|l|l:i|n|g|w:o|r|t|h|	இ|ல:்|ல|ி|ங:்|வ|ர:்|த|்|
p|r|i|c|e|	ப:்|ர|ை|ஸ|்|
r:a|y|b|a|n|	ர|ே|ப|ே|ன:்|
r:a|y|y:a|n|	ர|ய:்|ய|ன:்|
r|a|z|i|a|	ர|ா|ஸ|ி|ய:ா|
p|o|r|t|o|g|a|l:l|o|	ப|ோ|ர:்|ட|ோ|க|ா|ல|ோ|
s|i|g|n:a|l|	ச|ி|க:்|ன|ல:்|
r|e|d|d|y|s|	ர|ெ|ட:்|ட|ி|ஸ:்|
r|e|d|p|a|t|h|	ர|ெ|ட:்|ப|ா|த|்|
r|e:e|c|e|	ர|ீ|ஸ|்|
r|e:e|d|s|p|o|r|t|	ர|ீ|ட:்|ஸ:்|ப|ோ|ர:்|ட:்|
r|e:e|n|	ர|ீ|ன:்|
r|e:e|v|e|s|	ர|ீ|வ|்|ஸ:்|
r|e|f|u|g|e:e|	ர|ெ|ஃ:ப|்:ய|ூ:ஜ|ீ|
r|e|g:h|e|	ர|ெ|க|ே|
r|e|g|i|n|a|	ர|ெ|ஜ|ி|ன|ா|
e|l|e|n|a|	இ|ல|ெ|ன|ா|
m|a|r|g:h|e|r|i|t|a|	ம|ா|ர:்|க|ெ|ர|ி|ட|ா|
r|e|g|i|n|a|l|d|	ர|ெ|ஜ|ி|ன|ா|ல:்|ட:்|
r|e|g|i|s|	ர|ெ|ஜ|ி|ஸ:்|
r|e|h|a|n|a|	ர|ெ|ஹ|ா|ன|ா|
r|e|k:h|a:a|	ர|ே|க|ா|
r|e|l|f|	ர|ெ|ல:ஃ|ப:்|
r|e|l|i|a|n|c|e|	ர|ி|ல|ை|ய|ன:்|ஸ|்|
r|e|n:a|t|a|	ர|ெ|ன|த|ா|
r|e|n:a|u|l|t|	ர|ி|ன|ா|ல:்|ட:்|
r|e|n|d:o|r|	ர|ெ|ன:்|ட|ர:்|
r|e|n|e|	ர|ெ|ன|ெ|
l|e|v:a|s:s|e|u|r|	ல|ே|வ|ஸ|ி|ய|ர:்|
r|e|n|e:e|	ர|ெ|ன|ீ|
z|e|l|l|w|e|g:e|r|	ஸ|ெ|ல|்|வ|ே|க|ர:்|
r|e|n|g|u|z|a|r|	ர|ெ|ங:்|க|ு|ஸ|ா|ர:்|
r|e|n|o|	ர|ே|ன|ோ|
r|e|n|u|	ர|ே|ண|ு|
r|e|n|u|k|a|	ர|ே|ண|ு|க|ா|
r|e|n|v|i|l|l|e|	ர|ெ|ன:்|வ|ி|ல:்|ல|ெ|
r|e|o|n|	ர|ி|ய:ோ|ன:்|
r|e|p|o|r|t|e|r|	ர|ி|ப:்|ப:ோ|ர:்|ட:்|ட|ர:்|
r|e|p|r|i|s:a|l|	ர|ி|ப:ி|ர|ை|ச|ல:்|
r|e|p:u|b|l|i|c|	ர|ி|ப|ப:்|ள|ி|க:்|
r|e|p|u|b|l|i|q:u|e|	ர|ி|ப|்:ப|ப:்|ள|ி|க|்|
r|e|q|u|i|n|	ர|ி|க|ு|ய:ி|ன:்|
r|e|q|u|i|n|t|o|	ர|ே|க:்|வ|ி|ண:்|ட|ோ|
r|e|s:e|a:r|c|h|	ர|ி|ச|ர|்:ச|்|
m|o|t:i|o|n|	ம|ோ|ஷ|ன|்|
r|e|s:h|a|m|	ர|ே|ஷ|ா|ம:்|
r|e|s:h|m|a|	ர|ே|ஷ|்:ம|ா|
r|e|s:h|m|i|	ர|ே|ஷ|்:ம|ி|
r|u|m|a|l|	ர|ு|ம|ா|ல:்|
r|e|s|t|o|r|a|t:i|o|n|	ர|ெ|ஸ:்|ட|ோ|ர|ே|ஷ|ன|்|
r|e|s:u|r:r|e|c|t:i|o|n|	ர|ி|ச|ர|க|்|ஷ|ன|்|
r|e|t|	ர|ே|த:்|
r|e|t|a|l|i|x|	ர|ி|ட:்|ட:ா|ல:ி|க:்|ஸ:்|
r|e|v|o|l|t|	ர|ி|வ|ோ|ல:்|ட:்|
v|e|n|d|e:e|	வ|ெ|ன:்|ட|ீ|
r|e|w|a|	ர|ீ|வ|ா|
r|e|x|	ர:ெ|க:்|ஸ:்|
r|e|x|a|m|	ர|ெ|க:்|ஸ:ா|ம:்|
r|e:y|n|o|l|d|s|	ர|ே|ன|ா|ல:்|ட:்|ஸ:்|
r:h|e|i|n|l|a|n|d|	ர|ே|ய:்|ன:்|ல|ா|ண:்|ட:்|
r:h|e|n|i|u|m|	ர|ே|ன|ி|ய|ம:்|
r:h|i:a|n|n:o|n|	ர|ய|ன:்|ன|ன:்|
r|h:o|n|	ர|ோ|ன:்|
r|h:o|s|l|y|n|	ர|ோ|ஸ:்|ல|ி|ன:்|
r|i|a|n|n|a|	ர|ி|ய|ன:்|ன|ா|
r|i|a|n|n|e|	ர|ி|ய|ன:்|ன|ா|
r|i|c|a|r|d|o|	ர|ி|க:்|க:ா|ர:்|ட|ோ|
r|i|c|h|a|p:a|a|l|	ர|ி|ச|்|ச:ா|ப|ா|ல:்|
b|l|a|k|e:y|	ப:ி|ல|ே|க|ே|
g|r|o|e|n|	க:ி|ர|ோ|ய:ெ|ன:்|
e|l|l|i|s:o|n|	எ|ல:்|ல|ி|ச|ன:்|
s|i|m|s|	ச|ி|ம:்|ஸ:்|
w|e|b|b|	வ|ெ|ப|்|
r|i|c|h|e|l|i|e|u|	ர|ி|ச|்|ச:ெ|ல|ி|ய|ூ|
r|i|c|h|m:o|n|d|	ர|ி|ச|்|ம|ண:்|ட:்|
r:a|f:a|e|l|	ர|ப|ே|ல:்|
r|i|c|k|	ர|ி|க|்|
d|a|r|l:i|n|g|	ட|ா|ர:்|ல|ி|ங:்|
r|i|c|k|y|	ர|ி|க:்|க|ி|
p|o|n|t:i|n|g|	ப|ா|ண:்|ட|ி|ங:்|
r|i|d|d:h|i|m|a|n|	ர|ி|த:்|த|ி|ம|ா|ன:்|
r|i|d|d|l|e|	ர|ி|ட:்|ட:ி|ல|்|
r|i|d:h|a|	ர|ி|த|ா|
r|i|d|h|d:h|i|	ர|ி|த|்|த|ி|
r|i|d|l:e|y|	ர|ி|ட:்|ல|ி|
j|a|c|o|b|s|	ஜ|ே|க:்|க|ப:்|ஸ:்|
r|i|f:a|':a|h|	ர|ி:ஃ|ப|ா|ஹ:்|
r|i|j|u|	ர|ி|ஜ:்|ஜ:ூ|
r|i|j|u|t|a|	ர|ி|ஜ:்|ஜ:ூ|த|ா|
r|i|k|	ர|ி|க:்|
r|i|k|k|i|	ர|ி|க:்|க|ி|
j:h|i|m|	ஜ|ி|ம:்|
r|i|n|e|l|l|a|	ர|ி|ன|ெ|ல:்|ல|ா|
r|i|n|g:g|i|t|	ர|ி|ங:்|க|ி|ட:்|
r|i|n|g|o|	ர|ி|ங:்|க|ோ|
r|i|o|	ர|ி|ய:ோ|
n|e|g|r|o|	ந|ீ|க:்|ர|ோ|
r|i|o|r|d:a|n|	ர|ி|ய:ோ|ர:்|த|ன:்|
r|i|p|u|d:a|m:a|n|	ர|ி|ப|ு|த|ம|ன:்|
r|i|s:h|i|y:a|k|e|t|u|	ர|ி|ஷ|ி|ய|க|ே|த|ு|
k|a|g|a|z|	க|ா|க|ா|ஸ:்|
r|i|t|a|d|h|v|a|j|	ர|ி|த|ா|த|்|வ|ா|ஜ:்|
r|i|t|e|	ர|ை|ட|்|
a|i|d|	ஏ|ய:்|ட:்|
r|i|t|u|	ர|ி|த|ு|
r|i|t|u|p|a|r:a|n|	ர|ி|த|ு|ப|ா|ர|ன:்|
r|i|t|v|i|k|	ர|ி|த:்|வ|ி|க:்|
r|i|v:a|a|j|	ர|ி|வ|ா|ஜ:்|
r|i|v:e|r|	ர|ி|வ|ர:்|
s|i|k|k|i|m|	ச|ி|க:்|க|ி|ம:்|
r|o|b|	ர|ா|ப:்|
r|o|b:b|i:e|	ர|ா|ப|ி|
h|a|r|t|	ஹ|ா|ர:்|ட:்|
r|o|b:e|r|t|	ர|ா|ப|ர:்|ட:்|
a|n|d:e|r|s:o|n|	ஆ|ன:்|ட|ர:்|ச|ன:்|
a|t|k|i|n|s|	அ|ட:்|க|ி|ன:்|ஸ:்|
b|r|o:w|n:i|n|g|	ப:்|ர|ௌ|ன|ி|ங:்|
f|u:l|g|h:u|m|	ஃ:ப|ல|்|க|ம:்|
l|a|u|g:h|l|i|n|	ல|ா:ஃ|ப|்|ல|ி|ன:்|
m|i|t|c:h|a|m|	ம|ி|ட:்|ச|ா|ம:்|
r|e|d|f|o|r|d|	ர|ெ|ட:்|ஃ:ப|ோ|ர:்|ட:்|
w|a|g|n:e|r|	வ|ா|க:்|ன|ர:்|
r|o|b|i|n|	ர|ா|ப|ி|ன:்|
j|a|c|k|m|a|n|	ஜ|ே|க|்|ம|ே|ன:்|
r|o|b|i|n|s:o|n|	ர|ா|ப|ி|ன:்|ச|ன:்|
r|o|c|c|o|	ர|ோ|க:்|க|ோ|
r|o|c|h|	ர|ோ|ச|்|
r|o|c:h|a|k|	ர|ோ|ச|க|்|
r:o|c:h|a|n|	ர|ோ|ச|ன:்|
c|l|i|m|b:i|n|g|	க:்|ள|ை|ம:்|ப|ி|ங:்|
r|o|l|l|	ர|ோ|ல|்|
r|o|c:k|b|r|i|d|g|e|	ர:ா|க|்|ப:ி|ர|ி|ட:்|ஜ|்|
r|o|c:k|b|r|o:o|k|	ர:ா|க|்|ப:ு|ர|ூ|க:்|
r|o|c:k|f|o|r|d|	ர|ா|க|்:ப|ோ|ர:்|ட:்|
r|o|c|k|i|n|g:h|a|m|	ர|ா|க:்|க|ி|ங:்|க|ா|ம:்|
r|o|c:k|w|e|l|l|	ர:ா|க|்|வ|ெ|ல|்|
r|o|d|	ர|ா|ட:்|
m|a|r|s|h|	ம|ா|ர:்|ஷ|்|
s|e|r|l:i|n|g|	ச|ெ|ர:்|ல|ி|ங:்|
r:o|d|d|	ர|ா|ட:்|
r|o|d|e|o|	ர|ோ|ட:ி|ய|ோ|
r|o|d|n:e|y|	ர|ோ|ட:்|ன|ி|
h:o|g|g|	ஹ|ா|க:்|
r|o|e|n|t|g|e|n|i|u|m|	ர|ோ|ஏ|ன:்|ட:்|ஜ|ீ|ன|ி|ய|ம:்|
r|o|g:e|r|	ர|ோ|ஜ|ர:்|
h|a|r|p|e|r|	ஹ|ா|ர:்|ப:்|ப|ர:்|
t|e|l|e|m|a|c|h:u|s|	ட|ெ|ல|ி|ம|ே|க:்|க|ஸ:்|
r|o|h|i|n|i|	ர|ோ|ஹ|ி|ன|ி|
r|o|j|o|k|	ர|ொ|ஜ|ோ|க:்|
r|o|l:a|n|d|	ர|ோ|ல|ண:்|ட:்|
