a|	এ|
r|u|b|i|	র|ু|ব|ি|
r|u|b|i|c:o|n|	র|ু|ব|ি|ক|ন|
r|u|b|i|j|a|n|	র|ু|ব|ি|জ|া|ন|
r|u|b|i|n|a|	র|ু|ব|ি|ন|া|
r|u|b|i|n|a|t:h|	র|ু|ব|ি|ন|া|থ|
r|u|b|y|	র|ু|ব|ি|
r|u|c:h:i|	র|ু|চ:ি|
r|u|d:o|l|f|	র|ু|ড|ল|ফ|
r|u|d|o|l|p:h|	র|ু|ড|ো|ল|ফ|
r|u|d|r:a|k|a|n|t:a|	র|ু|দ:্|র|ক|া|ন:্|ত|
r|u|d|r|a|n|i|	র|ু|দ:্|র|া|ন|ী|
r|u|d|r:a|p|r:a|y|a|g|	র|ু|দ:্|র|প:্|র|য়|া|গ|
r|u|d|u|l|a|	র|ু|দ|ু|ল|া|
r|u|d|y|	র|ু|ড|ি|
r|u|g:b:y|	র|ু|ব:ি|
r|u|g:g:i|e:r:o|	র|ু|জ:ি|র:ো|
r|u|h|i|b|a|l|a|	র|ু|হ|ি|ব|া|ল|া|
r|u|i|g|e|n|h|o|e|k:s:e|d|i|j|k|	র|ু|ই|গ|ে|ন|হ|ো|য়:ে|ক|দ|ি|জ|ক|
r|u|i|k|a|r|	র|ু|ই|ক|া|র|
r|u|k:h|s:h:a|n|a|	র|ু|খ|শ:া|ন|া|
r|u|k|m|i|n|i|	র|ু|ক|ম|ি|ন|ি|
r|u|k|s|a|h|a|n|a|	র|ু|ক|স|া|হ|া|ন|া|
r|u|k|s:h:a|n|a|	র|ু|ক|শ|ন|া|
r|u|k|s:h:a|n|a|k:h:a|t|u|n|	র|ু|ক|শ:া|ন|া|খ:া|ত|ু|ন|
r|u|k|s|u|n|a|	র|ু|ক|স|ু|ন|া|
r|u|l:e|r|	র|ু|ল|া:র|
r|u|m|a|b|a|l|a|	র|ু|ম|া|ব|া|ল|া|
r|u|m|a|i|	র|ু|ম|া|ই|
r|u|m:a|n|	র|ু|ম|ন|
r|u|m|a|n|	র|ু|ম|া|ন|
r|u|m|a|r|a|n|i|	র|ু|ম|া|র|া|ণ|ী|
r|u|m|e|l|a|b|i|b|i|	র|ু|ম|ে|ল|া|ব|ি|ব|ি|
r|u|m|e|l|i|h|i|s|a|r|	র|ু|ম|ে|ল|ি|হ|ি|স|া|র|
r|u|m|e:s:h|	র|ু|ম|ে:শ|
r|u|m|f|o|r|d|	র|ু|ম|ফ|ো|র:্|ড|
r|u|m|i|t|a|	র|ু|ম|ি|ত|া|
r|u|m|j|a|n|	র|ু|ম|জ|া|ন|
r|u|m|k|i|	র|ু|ম|ক|ী|
r|u|m|p|a|	র|ু|ম:্|প|া|
r|u|m|s|f|e|l|d|	র|ু|ম|স:্|ফ|ে|ল|্:ড|
r|u|n|a|	র|ু|ন|া|
r|u|n|a|b|e|g:a|m|	র|ু|ন|া|ব|ে|গ|ম|
r|u|n|a|d|e|b|i|	র|ু|ন|া|দ|ে|ব|ী|
r|u|n|a|r|a|n|i|	র|ু|ন|া|র|া|ন|ী|
r|u|n|d|l|e|	র|ু|ন:্|ড|ল|ে|
r|u|n|i|	র|ু|ন|ি|
r:u:n|n|i:n:g|	র:া|ন|ি:ং|
r|u|n|u|	র|ু|ণ|ু|
r|u|p|a|	র|ু|প|া|
r|u|p|a|d|e|b|i|	র|ু|প|া|দ|ে|ব|ী|
r|u|p|a|i|	র|ু|প|া|ই|
r|u:p:a|k|	র|ূ:প|ক|
r|u|p|a|l|i|	র|ু|প|া|ল|ি|
r|u|p|a|l|i|b|i|b|i|	র|ু|প|া|ল|ী|ব|ি|ব|ি|
r|u:p:a|m|	র|ূ:প|ম|
r|u:p:a|n|	র|ূ:প|ন|
r|u|p|a|n|a|	র|ু|প|া|ন|া|
r|u|p|a|n|j:a|l|i|	র|ূ|প|া|ঞ:্|জ|ল|ী|
r|u|p|a|r|a|n|i|	র|ু|প|া|র|া|ন|ী|
r|u|p:a|s|h|r:e:e|	র|ু|প|শ|্|র:ী|
r|u|p:a|s:h|r|i|	র|ু|প|শ|্:র|ী|
r|u|p|b|a|l|a|	র|ূ|প|ব|া|ল|া|
r|u|p|b|a|n|	র|ূ|প|ব|া|ন|
r|u|p|b|a|n|u|	র|ূ|প|ব|া|ন|ু|
r|u|p|c:h:a|d|	র|ু|প|চ:া|ঁ:দ|
r:u:p|c:h:a|n|d|	র:প|চ:া|ঁ|দ|
r|u|p|e|n|	র|ু|প|ে|ন|
r|u|p|e:s:h|	র|ূ|প|ে:শ|
r|u|p|i|	র|ু|প|ি|
r:u:p|i:a:h|	র:ু|ফ:ি|
r|u|p|i|b|a|l|a|	র|ু|প|ী|ব|া|ল|া|
r|u|p|i|b|a|l|a|	র|ূ|প|ী|ব|া|ল|া|
r|u|p|j|a|n|b|i|b|i|	র|ু|প|জ|া|ন|ব|ি|ব|ি|
r|u|p|j|a|n|b|i|b|i|	র|ূ|প|জ|া|ন|ব|ি|ব|ি|
r|u|p|k|u|m|a|r|	র|ু|প|ক|ু|ম|া|র|
r|u|p|l|a|l|	র|ূ|প|ল|া|ল|
r|u|p|l|e|k:h:a|	র|ু|প|ল|ে|খ:া|
r|u|p|s|a|h|a|n|a|	র|ূ|প|স|া|হ|া|ন|া|
r|u|p|s|i:n:g|	র|ু|প|স|ি:ং|
r|u|p|u|	র|ু|প|ু|
r|u|p|u|b|a|l|a|	র|ু|প|ু|ব|া|ল|া|
r|u|s:h|	র|ু|শ|
r|u|s:h|d:i:e|	র|ু|শ|দ:ি|
r|u|s:h|m|e|r|e|	র|ু|স|ম|ে|র|ে|
r|u|s:s|	র|ু|স|
r|u|s:s:e|l|	র|ু|স:ে|ল|
r:u:s|s|e:l:l|	র:া|স|ে:ল|
r|u|s:s|e:l:l|	র|ু|স|ে:ল|
r|u|s:s|o|	র|ু|স|ো|
r|u|s:s:y|	র|ু|স:ি|
r|u|s|t:a|m|	র|ু|স:্|ত|ম|
r|u|s|t|a:v:e|l|i|	র|া|ষ|্:ট|ভ:ি|ল|া|
r|u|t:h|	র|ু|থ|
r|u|t:h:e|r|f|o|r|d|	র|ু|থ:া|র|ফ|ো|র:্|ড|
r|u|t:h:e|r|f|o|r|d|i|u|m|	র|ু|থ:া|র|ফ|ো|র:্|ড|ি|য়:া|ম|
r|u|t|l|e|d:g:e|	র|ু|ট|ল|ে|জ|
r|u|t|u|	র|ু|ট|ু|
r|u|y|t:e|r|	র|ু|ই|ট|া:র|
r|y:a|n|	র:ি|য়|ন|
r|y|a|n|a|i|r|	র|া:য়|া|ন|া|য়:া|র|
r|y|d:e|r|	র|া:ই|ড|া:র|
s|	এ:স|
s:a|a|b|u|	স|া|ব|ু|
s:a|a|d|a|t|	স|া|দ|া|ত|
s:a|a|g|u|	স|া|গ|ু|
s:a|a|k:h:a|r|e|	স|া|খ:া|র|ে|
s:a|a|l|b|u:r:g|	স|া|ল|ব|া:গ|
s:a|a|m|b:h:i|	স|া|ম:্|ভ:ি|
s:a|a|m|n|a|	স|া|ম|ন|া|
s:a|a|m|r|a|	স|া|ম|র|া|
s:a|a|n|d|u|	স|া|ন:্|ধ|ু|
s:a|a|n|e|	শ|া|ন|ে|
s:a|a|r:a|n|	স|া|র|ণ|
s:a|a|t:h|e|	স|া|থ|ে|
s:a|a|v|a|r|k|a|r|	স|া|ভ|া|র|ক|া|র|
s:a|a|w|a|n|	স|া|ও|য়:া|ন|
s|a|b|a|	স|া|ব|া|
s|a|b|a|d:h:u|	স|া|ব|া|ধ:ু|
s|a|b|a|n|a|	স|া|ব|া|ন|া|
s|a|b|a|n|a|b|e|g:a|m|	স|া|ব|া|ন|া|ব|ে|গ|ম|
s|a|b|a|r|k|a|n|t:h|a|	স|া|ব|া|র|ক|া|ন:্|থ|া|
s|a|b|a|r|w|a|l|	স|া|ব|া|র|ও|য়:া|ল|
s|a|b|b|i|r|	স|া|ব:্|ব|ি|র|
s|a|b|e|r|	স|া|ব|ে|র|
s:a|b|e|r|a|	স|ব|ে|র|া|
s|a|b|e|t:h|a|	স|া|ব|ে|থ|া:ন|
s|a|b|i|b|	স|া|ব|ি|ব|
s:a|b|i|c|	স|ব|ি|ক|
s|a|b|i|h:a|	স|া|ব|ি|হ|
s|a|b|i|n|a|	স|া|ব|ি|ন|া|
s|a|b|i|n|a|b|e|g:a|m|	স|া|ব|ি|ন|া|ব|ে|গ|ম|
s|a|b|i|n|a|b|i|b|i|	স|া|ব|ি|ন|া|ব|ি|ব|ি|
s|a|b|i|n|a|l|	স|া|ব|ি|ন|া|ল|
s|a|b|i|r|	স|া|ব|ি|র|
s|a|b|i|r|a|	স|া|ব|ি|র|া|
s:a|b|i|t|a|	স|ব|ি|ত|া|
s:a|b|i|t|a|d|e|v|i|	স|ব|ি|ত|া|দ|ে|ব|ী|
s:a|b|i|t|a|r|a|n|i|	স|ব|ি|ত|া|র|া|ণ|ী|
s|a|b|i|t:r:i|	স|া|ব|ি|এ:ী|
s|a|b|i|t|r|i|d|a|b|i|	স|া|ব|ি|ত:্|র|ী|দ|ে|ব|ী|
s|a|b|l|u|	স|া|ব|ল|ু|
s|a|b|n|i|s|	স|া|ব|ন|ি|স|
s|a|b|o|	স|া|ব|ো|
s:a|b|u|j|	স|ব|ু|জ|
s|a|b|u|l|	স|া|ব|ু|ল|
s|a|b|u|r|	স|া|ব|ু|র|
s:a|c:h|d|e|v|a|	স|চ|দ|ে|ভ|া|
s:a|c:h:i|n|	শ|চ:ি|ন|
s:a|c:h:i|n|c:h:a|n|d|r:a|	শ|চ:ী|ন|চ|ন:্|দ:্|র|
s:a|c:h:i|n|d|r:a|n|a|t:h|	শ|চ:ী|ন:্|দ:্|র|ন|া|থ|
s:a|c:h:i|n|n:a|n:d:a|n|	স|চ:ী|ন|ন|্:দ|ন|
s|a|c:h|s|	স|া|চ|স|
s|a|c|r|a|m|e|n|t|o|	স:্|য:া|ক:্|র|া|ম|ে|ন:্|ট|ো|
s|a|c|r|e|d|	স:্|য:া|ক:্|র|ে|ড|
s|a|d|a|b|	স|া|দ|া|ব|
s:a|d|a|g:a|r|	স|দ|া|গ|র|
s:a|d|a|n:a|n|d|	স|দ|া|ন|ন:্|দ|
s:a|d|a|n:a|n|d:a|	স|দ|া|ন|ন:্|দ|
s:a|d|a|s:h:i|b|	স|দ|া|শ:ি|ব|
s|a|d|a|t|	স|া|দ|া|ত|
s|a|d|a|v|a|r|t|e|	স|া|দ|া|ভ|া|র:্|ত|ে|
s|a|d|e|k|	স|া|দ|ে|ক|
s|a|d|e|m|	স|া|দ|ে|ম|
s|a|d|e|r|	স|া|দ|ে|র|
s|a|d|e|r|a|l:a|m|	স|া|দ|ে|র|আ|ল|ম|
s|a|d:h:a|n|	স|া|ধ|ন|
s|a|d:h:a|n|b|a|l|a|	স|া|ধ|ন|ব|া|ল|া|
s|a|d:h:a|n|k|u|m|a|r|	স|া|ধ|ন|ক|ু|ম|া|র|
s|a|d:h:u|c:h:a|r:a|n|	স|া|ধ:ু|চ|র|ন|
s|a|d|i|q|	স|া|দ|ি|ক|
s|a|d|i|r|	স|া|দ|ি|র|
s:a|e|e|d|	স|া:য়|ে|দ|
s|a|f|a|t|	স|া|ফ|া|ত|
s|a|f|i|d|	স|া|ফ|ি|দ|
s|a|f|i|j|	স|া|ফ|ি|জ|
s|a|f|i|k|	স|া|ফ|ি|ক|
s:a|f|i|k|u|l|	স|ফ|ি|ক|ু|ল|
s|a|g:a|r|	স|া|গ|র|
s|a|g:a|r|i:k|a|	স|া|গ|র:ী|ক|া|
s|a|g:a|r|r|a|n|i|	স|া|গ|র|র|া|ন|ী|
s|a|g|i|t:t:a|r|i|u|s|	স:্|য:া|জ|ি|ট:ে|র|ি|য়:া|স|
s:a|h|a:b:i|r|	স|হ|ব:ী|র|
s:a|h:a|b|u|l|	স|হ|ব|ু|ল|
s|a|h|a|d|	স|া|হ|া|দ|
s:a|h:a|d|e|o|	স|হ|দ|ে|ও|
s|a|h|a|j|a|d|i|b|i|b|i|	স|া|হ|া|জ|া|দ|ি|ব|ি|ব|ি|
s|a|h:a|l|p|u|r|	স|া|হ|ল|প|ু|র|
s|a|h|a|n|	স|া|হ|া|ন|
s|a|h|a|n|a|	স|া|হ|া|ন|া|
s|a|h|a|n|a|b|i|b|i|	স|া|হ|া|ন|া|ব|ি|ব|ি|
s|a|h|a|r|a|b|a|n|u|	স|া|হ|া|র|া|ব|া|ন|ু|
s|a|h|a|r|a|b|e|g:a|m|	স|া|হ|া|র|া|ব|ে|গ|ম|
s|a|h|a|r|a|b|i|b|i|	স|া|হ|া|র|া|ব|ি|ব|ি|
s|a|h|a|r|i|a|r|	স|া|ফ|া|র|ি|ও|র|
s|a|h|a|r|u|n|	স|া|হ|া|র|ু|ণ|
s|a|h|a|r|w|a|r|d|y|	স|া|হ|া|র|ও|য়:া|র:্|দ|ি|
s:a|h:a|s|t|r:a|b|u|d|d:h:e|	স|হ|স:্|ত:্|র|ব|ু|দ:্|ধ:ে|
s:a|h|a|y|	স|হ|া|য়|
s|a|h|e|b|	স|া|হ|ে|ব|
s|a|h|e|b|a|	স|া|হ|ে|ব|া|
s|a|h|e|d|a|	স|া|হ|ে|দ|া|
s|a|h|e|r|	স|া|হ|ে|র|
s|a|h|e|r|a|	স|া|হ|ে|র|া|
s|a|h|i|b|	স|া|হ|ি|ব|
s|a|h|i|b|g:a|n|j|	স|া|হ|ি|ব|গ|ঞ:্|জ|
s:a|h|i|d|	স|হ|ি|দ|
s:a|h|i|d|a|	স|হ|ি|দ|া|
s:a|h|i|d|a|l|i|	স|হ|ি|দ|আ|ল|ি|
s:a|h|i|d|u|l|	স|হ|ি|দ|ু|ল|
s:a|h|i|d|u|l|h:a|k|	স|হ|ি|দ|ু|ল|হ|ক|
s|a|h|i|d|u|n|	স|া|হ|ি|দ|ু|ন|
s|a|h|i|n|	স|া|হ|ি|ন|
s|a|h|i|n|u|r|	স|া|হ|ি|ন|ূ|র|
s|a|h|i|t|y:a|	স|া|হ|ি|ত:্|য|
s|a|h|n|e|w|a|l|	স|া|হ|ন|ে|ও|য়:া|ল|
s|a|h|o|l|i|	স|া|হ|ো|ল|ি|
s|a|h|o|t|a|	স|া|হ|ো|ট|া|
s|a|i|	স|া|ই|
s|a|i|b|a|	স|া|ই|ব|া|
s:a|i|d|	স|ঈ|দ|
s:a|i|d|u|l|	স|ঈ|দ|ু|ল|
s|a|i|f|u|d|d|i|n|	স|া|ই|ফ|ু|দ:্|দ|ি|ন|
s|a|i|f|u|n|	স|া|ই|ফ|ু|ন|
s:a|i|k:a|t|	স|ৈ|ক|ত|
s:a|i|l|e|n|d|r:a|	শ|ৈ|ল|ে|ন:্|দ:্|র|
s:a|i|l|e|n|k|u|m|a|r|	শ|ৈ|ল|ে|ন|ক|ু|ম|া|র|
s:a|i|l|e:s:h|k|u|m|a|r|	শ|ৈ|ল|ে:শ|ক|ু|ম|া|র|
s|a|i|m|a|	স|া|ই|ম|া|
s|a|i|m:a|n|	স|া|ই|ম|ন|
s|a|i|n|a|	স|া|ই|ন|া|
s|a|i|n|a|j|	স|া|ই|ন|া|জ|
s|a|i|n|b|i|	স|া|ই|ন:্|ব|ি|
s:a|i|n|i|k|	স|ৈ|ন|ি|ক|
s|a|i|n|t|	স|া|ই|ন:্|ট|
s:a|i|n|t|	স|ৈ|ন:্|ত|
s:a:i|n|t:e|	স:ে|ন:্|ট|
s|a:i:n|t|s|	স|ে:ন|্:ট|স|
s|a|i|p|a|n|	স|া|ই|প|া|ন|
s|a|j|a|d|	স|া|জ|া|দ|
s:a|j:a|l|	স|জ|ল|
s:a|j:a|l|k|u|m|a|r|	স|জ|ল|ক|ু|ম|া|র|
s|a|j|a|n|	স|া|জ|া|ন|
s:a|j:a|n|i|	স|জ|ন|ি|
s|a|j|e|d|	স|া|জ|ে|দ|
s|a|j|e|d|a|	স|া|জ|ে|দ|া|
s|a|j|e|e:w:a|	স|া|জ|ে|য়:া|
s|a|j|e|t|	স|া|জ|ে|ত|
s|a|j|i|d|	স|া|জ|ি|দ|
s|a|j|i|d|a|	স|া|জ|ি|দ|া|
s|a|j|i|m|	স|া|জ|ি|ম|
s|a|j|j|a|d|	স|া|জ:্|জ|া|দ|
s:a|j|j:a|n|p|u|r|	স|জ:্|জ|ন|প|ু|র|
s|a|j|j|a|t|	স|া|জ:্|জ|া|ত|
s:a|j|r|u|l|	স|জ|র|ু|ল|
s|a|k|a|l|	স|া|ক|া|ল|
s:a|k:a|t|	স|ক|ত|
s|a:k:e|a|l|a|u|d|d|i|n|	স|ে:ক|আ|ল|া|উ|দ:্|দ|ি|ন|
s:a|k:h:a|r|a|m|	স|খ:া|র|া|ম|
s|a|k:h:a|r|o|v|	স|া|খ:া|র|ো|ভ|
s:a|k:h:i|n|a|	স|খ:ী|ন|া|
s|a|k:h:i|n|a|b|i|b|i|	স|া|খ:ি|ন|া|ব|ি|ব|ি|
s|a|k|i|l|	স|া|ক|ি|ল|
s|a|k|i|l|a|	স|া|ক|ি|ল|া|
s|a|k|i|l|a|b|a|n|u|	স|া|ক|ি|ল|া|ব|া|ন|ু|
s|a|k|i|l|a|b|e|g:a|m|	স|া|ক|ি|ল|া|ব|ে|গ|ম|
s|a|k|i|l|a|b|i|b|i|	স|া|ক|ি|ল|া|ব|ি|ব|ি|
s:a|k|i|n|a|	স|ক|ি|ন|া|
s|a|k|i|n|a|	স|া|ক|ি|ন|া|
s|a|k|i|n|a|b|e|g:a|m|	শ|া|ক|ি|ন|া|ব|ে|গ|ম|
s|a|k|i|n|a|b|i|b|i|	স|া|ক|ি|ন|া|ব|ি|ব|ি|
s|a|k|i|r|a|l|i|	স|া|ক|ি|র|আ|ল|ি|
s|a|k|i|r|u|n|	স|া|ক|ি|র|ু|ন|
s|a|k|s:h:i|	স|া|ক:্|ষ:ী|
s|a|k|u|n|o|s|u|k|e|	স|া|ক|ু|ন|ো|স|ু|ক|ি|
s|a|l:a|a|b|a|t|p|u|r:a|	স|া|ল|া|ব|া|ট|প|ু|র|
s|a|l|a|d|o|	স|া|ল|া|ড|ো|
s|a|l|a|h|u|d|d|i|n|	স|া|ল|া|হ|ু|দ:্|দ|ি|ন|
s|a|l|a|m:a|	স|া|ল|া|ম|
s|a|l|a|m:a|t|	স|া|ল|া|ম|ত:্|
s|a|l|e|h|a|r|k:h:a|t|u|n|	স|া|ল|ে|হ|া|র|খ:া|ত|ু|ন|
s|a|l|e|k|	স|া|ল|ে|ক|
s|a|l|e|k:h|	স|া|ল|ে|খ|
s:a|l|e|m|a|	স|ল|ে|ম|া|
s|a|l|e|m|a|b|i|b|i|	স|া|ল|ে|ম|া|ব|ি|ব|ি|
s:a|l|i|l|k|u|m|a|r|	স|ল|ি|ল|ক|ু|ম|া|র|
s|a|l|i|m|	স|া|ল|ি|ম|
s|a|l|i|m|a|	স|া|ল|ি|ম|া|
s|a|l|i|m|a|l|i|	স|ে|ল|ি|ম|আ|ল|ি|
s|a|l|i|m|b|e|n|i|	স|া|ল|ি|ম:্|ব|ে|ন|ি|
s|a|l|i|s:h|	স|া|ল|ি|শ|
s:a|l|m|a|	স|ল|ম|া|
s|a|l|m|a|k:h:a|t|u|n|	স|া|ল|ম|া|খ:া|ত|ু|ন|
s|a|l|m|a|n|	স|া|ল|ম|া|ন|
s|a|l|o|	স|া|ল|ো|
s:a|l|t|	স|ল|্:ট|
s|a|l|u|j|a|	স|া|ল|ু|জ|া|
s|a|l|v|a|d|o|r|	স|া|ল|ভ|া|দ|ো|র|
s:a|l|v|i|	স|ল|ভ|ি|
s|a|m|a|	স|া|ম|া|
s:a|m|a|c:h:a|r|	স|ম|া|চ:া|র|
s|a|m:a|d|a|b|i|b|i|	স|া|ম|ি:দ|া|ব|ি|ব|ি|
s:a|m|a|n|	স|ম:্|য:া|ন|
s|a|m:a|n|k|u|m|a|r|	স|ু|ম|ন|ক|ু|ম|া|র|
s|a|m:a|n|t:a|	স|া|ম|ন:্|ত|
s:a|m:a|r|	স|ম|র|
s|a|m|a|r|a|w|e:e|r|a|	স|া|ম|া|র|া|ও:য়|ে|র|া|
s:a|m:a|r|c:h:a|n|d|r:a|	স|ম|র|চ|ন:্|দ:্|র|
s:a|m:a|r|e:s:h|	স|ম|র|ে:শ|
s:a|m:a|r|j|i|t|	স|ম|র|জ|ি|ত:্|
s:a|m:a|r|k|u|m|a|r|	স|ম|র|ক|ু|ম|া|র|
s:a|m:a|r|n|a|t:h|	স|ম|র|ন|া|থ|
s:a|m:a|r|p|i|t|a|	স|ম|র:্|প|ি|ত|া|
s:a|m:a|s|t|i|p|u|r|	স|ম|স:্|ত|ি|প|ু|র|
s:a|m:a|t|a|	স|ম|ত|া|
s|a|m|a|y:a|p|u|r:a|m|	স|া|ম|্|য|প|ু|র|ম|
s|a|m:a|y|i:k|	স|া|ম|ই|ক|
s|a|m|b|a|	স|া|ম:্|ব|া|
s:a|m|b:h:u|c:h:a|n|d|r:a|	শ|ম:্|ভ:ু|চ|ন:্|দ:্|র|
s:a|m|b:h:u|k|u|m|a|r|	শ|ম:্|ভ:ু|ক|ু|ম|া|র|
s:a|m|b:o|r|a|	স|ম:্|ব|র|া|
s|a|m|b|u|r|w|a|r|y:a|a|r|	স|া|ম:্|ব|ু|র|ও|য়:া|র:ি|য়|া|র|
s:a|m|e:e|r|	স|ম|ে|র|
s:a|m|e|s|w:a:r|	স|ম|ে|শ:্|ব:র|
s|a|m|i|d|	স|া|ম|ি|দ|
s|a|m|i|d|a|	স|া|ম|ি|দ|া|
s:a|m|i|d|u|l|	স|ম|ি|দ|ু|ল|
s|a|m|i|m|	স|া|ম|ী|ম|
s:a|m|i|m|a|	স|ম|ি|ম|া|
s|a|m|i|n|a|	স|া|ম|ি|ন|া|
s|a|m|i|n|a|b|i|b|i|	স|া|ম|ি|ন|া|ব|ি|ব|ি|
s|a|m|i|n|u|r|	স|া|ম|ি|ন|ু|র|
s|a|m|i|r|	স|া|ম|ী|র|
s|a:m:i|r:a|n|	স|ম:ী|র|ণ|
s|a:m:i|r|k|a|n|t|i|	স|ম:ী|র|ক|া|ন:্|ত|ি|
s:a|m|i|r|u|l|	স|ম|ি|র|ু|ল|
s:a|m|i|t|a|	স|ম|ি|ত|া|
s:a|m|i|u|l|	স|ম|ি|উ|ল|
s|a|m|i|u|l|	স|া|ম|ি|উ|ল|
s|a|m|i|u|l|h:a|k|	স|া|ম|ি|উ|ল|হ|ক|
s|a|m|l|e|s:h:w|a|r|	স|া|ম|ল|ে|শ|্:ব|র|
s:a:m|m|a|n|	স:া|ম|া|ন|
s|a|m|n|a|n|i|	স|া|ম|ন|া|ন|ি|
s|a|m|o|d|	স|া|ম|ো|দ|
s:a|m:o|r|e|n|d|r:a|	স|ম|র|ে|ন:্|দ:্|র|
s|a|m|o|s|i|r|	স|া|ম|ো|স|ি|র|
s|a|m|r|a|n|	স|া|ম|র|া|ন|
s:a|m|r|a|t|	স|ম:্|র|া|ট|
s:a|m|s|a|d|	স|ম|স|া|দ|
s:a|m|s|e|r|	স|ম|স|ে|র|
s|a|m|s|e|r|	স|া|ম|স|ে|র|
s:a|m|s|e|r|a|l|i|	স|ম|স|ে|র|আ|ল|ি|
s|a|m|s|u|n|b|i|b|i|	স|া|ম|স|ু|ন|ব|ি|ব|ি|
s|a|m|s|u:n:g|	স:্|য:া|ম|স|া:ং|
s|a|m|s|u|r|a|	স|া|ম|স|ু|র|া|
s|a|m|t|e|l|	স:্|য:া|ম|ট|ে|ল|
s|a|m|u|e|l|	স:্|য:া|ম|ু|য়:ে|ল|
s|a|n|	স|া|ন|
s|a|n|a|	স|া|ন|া|
s|a|n:a|a|	স|া|ন|া|
s|a|n|a|i|	স|া|ন|া|ই|
s:a|n:a|k|a|	স|ন|ক|া|
s|a|n:a|n|d|a|	স|া|ন|ন:্|দ|া|
s:a|n:a|t:h|	স|ন|থ|
s:a|n:a|t|k|u|m|a|r|	স|ন|ত|ক|ু|ম|া|র|
s|a|n|a|u|l|	স|া|ন|া|উ|ল|
s:a|n|c:h:i|t|	স|ঞ:্|চ:ি|ত|
s:a|n|c:h:i|t|a|	স|ঞ:্|চ:ি|ত|া|
s|a|n|d|a|	স|া|ন|ড|া|
s:a|n|d|e:e|p|	স|ন:্|দ|ি|প|
s:a|n|d:h:a|a|r|	স|ন:্|ধ|া|র|
s:a|n|d:h:a|r|	স|ন:্|ধ|র|
s:a|n|d:h:a|r|a|n|i|	স|ন:্|ধ:া|র|া|ন|ী|
s:a|n|d:h:i|	স|ন:্|ধ:ি|
s|a|n|d:h:u|	স|া|ন:্|ধ:ু|
s:a|n|d:h:y|a|n:a|n|d|	স|ন:্|ধ:্|য:া|ন|ন:্|দ|
s:a|n|d|i|p|k|u|m|a|r|	স|ন:্|দ|ী|প|ক|ু|ম|া|র|
s|a|n|d|o|v|a|l|	স|া|ন|ড|ো|ভ|া|ল|
s|a|n|d|u|r|i|	স|া|ন:্|দ|ু|র|ি|
s|a|n|g|a|n|e|r|	স|া|ঙ:্|গ|া|ন|ে|র|
s|a|n|g:a:r|i|	স|া|ঙ:্|গ:া|র:ী|
s:a:n|g:a:t|	স:া|ঙ:ত|
s:a|n:g|b|a|d|	স|ং|ব|া|দ|
s|a|n|g:h:e|r|a|	স|া|ঙ:্|ঘ:ে|র|া|
s|a|n|g:h|i|	স|া|ঙ:্|ঘ|ি|
s|a|n|g:h|v|i|	স|া|ঙ:্|গ|ভ|ি|
s:a|n|g|i|t|	স|ঙ:্|গ|ী|ত|
s:a|n|g|i|t|a|	স|ঙ:্|গ|ী:ঁ|ত|া|
s:a|n|g|i|t|a|d|e|b|i|	স|ঙ:্|গ|ী|ত|া|দ|ে|ব|ী|
s:a|n|g|r|a|m|	স|ং|গ:্|র|া|ম|
s|a|n|g|r|e|	স|া|ং|গ:্|র|ে|
s:a|n|h:a|t|i|	স|ং|হ|ত|ি|
s:a|n|h|i|t|a|	স|ং|হ|ি|ত|া|
s|a|n|i|	স|া|ন|ী|
s|a|n|i|k|	স|া|ন|ি|ক|
s|a|n|i|t|a|r|y|	স:্|য:া|ন|ি|ট|া|র|ি|
s:a|n|j:a|n|a|	স|ঞ:্|জ|ন|া|
s:a|n|j:a|y|	স|ঞ:্|জ|য়|
s:a|n|j|e:e:v|	স|ঞ:্|জ|ী:ব|
s:a|n|j|e:e|v:a|	স|ঞ:্|জ|ি|ব|
s:a|n|j|e:e|v:a|n|i|	স|ন|জ|ি|ভ|ন|ি|
s|a|n:j:h|	স|া|ঁ:ঝ|
s:a|n|j|i|b|	স|ঞ:্|জ|ী|ব|
s:a|n|j|i|b|k|u|m|a|r|	স|ঞ:্|জ|ী|ব|ক|ু|ম|া|র|
s:a|n|j|i|t|a|	স|ন|জ|ি|ত|া|
s:a|n|j|i|t|k|u|m|a|r|	স|ঞ:্|জ|ি|ত|ক|ু|ম|া|র|
s:a|n|j|u|	স|ঞ:্|জ|ু|
s|a|n|o|f|i|	স|া|ন|ো|ফ|ি|
s|a|n|o|y:a|r|a|b|e|g:a|m|	স|া|ন|ো|য|া:র|া|ব|ে|গ|ম|
s|a|n|s|	স|া|ন|স|
s:a|n|s|k:r:i|t|	স|ং|স:্|ক:ৃ|ত|
s:a|n|t|	স|ে:ন|্:ট|
s|a|n|t|a|	স|া|ন:্|ত|া|
s|a|n|t:h|a|l|	স|া|ন:্|থ|া|ল|
s|a|n|t|o|	স|া|ন:্|ত|ো|
s|a|n|t:o|o|r|	স|া|ন:্|ট|ো|র|
s:a|n|t|o|s|	স|ন:্|ত|ো|ষ|
s:a|n|t|o|s:h|	স|ন:্|ত|ো|শ|
s:a|n|t|o|s:h|k|u|m|a|r|	স|ন:্|ত|ো|ষ|ক|ু|ম|া|র|
