द|	t:h:e|
प:्|र|फ|ु:ल:्|ल:ि:त|	P|r:a|f|u|t:i|
प:्:र|स|न|्:न|ज|ि|त|	P:r|a:s|a:n|n|j|i|t|
प:्:र|त|‍:ि:द|‍:ि:न|	p:r|a:t|i:d|i:n|
प:्:र|ी|त|ि|क|ा|न|ा|	P:r|i|t|i|k|a|n|a|
प:्:र|ो|म|ि|थ|े|उ|स|	P:r|o|m|e|t:h|e|u|s|
प:्:र|ो|म|ी|थ|ि:य|म|	P:r|o|m|e|t:h|i|u:m|
प|्:र:ॉ|व|ि|ड|न:्|स|	P|r:o|v|i|d:e|n|c:e|
प|ु|ष|्:प|ा|ं|ज|ल|ि|	P|u|s:h|p|a|n|j|a:l|i|
प|ु|ष|्:प|ा|ं|ज|ल|ी|	P|u|s:h|p|a|n|j|a:l|i|
प|्:य:ा|र|े|म|ो|ह|न|	P|y:a|r|e|m|o|h|a:n|
क|ा:य|म|य|र|ि|य|ा|ह|	Q:a|y|m|a:y|r|i|y|a|h|
क:्:व|ि:क|स:्:ट|े|प|	Q:u|i:c:k|s:t|e|p|
र|ा|म|ू|व|ा|ल|ि:य:ा|	R|a|m|u|w|a|l|i:a|
र|त:्|न|ज:्|य|ो:त|ि|	R:a|t|n:a|j|y:o:u|t|i|
र|े|स:्:ट|ॉ|र|े:श|न|	r|e|s:t|o|r|a:t:i|o:n|
स|त|ि|न:्:द|र|प|ा|ल|	S|a:t|i|n:d|e:r|p|a|l|
स|त:्:य|म|ू|र|्:त:ि|	S:a|t:y|a:m|u|r|t:i|
स|त:्:य|न|ा|र|ा|य:ण|	S:a|t:y|a:n|a|r|a|y:a:n|
स|ी|ब|ो|र:्|ज:ि:य|म|	s|e|a:b|o|r|g:i|u:m|
स|े|ब|े|स:्|ट:ि:य|न|	S|e|b|a|s|t:i|a:n|
स|े|म|्:य:ु|ल|ि|क|ी|	S|e|m|u|l|i|k|i|
श|ा|ह|ज|ह|ा:ँ|प|ु|र|	S:h|a|h|j:a|h:a|n|p|u|r|
श|ं|क|र|ा|च|ा|र:्:य|	S:h:a|n|k|a:r|a:a|c:h|a:a|r:y|
श|त:्:र|ु|म|र:्:द|न|	S:h:a|t:r|u|m:a|r:d|a:n|
श|े|र:्|म|ट:य|े|व|ो|	S:h|e|r|e:m|e:t:y|e|v|o|
श|्:र|ी|प:्:र|क|ा|श|	S:h|r|i|p:r|a:k|a|s:h|
श|ु|च|ि|स:्|म|ि|त|ा|	S:h|u|c:h|i|s|m|i|t|a|
स|ि|द:्|ध|े|श|्:व|र|	S|i|d|d:h|e|s:h|w|a:r|
स:्|म|ा:उ|ट|ा|क|े|र|	S|m:o|u|t|a|k|k:e|r|
स:्|न|ो|ड|ो|न|ि:य:ा|	S|n|o:w|d|o|n|i:a|
स|ो|ल|्:फ|े|र|ि|न|ो|	S|o|l|f|e|r|i|n|o|
स|ो|म|ल|क:्|ष|्:म:ी|	S|o|m:a|l:a|k|s:h|m:i|
स|ू|र:्:य|क|ा|ं:त|ा|	S|o:o|r:y|a:k|a|a:n:t|a:a|
स:्:प|ा|र|व|ि|ए|र|ो|	S:p|a|r|v|i|e|r|o|
स|ु|भ|ा|ष|च|ं:द|्:र|	S|u|b:h|a:a|s:h:a|c:h|a:n:d|r|
स|ु|ह|र|े|व|र|्:द:ी|	S|u|h|r|e|w|a:r|d:i|
स|ु|प|र|व|ै|ल|्:य:ू|	S|u|p|e:r|v|a|l|u|
स|ु|व|र:्:ण|र|े|ख|ा|	S|u|v:a|r:n|a:r|e|k:h|a|
स|ु|व|र:्:ण|म|ा|ल|ा|	S|u|v:a|r:n|m|a|l|a|
स:्|व|र:्:ण|भ|ू|ष|ण|	S|v:a|r:n|b:h|o:o|s:h|a:n|
त|ा|म|े|ं|ग|ल|ा|ं|ग|	T|a|m|e|n|g|l|o|n|g|
ट|ा|ं|ग|ा|न|ा|इ|क|ा|	T|a|n|g|a|n|y|i|k|a|
ट|े|क|्:न|ी|श|ि:य|म|	t|e|c:h|n|e|t|i|u:m|
ट|े:ल|्:य:ू|र|ि:य:म|	t|e:l:l|u|r:i|u:m|
थ|र|्:म:ो|प|ा:इ|ल|ी|	T:h|e:r|m:o|p|y|l:a|e|
थ|ु|र:्:न|व|ा|ल:्:ड|	T:h|u|r:n|w|a|l:d|
त:्:र|ि|न|े|त:्:र|ा|	T:r|i|n|e|t:r|a|
त:्:र|ि|श|ा|ग|्:न|ी|	T:r|i|s:h|a|g|n|i|
ट:्:र|ि|स:्:ट|्:र|म|	T:r|i|s:t|r|a:m|
त:्:य|ा|ग|र|ा|ज|ा|र|	T:y|a|g|a:r|a|j|a|r|
य:ू|न|न|ट:्|र|ि:य:म|	u|n|u:n|t|r:i|u:m|
उ:र:्|ध|्:व|र|े|श|े|	U:r|d:h|v|a:r|e|s:h|e|
व|ज|्:र|ा|च|ा|र:्:य|	V|a:j|r|a:a|c:h|a:a|r:y|
व|्|ह|ा:प|र:ा|स|ि|ओ|	V:a|p:a:r|a:i:s|o:c:h|u:r:c|h:o:f|c:h:r|i:s:t|
व|े|ं:क|ट|े|श|्:व|र|	V|e|n:k:a|t|e|s:h|v|a:r|
व|े|ं:क|ट|े|श|्:व|र|	V|e|n:k:a|t|e|s:h|w|a:r|
व|ि|द:्:र|ु|म|ल|त|ा|	V|i|d:r|u|m|a:l|a:t|a:a|
व|ि|द|्:य:ा|श|ं|क|र|	V|i|d|y:a|s:h|a:n|k|a:r|
व|ि|श|ा|ल|ा|क:्|ष|ी|	V|i|s:h|a|l|a|k|s:h|i|
व|ि|श|्:व:े|ं|द:्|र|	V|i|s:h|w:e|n|d|r:a|
व|े|स:्:ट|ब|्:र|ू|क|	W|e|s:t|b|r|o:o|k|
व|र|्:ल|्:ड|व|ा:इ|ड|	w|o:r|l|d|w|i|d:e|
ज|ु|न|्:ह:े|ब|ो|ट|ो|	Z|u|n|h:e|b|o|t|o|
द|	d:i|
व:ि:ं|न:्:स|ी|	V:i|n:c|i|
क|म|े|ं:स|्:म:े|ं|ट|	c:o:m|m|e|n:c:e|m:e|n|t|
ह|ि|म|त|स|ि|ं|ग|क|ा|	H|i|m|a:t|s|i|n|g|k|a|
स:ी|	S:E:I|
स|्:ट|े:न|फ|ी|ल:्:ड|	S|t|e:i:n|f|e|l:d|
ग|ु|र|ू|द:्:व|ा|र|ा|	G|u|r|u|d:w|a|r|a|
उ|च|	U|c:h:h|
प|ी|र|	p|e:e|r|
प:्:र|े|स|ि|ड|ि:य:ो|	P:r|e|s|i|d|i:o|
‍:य:ा|ं|ग|त|्:ज:़|े|	Y:a|n|g|t|z|e|
य|ा|ं|ग|	Y|a|n|g|
अ|म|ी:र|ै|ग|ल|ि:य:ो|	A|m|m:i:r|a|g|l|i:o|
ड|ी|	d|i|
ब|ॉ|न|	B|o|n|
प:्:र|ो|फ:ा:इ|ल|्:स|	p:r|o|f:i|l:e|s|
द|ा|	d|a|
व|ि|ं|स|ी|	V|i|n|c|i|
स|ो|म|च|न:्:द|्:र|ा|	S|o|m:a|c:h:a|n:d|r|a|
प:्:र|ो:ट|ै:क:्|श:न|	p:r|o:t:e|c:t|i:o:n|
न|ै|च|ु|र|ल|	n|a|t|u|r|a:l|
अ|म|े|न|ि|ट|ी|स|	a|m|e|n|i|t|i:e|s|
क|ै|प:्:र|ि:य:ो|	C|a|p:r|i:o|
र|ी|व|	R|e:e|v:e|
ल|ि|ं|ग|न|म|क|्:क|ी|	L|i|n|g|a:n|a:m|a:k|k|i|
म|े|ं|ग|क:्:व|ा|ं|ग|	M|e|n|g|k:u|a|n|g|
व|ि|ल|ि:य:ा|म:ा:इ|ट|	W|i|l:l|i:a|m:i|t:e|
स|ी|स|	s|e:e|s|
स|ं|ग|त|	s|a:n|g|a:t|
ज|ं:ड|	J|u:n:d|
म|ा|ल|	M:a|a|l|
ट|े|क|र|ी|	T|e|k|r|i|
ग|ो|ल:्:ड|स:्|म|ि|थ|	G|o|l:d|s|m|i|t:h|
द|ू|त|-|त|ल|ा|ई|	D|o:o|t|-|t|a:l|a|i|
क:ॉ|प|र|	c:o:p|p|e:r|
न|ज|्:म:े|द|्:द:ी|न|	N:a|j|m:e|d|d:i|n|
स|ल|ा|ह|ु:द:्|द|ी|न|	S:a|l|a|h|u:d|d|i|n|
स:्:प|ि|न|ग|ा|र:्:न|	S:p|i|n|g|a|r:n|
क|ा|श|ी|	K:a|a|s:h|i|
व|ड|ा|ल|ी|	W:a|d|a|l|i|
क:्:ल|ा|र|े|न|ड|ॉ|न|	C:l|a|r|e|n|d|o|n|
न|ा|न|क|	N|a|n|a:k|
प|ि|आ:ऊ|	P|i|a:a:u|
ब|ु|ं|ग|ा|	b|u|n|g|a|
च:ो|ल|ा|	C:h:o|l|a|
क|र|ी|र|	K:a|r|e:e|r|
ठ|ं|ड|ा|	T:h:a|n|d|a|
ग|ु|ज|र|ी|	G|u|j|r|i|
क:ौ|ल|ा|ं|	K:a:u|l|a|n|
फ|्:र:ै|ं|स|व|र:्|थ|	F|r:a|n|s|w:o|r|t:h|
ब:्:र|ी|न|ड|ॉ:न:्|क|	B:r|e:e|n|d|o:n|c:k|
क:ॉ|ड:फ|ॉ:न:्|ट|े|न|	C:h:a|u:d:f|o:n|t|a|i:n:e|
ज:़|ि|ं|क|	z|i|n|c|
आ:इ:ड|े|म|ि|त|्:स|ु|	I:d|e|m|i|t|s|u|
क|ो|स|ा|न|	K|o|s|a|n|
क|ि|र|्:ल|ो|स:्:क|र|	K|i|r|l|o|s:k|a:r|
फ:़|े:र|ो|	F|e:r:r|o|
ल|ै|ग|ा|र:्:ड|े|य:र|	L|a|g|a|r|d|È:r:e|
न|ो|व|ा|म|े|र|ि|क|न|	n|o|v|a|m|e|r|i|c|a:n|
प|्:ल|े:न|फ|ि|ल|्:ड|	P|l|a:i:n|f|i|e:l|d|
प:्:र|ि:क|े|ट|्:‍:स|	P:r|i:c:k|e|t:t|':s|
र|ा|ष|्:‍:ट|्:र|ी|य|	R|a|s|t|r|i|y:a|
ब|ा:उ|ल|ी|	B:a|u|l|i|
ब|े|ट|म|ा|	B|e|t|m|a|
भ|ट|्:ट|ा|	B:h:a|t|t|a|
ब|ि|भ|ो|र|	B|i|b:h|o|r|
च|म|क|ौ:र|	C:h:a|m|k|a:u:r|
फ|ल|ा|ह|ी|	F:a|l|a|h|i|
ख|ं|ड|ू|र|	K:h|a:n|d|u|r|
म|क|्:क|ा|	M:a|k|k|a|
म|द|ी|न|ा|	M:a|d|i|n|a|
न|ड|ा|ल|ा|	N:a|d|a|l|a|
स|ि|ल:्:व|र|ल:ा:इ|न|	S|i|l:v|e:r|l:i|n:e|
अ|य|ा|त|ु:ल:्|ल|ा|ह|	A|y|a|t|o:l|l|a|h|
ख|ो|म|े:न|ी|	K:h|o|m|e:i:n|i|
भ|ु|व|न|े|स:्|व|र|ी|	b:h|u|v|a:n|e|s|w|a:r|i|
क:्:र|ु:क|ह|ो|र:्:न|	C:r|o:o:k|h|o|r:n|
द|्:र:ो|न|ा|क|े:ल|म|	D|r:o|n|a|c:h|e:l:l|a:m|
फ|ा|र|्:ल|ि|ं|ग|ट|न|	F|a|r|l|i|n|g|t|o:n|
ग:्:र|ा:इ:ं|ड|व|े:ल|	G:r|i:n|d|w|e:l:l|
न|ॉ|र|्:ट|ो|	n|o|r|t|o|
क|ल|ग|ी|ध|र|	K:a|l|g|i|d:h|a:r|
म|न|ी|क|र|ण|	M:a|n|i|k|a:r|a:n|
त|ा|श|क|ं:द|	T:a|a|s:h|k|a:n:d|
ल|क:्|ष|्:म:ी|प|त:ि|	L:a|k|s:h|m:i|p:a|t:h:y|
म|ि|त|्:स|ु|ब|ि|श|ी|	M|i|t|s|u|b|i|s:h|i|
र|ा|ष|्:ट|्:र|व|ी|र|	R|a|s:h|t|r|a:v|e:e|r|
श|ि|व|ा|ज|ी|	S:h|i|v|a|j|i|
फ:़|ॉ:स|ि|ल|	f|o:s:s|i|l|
फ|ि|न|ल|ै|ं|ड|ि:य:ा|	F|i|n|l|a|n|d|i:a|
अ|ल|े|क:्:ज़|े|ं|ड|र|	A|l|e|x|a|n|d|e:r|
अ|ग|ा|स|ी|ज़|	A|g|a|s:s|i|z|
न|न|क|ा|न|ा|	N|a:n|k|a|n|a|
स|ह|ि|ब|	S:a|h|i|b|
म|े|र|ि|ट|ो|र|ि|य:स|	m|e|r|i|t|o|r|i|o:u:s|
छ|ि|ह|र|ट|ा|	C:h:h|i|h|a:r|t|a|
न|ा|न|क|स|र|	N|a|n|a:k|s|a:r|
ट|ि|ब|्:ब|ी|	T|i|b|b|i|
ट|ि|क|ा|ण|ा|	T|i|k|a|n|a|
प|र|ि|व|ा|र|	P|a:r|i|w|a|r|
व|ि|छ|ो|ड़|ा|	W|i|c:h:h|o|d|a|
न|ा:इ|न|ट|ा:उ|न|्:स|	N|i|n:e|t|o|w:n|s|
ड|ि|ज|ी|ट|ल|	d|i|g|i|t|a:l|
स|्:ट|र|्:ल:‍|ि|ं|ग|	S|t|i:r|l|i|n|g|
स:्|म:‍:ि|थ|	S|m:i|t:h|
स|्:प|े|क|्:ट|्:र|म|	s|p|e|c|t|r|u:m|
प:्:र|ो|स|े:स|ि|ं|ग|	p:r|o|c|e:s:s|i|n|g|
ब|ा|र|्:ब|े|र|ट|ॉ|न|	B|a|r|b|e|r|t|o|n|
ल|ि|ख|ण|स|ा|र|	L|i|k:h|a:n|s|a|r|
न|ा|न|क|म|त|ा|	N|a|n|a:k|m|a:t|a|
स|ं:त|ो|ख|स|र|	S|a:n:t|o|k:h|s|a:r|
स|ा|र|ा|ग|ड़|ी|	S|a|r|a|g|a:d|i|
स|ा|उ|थ|ह|ा|ल|	S|o|u|t:h|h|a|l:l|
ब:्:र|द:र:्|स|	B:r|o|s|
ल|ा|र:्|च|म|ॉ:न:्|ट|	L|a|r|c:h|m|o:n|t|
ए|व|े|न|्:य:ू|	A|v|e|n|u:e|
व|ि|क:्:ट|ो|र|ि:य:ो|	V|i|t:t|o|r|i:o|
च:ु|ब:च|्|च|ा|	C:h:u|b:a:c|h|h|a|
द:ौ|ल|त|प|ु|र|	D:o:u|l|a:t|p|u|r|
फ|त|ि|ह|ग|ढ:़|	F|a:t|i|h|g|a:r:h|
प:ं|ज|ो|ख|र|ा|	P:u:n|j|o|k:h|a:r|a|
त|र|न|त|ा|र|न|	T:a|r|a:n|t|a|a:r|a:n|
स|्:ट:्|र|ॉ|ब|े|र|ी|	s|t|r:a|w|b|e|r|r:y|
फ|ी|ल:्:ड|्:स|	f|i:e|l:d|s|
अ|न|इ|क|ु|ट:्:‍|ट|म|	A|n:a|i|k|u|t|t|a:m|
फ:़:्|र|े|ं|ड|श|ि|प|	f|r:i|e|n|d|s:h|i|p|
म|े|ह|द|ी|आ|ण|ा|	M|e|h|a:d|i|a|n|a|
आ:ई|फ:़:्|ल|े|क:्:स|	i|F|l|e|x|
स|ॉ|ल|्:य:ू|श:न|	s|o|l|u:t|i:o:n|
प|े|र|ु|म|प|ल|्:ल|म|	P|e|r|u|m|p|a:l|l|a:m|
फ|‍:ि|ल|े|ट|े|ल|ि|क|	p:h|i|l|a|t|e|l|i|c|
प|ो|र:्|ट|ी|प|ह|ट|ा|	P|o|r|t:t|i|p:a|h|t|a|
प:्:र|ो|फ|े|श|्:न|ल|	p:r|o|f:e|s|s:i:o|n|a:l|
थ|म|्:ब|ल|ा|ह|ा|ल|ी|	T:h|a:m|b|a:l|a|h|a|l:l|i|
थ|ि|र|ु|म|ू|र:्|थ|ी|	T:h|i|r|u|m|u|r|t:h|i|
ज|‍:ि|ओ|ल|ॉ|ज:क:ि|ल|	g|e|o|l|o:g|i:c|a:l|
ड|े|स|क|ा|र|्:ट|े|स|	D|e|s|c|a|r|t|e|s|
ट|ा|ह|ल|ी|आ|ण|ा|	T|a|h|l|i|a|n|a|
ब:्:र|ू|क|ि|ं|ग|्:स|	B:r|o:o|k|i|n|g|s|
व|े|स|्:ल|े|य|ा|न|	W|e|s|l|e|y|a|n|
ओ|ं|क|ा|र|े|श|व|र|	O|m|k|a|r|e|s:h|w|a:r|
स|ा|ह|ि|ब|द|े|व|ा|	S|a|h|i|b|d|e|w|a|
फ:़:्|र|े:ं|ड|र|ि|क|	F|r|e|d|e:r|i|c|
फ:़:्|र|ा|ं|स|ी|स|	F|r|a|n|c|o|i:s|
च:ॉ|प|ि|न|	C:h:o|p|i|n|
ग|ो|व|ि|ं|द|व|ा|ल|	G|o|w|i|n|d|w|a|l|
ब:्:र|ि|ज|प|ो|र|्:ट|	B:r|i|d:g:e|p|o|r|t|
ट|ा|ँ|ग|न|ॉ|क:्:स|ी|	T|o|n|g|a:n|o|x|i:e|
क|ं|ट:्:र|ी|व|ा:इ|ड|	c:o:u|n|t:r|y|w|i|d:e|
क|्:र:ै|न|फ|ी|ल:्:ड|	C|r:a|n|f|i:e|l:d|
फ:़|ि|न|ो|ल|े|क:्:स|	F|i|n|o|l|e|x|
न|ा|र:्|थ|ए|ं|प|ट|न|	N|o|r|t:h|a|m|p|t|o:n|
आ:र:्|ट|ि|स:्:ट|ि|क|	a:r|t|i|s:t|i|c|
ज|ि|म|न|ा|स:्:ट|ि|क|्:स|	g|y|m|n|a|s:t|i|c|s|
स|ा|प:्:त|ा|ह:‍:ि|क|	S|a|p:t|a|h:i|k|
ह|‍:ि:न|्:द:ु|स:्:त|ा|न|	H|i:n|d:u|s:t|a|n|
ए:न:्|ज:ि:य|ो|ट|े|क|	A:n|g:i|o|t|e|c:h|
फ|़|ा|र:्:म|ा|स|ु|ट|ि|क|ल|्:स|	p|h|a|r:m|a|c:e|u|t|i|c|a:l|s|
ग|्:ल:ै|न|म|ा|र:्:क|	G|l|e:n|m|a|r:k|
फ|़|ा|र:्:म|ा|स|्:य:ु|ट|ि|क|ल|्:स|	p|h|a|r:m|a|c:e|u|t|i|c|a:l|s|
ह|ॉ|र|्:ट|फ|ो|र:्:ड|/|ब|्:र|ॉ|ड|्:ल|े|	H|a|r|t|f|o|r:d|/|b|r|a|d|l|e:y|
आ|च|ा|र:्:य|न|ं:द|न|ा|	A:a|c:h|a:a|r:y|a:n|a:n:d|a:n|a|
आ|च|ा|र:्:य|न|ं:द|न|ा|	A:a|c:h|a:a|r:y|a:n|a:n:d|a:n|a:a|
आ|च|ा|र:्:य|न|ं:द|न|ा|	A:a|c:h|a|r:y|a:n|a:n:d|a:n|a:a|
आ|च|ा|र:्:य|न|ं:द|न|ा|	A:a|c:h|a|r:y|n|a:n:d|a:n|a|
आ|च|ा|र:्:य|न|ं:द|न|ा|	A:a|c:h|a|r:y|n|a:n:d|a:n|a:a|
आ|द|ि|त:्:य|व|र|्:ध|न|	A|d|i|t:y|a:v|a:r|d:h:a|n|
ए|ल|्:ब|र|्:ट|स|न|्:स|	A|l|b|e:r|t|s|o:n|s|
अ|म|्:ब|े|ड|क|र|न|ग|र|	A|m|b|e|d|k|a:r|n:a|g|a:r|
अ:म:्|म|ा|स|ं:द|्:र|ा|	A:m|m|a|s|a:n:d|r|a|
ए|न|े|स:्:ट|े|स|ि:य:ा|	A|n|a|s:t|a|c|i:a|
ए|न|े|स:्:ट|े|स|ि:य:ा|	A|n|a|s:t|a|s|i:a|
आ:र:्|क|ि|म|ि|ड|ी|ज:़|	A:r|c:h|i|m|e|d|e|s|
अ|र:्:ज|े|न|्:ट|ी|न|ा|	A|r:g|e|n|t|i|n|a|
अ|ट|्:ट|ा|र|ी|व|ा|ल|ा|	A|t|t|a|r|i|w|a|l|a|
ब|ा|ं|क|े|ब|ि|ह|ा|र|ी|	B:a|a|n|k|e|b|i|h|a|a:r|e:e|
ब|ा|ं|क|े|ब|ि|ह|ा|र|ी|	B:a|a|n|k|e|b|i|h|a|r|i|
ब|द:्:र|ी|प:्:र|स|ा|द|	B:a|d:r|e:e|p:r|a:s|a|a:d|
ब|द:्:र|ी|प:्:र|स|ा|द|	B:a|d:r|e:e|p:r|a:s|a|d|
ब|द:्:र|ी|प:्:र|स|ा|द|	B:a|d:r|i|p:r|a:s|a|a:d|
ब|द:्:र|ी|प:्:र|स|ा|द|	B:a|d:r|i|p:r|a:s|a|d|
ब|ा|ं|क|े|ब|ि|ह|ा|र|ी|	B|a|n|k|e|b|i|h|a|a:r|i|
ब|ा|ं|क|े|ब|ि|ह|ा|र|ी|	B|a|n|k|e|B|i|h|a|r|i|
ब|े|द:्:र|े|द|्:द:ी|न|	B|e|d:r|e|d|d:i|n|
ब|ि|ज|़|क|्:ज:़|ा|ड|े|	B|i|e:s|z|c|z|a|d|y|
ब|ि|ल|ि:य|र:्:ड|्:‍:स|	b|i|l|l:i:a|r:d|s|
ब|ि|त:्:र|ा|ग|ु|ं|ट|ा|	B|i|t:r|a|g|u|n|t|a|
ब|ॉ:न:्|ग|ा|ई|ग|ा:ं:व|	B|o:n|g|a|i|g:a|o:n|
ब:्:र|ह|्:म|प|ु|त:्|र|	B:r|a:h|m|a:p|u|t|r:a|
ब:्|र|ॉ:न|्:स|्|व|े|ग|	B|r:a|u:n:s|c|h|w|e:i|g|
ब|्:य:ू|ल|े|र|ि:य:ा|स|	B|u|l|e|r|i:a|s|
क|ै|प:्:र|ी|क|ॉ|र:्:न|	C|a|p:r|i|c|o|r:n|
च|म|ु|न|द|े|स:्|व|र|ी|	C:h:a|m|u|n|d|e|s|w|a:r|i|
च|ं|द:्:र|ल|े|क:्|ष|ा|	C:h:a|n|d:r|a:l|e|k|s:h|a|
च:ा|र|्:ल|म|ै:ग:्|न|े|	C:h:a|r|l|e:m|a:g|n|e|
च:े|ं|ग|ल|प|ट:्:‍|ट|ु|	C:h:e|n|g|a:l|p:a|t|t|u|
च:ि|त:्:त|प|्:र|स|ा|द|	C:h:i|t:t|a:p|r|a:s|a|d|
च|ि:त:्|त|स:्|व|र|ू|प|	C:h|i:t|t:a|s|w|a:r|u|p|
क|्|र|ि|स:्:ट|ी|ए|न|ा|	C|h|r|i|s:t|i|a|n|a|
क:्:ल|े|म|े|ं|ट:ा:इ|न|	C:l|e|m|e|n|t:i|n:e|
क:ॉ|म|र|्:ज:़|ब|ै|ं|क|	C:o:m|m|e:r|z|b|a|n|k|
क|ॉ:न:्|ग:्:र|े|ग|श|न|	c|o:n|g:r|e|g:a|t|i:o:n|
क|ॉ|र:्:न|र|स:्:ट|ो|न|	c|o|r:n|e:r|s:t|o|n:e|
द|क:्|ष|ि|न|े|श:्:व|र|	D:a|k|h|i|n|e|s:w|a:r|
ड|र:्:म|ा|ट|ो|ल|ॉ|ज|ी|	d:e|r:m|a|t|o|l|o|g|y|
ध|र:्:म|ा|ध|ि|क|ा|र|ी|	D:h:a|r:m|a|d:h|i|k|a|r|i|
ए|र|्:ट|ब|्:र|ा|न|्:ड|	E|r|t|b|r|a|n|d|
फ|ि:य:ो|न|्:य:ू|ए|ल|ा|	F|i:o|n:n|u|a|l|a|
फ:़|ि|र|ो|ज:़|ा|ब|ा|द|	F|i|r|o|z|a|b|a|d|
फ:्|ल|ज|े|ल|ह|ॉ|र:्:न|	f|l:u|g|e|l|h|o|r:n|
फ:़:्|र|ं|क|फ:़|र|्:ट|	F|r|a:n|k|f|u:r|t|
ज:्:ञ|ा|न|प:्:र|क|ा|श|	G:y|a:a|n:a|p:r|a:k|a:a|s:h|
इ|ं|क:्:र|े|ड|ि|म|े:ल|	I|n|c:r|e|d|i|M|a:i:l|
इ|ं|ड|ी|प|े|ं|ड|े|ं:स|	i|n|d|e|p|e|n|d|e|n:c:e|
इ|ं|द:्:र|प|्:र|स|्:थ|	I|n|d:r|a:p|r|a:s|t:h:a|
इ|ं|द:्:र|व|ि|ष|्|ण|ु|	I|n|d:r|a:v|i|s|h|n|u|
ज:्:य|ो|त|ि|ष|्:म|त|ी|	J:y|o|t|i|s:h|m|a:t|i|
क|ी|र|्:त:ि|क|ु|म|ा|र|	K|i|r|t:i|k|u|m|a|r|
क|ो|उ|च|ी|ब:ो|ग|ु|आ|क|	K|o|u|c:h|i|b:o:u|g|u|a|c|
क|ृ:ष|्:ण|म|ु|र|ा|र|ी|	K|r:i:s|h:n:a|m|u|r|a|r|i|
क|ृ:ष|्:ण|म|ू|र:्|त:ि|	K|r:i:s|h:n:a|m|u|r|t:h:y|
क|ु|स|ु|म|ा|ध|ि|र|ा|ज|	K|u|s|u|m|a:a|d:h|i|r|a|a:j|
ल|क:्|ष|्:म|ी|क|ा|ं:त|	L:a|k|s:h|m|e:e|k|a|a:n:t|
ल|े:क|्:ज:़|ि|ं|ग|ट|न|	L|e|x|i|n|g|t|o:n|
ल|ि|व|ि|ं|ग|स:्:ट|ो|न|	L|i|v|i|n|g|s:t|o|n:e|
म|ह|े|न:्:द|्:र|ग|ढ:़|	M:a|h|e|n:d|r|a:g|a:r:h|
म:ै|त:्:र|ा|व|र|ु|ण|ि|	M:a:i|t:r|a|a:v|a:r|u|n|i|
म:ै:क|ड|ॉ|न|ल|्:ड:्|स|	M:c|d|o|n|a:l|d|':s|
म|े|ह|र:ु:न|्:न|ि|स|ा|	M|e|h|r:u|n|i|s:s|a|
म|े|ख|ल|ा|द|्:र|ि|ज|ा|	M|e|k:h|a:l|a|a:d|r|i|j:a|a|
म|ो|ह|ि|न|ी:अ:ट|्:ट|म|	M|o|h|i|n|i:a|t|a:m|
म|ु|क:्:त|ा|प:्:र|स|ु|	M|u|k:t|a:a|p:r|a:s|u|
म|ु|र:्|श|ि|द|ा|ब|ा|द|	M|u|r|s:h|i|d|a|b|a|d|
न|ी|द|र|ल|ै|ं|ड|्:‍:स|	N|e|t:h:e|r|l|a|n|d|s|
न|्:य:ू|ज:़|ी|ल|ै|ं|ड|	N|e:w|z|e|a:l|a|n|d|
प|े|ं|ट|ा|स|ॉ:फ:़|्:ट|	P|e|n|t|a|s|o:f|t|
प|ि|क:्:स|े|ल|प|्:ल|स|	P|i|x|e|l|p|l|u:s|
प:्:र|े|म|न|ा|र|ा|य|ण|	P:r|e|m|a:n|a|a:r|a|a:y|a:n|
प:्:र|े|म|प:्:र|क|ा|श|	P:r|e|m:a|p:r|a:k|a:a|s:h|
प:्:र|ो|थ|े|र|ि|क|्:स|	P:r|o|t:h|e|r|i|c|s|
क|ु:द:्|द|ु|स|ि|य|ा|ह|	Q|u:d|d|u|s|i|y:y|a|h|
क:्:व|ी|न|्:स|ब|ो|र|ो|	Q:u|e:e|n|s|b|o|r|o|
र|ा|ज|न|न:्:द|ग|ा:ँ:व|	R|a|j|n:a|n:d|g:a|o:n|
स|ै|क:्:र|ा|म|े|ं|ट|ो|	S|a|c:r|a|m|e|n|t|o|
स:्:य|ा|म|ल|े|श|्:व|र|	S|a|m|l|e|s:h|w|a:r|
स|म|ु:द:्|र|ग|ु|प:्|त|	S:a|m|u:d|r:a|g|u|p|t:a|
श|े|ं|द|ु|र:्:ण|ी|क|र|	S:h|e|n|d|u|r:n|i|k|a:r|
श|्|र|द:्:ध|ा|ं|ज|ल|ि|	S|h|r:a|d:h|a|n|j|a:l|i|
स|ि|द:्|ध|े|श|्:व|र|ी|	S|i|d|d:h|e|s:h|w|a:r|i|
स|्:क|ि|ल|स|ॉ:फ:़|्:ट|	S|k|i|l:l|S|o:f|t|
स|ो|ल|े|क|्:ट|्:र:ॉ|न|	S|o|l|e|c|t|r:o|n|
स|ू|र:्:य|प|्:र|ि|य|ा|	S|o:o|r:y|a:p|r|i|y:a|a|
स|ु|व|र:्:ण|प|्:र|भ|ा|	S|u|v:a|r:n|a:p|r|a:b:h|a|
थ|र|्:म:ो|स:्|फ|ी:य|र|	t:h|e:r|m:o|s|p:h|e|r:e|
त|ि|र|ु|प|त|ी|स|र|ा|म|	T|i|r|u|p|a:t|i|s|a:r|a|m|
