ก:ง|ต|์|,|	C:o:m|t|e|,|
ม|า|ด|อ|น|น:่:า|ล:ิ|ล:ี:่|	M|a|d|o|n|n:a|◊:L:i|l:y|
ม|า|ร:์|ด|ิ|ก:ร|า|ส:์|	M|a|r|d|i|◊:G:r|a|s|
ม|า|ร:์|เ:บ|ิ:ล|เ:ค|้:ก|	M|a|r|b|l:e:◊|C|a:k:e|
ม|า|ล|อ|ร|ี|,|◊|เ:ซ:อ|ร|์|ท:อ|ม|ั|ส|	M|a|l|o|r|y|,|◊|S:i|r|◊|T:h:o|m|a|s|
ม|า|ส|เ:ต|อ:ร:์|ค|ี:ย:์|	M|a|s|t|e:r|◊:K|e:y|
ม|ิ|ก:ซ|ด:์|ก|ร|ิ|ล:ล:์|	M|i|x|e:d:◊|G|r|i|l:l|
ม|ิ:ช|ช:ั:่|น|อ:ิ|ม|พ|อ|ส|ซ|ิ|เ:บ:ิ|ล|	M|i:s:s|i:o|n:◊|I|m|p|o|s|s|i|b|l:e|
ม|ิ|ด|ิ:ส|เ:ก:ิ|ร:์|ต|	M|i|d|i:◊:S|k:i|r|t|
ม|ิ|ด|เ:ด|ิ:ล|เ:ว|ต|	M|i|d|d|l:e:◊|W:e:i|g:h:t|
ม|ิ|ด|เ:ท|อ|ม|	M|i|d|◊:T:e|r|m|
ม|ิ|ล|ก|์|เ:ช|ก|	M|i|l|k|◊|S:h:a|k:e|
ม|ิ|ล|เ:ล|ส:์|,|◊|เ:ซ:อ|ร|์|จ|อ|ห:์|น|◊|เ:อ|เ:ว:อ|เ:ร|ต|ต|์|	M|i|l|l:a:i|s|,|◊|S:i|r|◊|J|o|h|n|◊|E|v:e|r|e|t:t|e|
ม:ิ:ว|ส|ิ|ก|ว:ิ|ด|ี|โ:อ|	M:u|s|i|c|◊:V:i|d|e|o|
ม|ิ|เ:น:อ|ร|ั|ล|ว:อ|เ:ต|อ:ร:์|	M|i|n:e|r|a|l|◊:W:a|t|e:r|
ม:ี|ต|โ:ล|ฟ|	M:e:a|t|◊:L:o|a:f|
ม|ี|เ:ด|ี:ย|ม|แ:ร|ร|์|	M|e|d|i|u:m|◊:R:a|r|e|
ย:อ|ร:์:ช|เ:ท|า|น:์|	G:e:o|r:g|e:◊:T|o:w|n|
ย|ะ|โ:ฮ|ร:์|บ:า|ร:ู|	J|a|h|o:r:e|◊:B:a|h:r:u|
ย:ั|ง|เ:ต|ิ|ร:์|ก|	Y:o:u|n:g:◊|T|u|r|k|
ย|ิ|ป|ซ|ั|ม|บ|อ:ร:์|ด|	G|y|p|s|u|m:◊|B:o|a:r|d|
ร|อ|ย|ั:ล|ฟ|ล|ั:ช|	R|o|y|a:l:◊|F|l|u:s:h|
ร|อ|ย|ั:ล|ไ:อ|ซ|ิ:ง|	R|o|y|a:l:◊|I|c|i:n:g|
ร:อ|ร|ิ|ง|ฟ|อ|ร:์|ต|ี|ส:์|	R:o:a|r|i|n:g:◊|F|o|r|t|i:e|s|
ร|อ:ว:์|ส:ต|็:อ|ก|	R|a:w|◊:S:t|o|c:k|
ร|ั|ก|บ:ี:้|ฟ|ุ|ต|บ|อ:ล|	R|u|g|b:y|◊:F|o|o:t|b|a:l:l|
ร|ั|น|เ:น|อ:ร:์|บ|ี|น|	R|u|n|n|e:r|◊:B|e:a|n|
ร|ั|บ|เ:บ|อ:ร:์|ซ|ี|เ:ม|น|ต:์|	R|u|b|b|e:r|◊:C|e|m|e:n|t|
ร|ั|ส|เ:ช|ี:ย|น|ร|ู|เ:ล|็|ต|ต|์|	R|u|s|s|i|a:n|◊:R|o:u|l|e|t|t|e|
ร:ิ|ก|ล|ี|ย:์:◊|จ:ู:เ|น:ี:ย|ร:์:,|◊:ว:ิ|ล|เ:ล|ี:ย|ม|	W:r:i|g|l|e|y:◊|J|r:.|,|w:i|l|l|i|a:m|
ร|ิ:ง|โ:ท|น|	R|i:n:g|◊:T:o|n:e|
ร|ี|ฟ|ล|ั|ก:ซ:์|ว:า|ล:์|ว|	R|e|f|l|u|x|◊:V:a|l|v:e|
ร|ี|ม|ั|น|น|์|อ:ิ|น|ท|ิ|ก|ร|ั|ล|	R|i:e|m|a|n|n|◊|I|n|t|e|g|r|a|l|
ร:ู|ต|เ:บ|ี:ย|ร:์|	R:o:o|t|◊:B:e|e|r|
ร:ู|ม|เ|ซ|อ:ร:์|ว|ิ|ซ|	R:o:o|m|◊|S|e:r|v|i|c:e|
ร:็:อ|ก|ซ:อ|ล|ท:์|	R:o|c:k|◊:S:a|l|t|
ร:็:อ|ก|ล:็:อ|บ|ส|เ:ต|อ:ร:์|	R:o|c:k:◊|L:o|b|s|t|e:r|
ร:็:อ|ก|เ:ม|เ:ป:ิ|ล|	R:o|c:k|◊:M:a|p|l:e|
ร:็:อ|ก|แ:อ|น|ด:์|โ:ร|ล|	R:o|c:k:◊|A|n|d|◊:R:o|l:l|
ล|อ|ง|บ:ี|ช|	L|o|n:g:◊|B:e:a|c:h|
ล|อ:ร:์|ด|เ:อ:อ|ร:์|เ:น|ส|ต:์|	L:o|r|d|◊:E|r|n|e:s|t|
ล|อ:ว:์|น|เ:ท|น|น|ิ|ส|	L|a:w|n|◊:T:e|n|n|i|s|
ล|อ|ส|แ:อ|น|เ:จ|ล|ิ:ส|	L|o|s:◊|A|n|g|e:l:e|s|
ล|า|ต|ิ|ซ:ิ|ม|ั:ส|ด|อ|ร:์|ซ|ี|	L|a|t|i|s:s:i|m|u:s:◊|D|o|r|s|i|
ล:า|ป|า|ซ|	L:a:◊|P|a|z|
ล|า|พ|ิ:ส|ล|า|ซ|ู|ล|ี|	L|a|p:i|s|◊:L|a|z|u|l|i|
ล|ิ|ค|ว|ิ|ด|เ:ป:เ|ป|อ:ร:์|	L|i|q|u|i|d:◊|P:a|p|e:r|
ล|ิ|ต|เ:ต|ิ:ล|ร:็:อ|ก|	L|i|t|t|l:e:◊|R:o|c:k|
ล|ิ|ป|ก:ล|อ|ส|	L|i|p|◊:G:l|o|s:s|
ล|ิ|ฟ:ว|ิ:ง|ร|ู:ม|	L|i|v|i:n:g|◊:R|o:o:m|
ล:ิ:เ|ท|ี|ย:ม|ไ:อ|อ:อ|น|	L:i|t:h|i|u:m:◊|I|o|n|
ล:ิ:เ|ท|ี:ย|ม|ไ:ฮ|โ|ป:ค|ล|อ|ไ:ร|ต|์|	L:i|t:h|i|u:m|◊:H:y|p|o:c:h|l|o:r|i|t|e|
ล:ิ:เ|น|ี|ย:ร:์|แ:อ|ล|ค|ิ:ล|ซ|ั|ล|โ:ฟ:เ|น|ต|	L:i|n|e:a|r:◊|A|l|k|y:l:◊|S|u|l|f:o|n|a:t:e|
ล:ี|,:◊|ม|ิ|ต|ซ|์|	L:e:i|g:h:,|m|i|t|c|h|
ล:ี|ฟ|บ|ี|ต|	L:e:a|f|◊:B|e:e|t|
ล:็:อ|ก|ส:เ|ป|ก|	L:o|c:k:◊|S|p:e|c|
ล:็:อ|ก|อ:อ|น|	L:o|g:◊|O|n|
ล:็:อ|ก|อ:อ|ฟ|	L:o|g:◊|O|f:f|
ล:็:อ|ก|เ:อ:า|ต:์|	L:o|g:◊|O:u|t|
ว|อ:ล|เ|ล|ย:์|บ|อ:ล|	V:a|l|l|e|y|◊:B|a:l:l|
ว|อ:ล:์|ก|เ:อ:า|ต:์|	W:a|l|k:◊|O:u|t|
ว|อ:เ:ต|อ:ร:์|เ:ช|ส|ต:์|น|ั|ต|	W|a:t|e:r|◊:C:h|e:s|t|n|u|t|
ว:ั|น|ส:ต|็:อ|ป|เ:ซ|อ:ร:์|ว|ิ|ซ|	O|n:e|-:s:t|o|p:◊|S|e:r|v|i|c:e|
ว|ิ|ช|ว|ล|เ:อ|ฟ:เ:ฟ|ก:ต|ส:์|	V|i|s|u:a|l:◊|E|f:f|e:c:t|s|
ว|ิ|ด|ี|โ:อ|เ:ท|ป|	V|i|d|e|o|◊:T:a|p:e|
ว|ิ|น|ด|์|เ:ซ|ิ|ร:์|ฟ|	W|i|n|d|◊|S|u|r|f|
ว:ิ|ป|ป|ิ:ง|ค:ร|ี|ม|	W:h:i|p|p|i:n:g|◊:C:r|e:a|m|
ว:ี|ด|ี|โ:อ|ค:ล|ิ|ป|	V|i:d|e|o|◊:C:l|i|p|
ว:ี|น|า|ค:อ|น|แ:ท|ร|ก|ท|า|	V|e:n|a|◊:C:o|n|t|r:a|c|t|a|
ว:ี|น|า|ค:า|ว|า|	V|e:n|a|◊:C:a|v|a|
ว:ู|ด|ซ|อ|ร:์|เ:ร|ล|	W:o:o|d:◊|S|o|r|r|e:l|
ว:ู|ส|เ:ต|อ:ร:์|ซ:อ|ส|	W:o:r|c:e:s|t|e:r|◊:S:a|u:c:e|
ส|ก|ร|ี|น|เ:ซ:ฟ|เ:ว|อ:ร:์|	S|c|r|e|e:n:◊|S:a|v|e:r|
ส|ก|อ|ต|ช|์|จ|ั|ม:ป:์|	S|c|o|t|c:h|◊|J|u|m:p|
ส|ก|อ|ต|ช|์|เ:ท|ป|	S|c|o|t|c:h|◊|T|a:p:e|
ส|ก|อ|ต|ช|์|ไ:บ|ร|ต|์|	S|c|o|t|c:h|◊|B|r|i:t|e|
ส|ก|อ|ต|ต:์|,|◊|เ:ซ:อ|ร:์|ว:อ|ล|เ:ต|อ:ร:์|	S|c|o|t|t|,|◊|S:i|r|◊:W:a|l|t|e:r|
ส|ก|อ|ต|ท|ิ|ช|เ:ท|อ:เ:ร|ี:ย|	S|c|o|t|t|i|s:h|◊:T:e|r:r|i:e:r|
ส|ก|อ|ร:์|บ|อ:ร:์|ด|	S|c|o|r:e:◊|B:o|a:r|d|
ส|ก|า|ร:์|เ|ล|ต|ร:ั|น|เ:น|อ:ร:์|	S|c|a|r|l|e|t|◊:R:u|n|n|e:r|
ส|ต|ร|อ|ง|ด|ร|ิ:ง|	S|t|r|o|n:g:◊|D|r|i:n:k|
ส|ต|ร|ิ:ง|ค:ว|อ|ร:์:เ|ท|ต|	S|t|r|i:n:g|◊:Q:u|a|r|t:e|t|
ส|ต|อ|ร:ี|บ|อ:ร:์|ด|	S|t|o|r:y:◊|B:o|a:r|d|
ส|ต|ั|น|ต|์|ด:ั|บ:เ:บ|ิ|ล|	S|t|u|n|t|◊|D:o:u|b|l|e|
ส|ต|า:ร:์|ต|อ:ั|ป|	S|t|a|r:t:◊|U|p|
ส|ต|า|ร:์|ต|เ:ม|น|ู|	S|t|a|r|t|◊:M:e|n|u|
ส|ต|า|ร|์|แ:อ|ป|เ:ป:ิ|ล|	S|t|a|r|◊|A|p|p|l:e|
ส|ต|ิ|ง|ก|ิ:ง|เ|น|ท|เ:ท:ิ|ล|	S|t|i|n|g|i:n:g|◊|N:e|t|t|l:e|
ส|ต|็:อ|ก|ช|อ|ต|	S|t|o|c:k|◊:S:h|o|t|
ส|ป|ร|ิ|ง|บ|อ:ร:์|ด|	S|p|r|i|n:g:◊|B:o|a:r|d|
ส|ป|ร|ู|ซ|เ:บ|ี:ย|ร:์|	S|p|r|u|c:e|◊:B:e|e|r|
ส|ป|ล|ิ|ต|ไ:ท|ป|์|	S|p|l|i|t|◊:T:y|p|e|
ส|ป|อ|ต|ไ:ล|ต:์|	S|p|o|t|◊:L:i|g:h:t|
ส|ป|อ|ร:์|ต|ค:ล|ั|บ|	S|p|o|r|t|◊:C:l|u|b|
ส|ป|ั|น|จ|์|เ:ค|้:ก|	S|p|o|n|g:e|◊|C|a:k:e|
ส|ป|ั:น|ช|ู|ก|า|ร:์|	S|p|u:n:◊|S|u|g|a|r|
ส|ม|อ:ล|ท:อ|ล:์|ก|	S|m|a:l:l|◊:T:a|l|k|
ส|ม|า|ร:์|ต|ก:า|ร:์|ด|	S|m|a|r|t|◊:C:a|r|d|
ส|ล|อ|ต|แ:ม|ช|ี|น|	S|l|o|t|◊:M:a|c:h|i|n:e|
ส|ว|ี|ต|พ:ิ|ก|เ:ก:ิ|ล|	S|w|e:e|t|◊:P:i|c|k|l:e|
ส|ว|ี|ต|ว|ิ|ล|เ:ล|ี:ย|ม|	S|w|e|e:t:◊|W|i|l|l|i|a:m|
ส|ุ|ก|ี|ย|า|ก:ี:้|	S|u|k|i:◊|Y|a|k:i|
ส|เ:ก|็|ต|บ|อ:ร:์|ด|	S|k|a|t:e:◊|B:o|a:r|d|
ส|เ:ต|ช|ั:น|แ:ว|ก|อ|น|	S|t|a:t|i:o:n|◊:W:a|g|o|n|
ส|เ:ต|น|ก|ล|า|ส|	S|t:a:i|n:e|d:◊:G|l|a|s:s|
ส|เ:ต|น|เ|ล|ส|ส|ต|ี|ล|	S|t|a:i:n|l|e|s:s:◊|S|t|e:e|l|
ส|เ:ต|ม|เ:ซ|ล:ล:์|	S|t|e:m|◊:C:e|l:l|
ส|เ:ต|ร|ต|ส|ไ:ท|ม:์|	S|t|r:a:i|t|s|◊:T:i|m:e:s|
ส|เ:ต|ล|เ:บ|ร|ด|	S|t|a:l|e:◊:B|r|e:a:d|
ส|เ:ต|็|ก|เ:ฮ:า|ส:์|	S|t|e|a:k:◊|H:o|u:s:e|
ส|เ:ต|็|ป|อ:ั|ป|	S|t|e|p:◊|U|p|
ส|เ:ป|เ:ช|ี:ย|ล|เ:อ|ฟ:เ:ฟ|ก:ต|ส:์|	S|p|e:c:i|a|l:◊|E|f:f|e:c:t|s|
ส|เ:ป|เ:ช|ี:ย|ล|เ:อ:ฟ|เ|ฟ|ก|ต:์|เ:ม|ก|อ:ั|ป|	S|p|e:c:i|a|l:◊|E|f|f:e|c|t|◊:M:a|k:e:◊|U|p|
ส:แ|ค|ว|ร:์|ร:ู|ต|	S|q|u:a|r:e:◊|R:o:o|t|
ส|แ:น|ก|บ:า|ร:์|	S|n|a:c:k|◊:B:a|r|
ส|แ:น|ป|บ|ี|น|	S|n|a:p|◊:B|e:a|n|
ส|แ:ป|ม|ค|ิ|ล|เ:ล|อ:ร:์|	S|p|a:m:◊|K|i|l|l|e:r|
ส|แ:ป|ร|์|ร|ิ|บ|	S|p|a:r|e|◊:R|i|b|
ส|โ|ล|จ|ิ|น|	S|l|o|e:◊:G|i|n|
ส|โ|ล|ว|์|โ:ม|ช|ั|น|	S|l|o|w|◊|M:o:t|i|o|n|
ส:ไ|ป|น|ี|ล|็:อ|บ|ส|เ:ต|อ:ร:์|	S|p|i:n|y|◊:L|o|b|s|t|e:r|
ส:ไ:ล|ด|์|ม:ั|ล|ต:ิ|ว|ิ|ช:ั|่:น|	S:l|i:d|e|◊:M:u|l|t:i:-|v|i|s:i:o|n|
อ|น:ิ|โ:ม|น|ฟ|ิ|ช|	A|n|e:m:o|n|e:◊:F|i|s:h|
อ:อ:ก|ซ:ิ:ไ|ด|ซ|ิ|ง|เ:อ|เ:จ|น|ท:์|	O:x|i:d|i|z|i|n:g:◊|A|g|e:n|t|
อ:อ|ฟ|ช|อ|ร|์|ค:ล|า|ส|	O|f:f|s:h|o|r|e|◊:C:l|a|s:s|
อ:อ|ฟ|ฟ|ิ|ศ|อ:อ|โ:ต:เ|ม|ช|ั:่:น|	O|f|f|i|c:e|◊:A:u|t:o|m|a:t:i|o:n|
อ:อ|ฟ|เ:ร|ก:ค:อ|ร:์|ด|	O|f:f|◊:R:e|c:o|r|d|
อ:อ|ร|ิ|จ|ิ|น|ั:ล|ซ|า|ว|น|ด|์|แ:ท|ร|็:ก|	O|r|i|g|i|n|a:l:◊|S|o|u|n|d|◊|T|r|a:c:k|
อ:อ|ร:์|ด|แ:น|น|ซ:์|เ:ซ:อ|ร:์:เ|ว|ย:์|	O|r|d|n|a:n|c:e:◊|S:u|r|v:e|y|
อ|อ|ร:์:เ|ด|ิ|ฟ|ร|์|	H:o:r|s:◊:D|’:o|e|u|v|r|e|
อ|อ|เ:ด|ิ|ฟ|	H:o:r|s:◊:D|':o:e|u:v|r:e:s|
อ|อ|เ:ด|ิ|ร:์|ฟ|	H:o:r|s:◊:D|':o:e|u:v|r|e|
อ:ะ|ค|ร|ิ|ล|ิ|ก|เ:ร|ซ|ิ|น|	A|c|r|y|l|i|c|◊:R:e|s|i|n|
อ:ะ|ค|า:เ|ด|ม|ี|อ|ว|อ:ร:์|ด|	A|c|a|d:e|m|y:◊|A|w|a:r|d|
อ:ะ|ต:อ:ม|ม|ิ|ก|บ:อ|ม:บ:์|	A|t:o|m|i|c|◊:B:o|m:b|
อ:ะ|ล|ิ|ฟ|า|ท|ิ|ก|ไ:ฮ|ด|ร|อ:ก:ซ|ี|แ:อ|ซ|ิ:ด|	A|l|i|p:h|a|t|i|c|◊:H:y|d|r|o:x|y:◊|A|c|i:d:s|
อ:ะ|ล|ู:เ:ช|ี:ย|น|โ:ล|ว:์|	A|l:e|u:t|i|a:n|◊:L:o|w|
อ:ะ|โ:ค|ร|ม|า|ต|ิ|ก|เ:ล|น|ส:์|	A|c:h:r|o|m|a|t|i|c|◊:L:e|n|s|
อ:ั|น|ด|อ|ร:์|ร|า|ล|า|เ:ว|ล|ล|า|	A|n|d|o|r|r|a|◊:L|a|◊:V:e|l|l|a|
อ:ั|น|ต|ิ|ก|ั:ว|แ:อ|น|ด:์|บ:า|ร|์:บ:ู|ด|า|	A|n|t|i|g|u:a:◊|A|n|d|◊:B:a|r|b:u|d|a|
อ:ั|น|ว|ิ|น|,|◊|เ:ซ:อ|ร:์|เ:ร|ย:์|ม|อ|น|ด:์|	U|n|w|i|n|,|◊|S:i|r|◊:R:a|y|m|o|n|d|
อ:ั|ป|ไ|ซ|ด|์|ด|า:ว|น|์|เ:ค|้:ก|	U|p|s|i|d:e|-|d|o|w:n|◊|C|a:k:e|
อ:ั:ล|ก|ั:ล|บ|ล|ู:ม|	A:l|g|a:l:◊|B|l|o:o:m|
อ:ั:ล|จ:า|ซ|ี|ร|า|	A:l|◊:J:a|z|e:e|r|a|
อ:ั:ล|ม|า|อ:า|ต|า|	A:l|m|a:◊|A|t|a|
อ:ั:ล|ไ|ซ|ค|์|โ:ค|ล|เ:ว|อ:ร:์|	A:l|s|i|k:e|◊|C|l:o|v|e:r|
อ:า|บ|ู|ด|า|บ|ี|	A|b|u|◊:D|h:a|b|i|
อ:า|ร:์|ก|ต|ิ:ก|เ:ซ:อ|ร:์|เ:ค|ิ|ล|	A|r|c|t|i:c:◊|C:i|r|c|l|e|
อ:า|ร:์|ต|เ:ว:ิ|ร:์|ก|	A|r|t:◊|W:o|r|k|
อ:า|ร:์|ต|เ:ฮ|า|ส|์|	A|r|t|◊:H:o|u|s|e|
อ:า|ร|์:น|ู:โ|ว|	A|r|t:◊:N|o:u:v|e:a:u|
อ:า|ร:์|ร:ี|เ|น|ี:ย|ส|อ|า:ร:์|เ:ซ|น|ิ|ค|	A|r|r|h|e:n|i|u:s|◊:A|r|s|e:n|i|c|
อ:า|ร|์|เ:ด|โ|ก|	A|r|t|◊:D:e|c|o|
อ:า|ร:์|เ:ม|อ|ร:ี|โ:ช|ว:์|	A|r|m|o|r:y:◊|S:h:o|w|
อ:ิ|ก|น|ิ|ช:ั|น|ค:อ|ย:ล:์|	I|g|n|i|t:i:o|n|◊:C:o|i:l|
อ:ิ|น|เ:ด|ี:ย|น|ซ:ั|ม|เ:ม|อ:ร:์|	I|n|d|i|a:n|◊:S:u|m|m|e:r|
อ:ิ|เ:ค:ว|ท|อ|เ:ร|ี:ย|ล|ก|ิ|น|ี|	E|q:u|a:t|o|r|i|a:l|◊:G:u|i|n|e:a|
อ:ิ|เ:ล|็|ก|ต|ร|อ|น|เ:ล|น|ส:์|	E|l|e|c|t|r|o|n|◊:L:e|n|s|
อ:ี|ฟ|น|ิ|ง|พ|ร|ิ|ม|โ|ร|ส|	E|v:e|n|i|n:g:◊|P|r|i|m|r|o|s:e|
อ:ี|ส|ต:์|อ:อ|ส|เ:ต|ร|เ:ล|ี:ย|น|	E|a:s|t|◊:A:u|s|t|r:a|l|i|a:n|
อ:ู|ล|า|น|บ:า|ต|อ|ร:์|	U|l|a|n|◊:B:a|t|o|r|
อ|เ:ม|ร:ิ|ก|ั:น|อ:ิ|น|เ:ด|ี:ย|น|	A|m|e:r:i|c|a:n:◊|I|n|d|i|a:n|
อ|เ:ม|ร:ิ|ก|ั:น|แ:ช|ร|์|	A|m|e:r:i|c|a:n:◊|S:h:a|r|e|
อ|เ:ม|ร:ิ|ก|ั:น|ไ:อ|ว:ี:่|	A|m|e:r:i|c|a:n:◊|I|v:y|
อ|เ:ม|ร:ิ|ก|า:ค|ั:พ|ค|ล|า|ส|	A|m|e:r:i|c|a:◊:C|u:p:◊|C|l|a|s:s|
ฮ|อ|ต|ด:อ|ก|	H|o|t|◊:D:o|g|
ฮ|อ|ต|เ:พ|ป|เ:ป|อ:ร:์|	H|o|t|◊:P:e|p|p|e:r|
ฮ|อ|ต|แ:พ|น|ต|ส:์|	H|o|t:◊|P|a:n|t|s|
ฮ|อ|ต|ไ:ล|น|์|	H|o|t|◊:L:i|n|e|
ฮ|อ|ล|ล:ิ|ว:ู|ด|	H|o|l|l:y:◊|W:o:o|d|
ฮ|า|ร:์|ด:ด:ี|ค:ร|อ|ส|ส:์|	H|a|r|d:y|◊:C:r|o|s|s|
ฮ|า|ร:์|ด|ไ:ด|ร|ฟ:์|	H|a|r|d:◊|D|r|i:v:e|
ฮ|ิ|ต|ช|์|ไ:ฮ|ก|์|	H|i|t|c|h|◊:H:i|k|e|
ฮ|ิ|ป:ฮ|็:อ:ป|	H|i|p:◊:H|o:p|
ฮ:ิ:ว|ม|ิ:ก|ก|ล|ี:ย:์|	H:u|m|i:c:◊|G|l|e:y|
ฮ|ู|ล:า|ฮ:ู|ป|	H|u|l:a:◊|H:o:o|p|
ฮ|่:อ|ง|ก|ง|	H|o|n:g:◊|K|o:n:g|
เ:ก|ร|ต|เ|ท|ส|ต:์|ฮ:ิ|ต|ส:์|	G|r|e|a|t:e|s|t|◊:H:i|t|s|
เ:ก|ส|ต:์|ส:ป|ี|ก:เ:ก|อ:ร:์|	G:u:e|s|t|◊:S:p|e|a:k|e:r|
เ:ก|ส|ต:์|เ:ฮ|า|ส|์|	G:u:e|s|t|◊:H:o|u|s|e|
เ:ค|ป|ด:อ|ก|เ:ต|อ|ร:์|	C|a:p:e|◊:D:o|c|t|o|r|
เ:ค|ป|เ:ท|า|น:์|	C|a:p|e:◊:T|o:w|n|
เ:ค|ป|เ:บ|ร|ต|ั|น|	C|a:p|e:◊:B|r:e|t|o|n|
เ:ค|ป|เ:ว|อ:ร:์|ด|	C|a:p|e:◊:V|e:r|d:e|
เ:ค|ร|ด|ิ|ต|ก:า|ร:์|ด|	C|r:e|d|i|t|◊:C:a|r|d|
เ:ค|ร|ด|ิ|ต|ฟ|อ|ง|ซ|ิ|เ:อ|ร:์|	C|r:e|d|i|t|◊:F|o|n|c|i|e|r|
เ:ค|ร|น|ส:์|บ|ิ|ล|	C|r:a|n:e|':s:◊|B|i|l:l|
เ:ค|ร|ป|ซ:ู:เ|ซ|ต|ต|์|	C|r:e|p:e:◊|S:u|z:e|t|t|e|
เ:ค|ร|ป|เ:ด|อ:ช|ี|น|	C|r:e|p:e|◊:D:e|◊:C:h|i|n:e|
เ:ค:า|น|ต:์:เ|บ|ซ|ี|	C:o|u:n|t|◊:B|a:s|i:e|
เ:ค:า|น|์|ด|า|ว|น:์|	C:o|u:n|t|◊:D|o|w|n|
เ:ค|า|น:์|ต|ี|บ|ะ:ร|ะ|	C|o:u|n|t:r|y|◊:B|o:r:o|u:g:h|
เ:ค:เ|บ|ิ:ล|ท:ี|ว:ี|	C:a|b|l:e:◊|T|v|
เ:จ:น|เ:น|อ:เ|ร|ช:ั|่:น|ว:า:ย|	G:e|n|e|r:a|t:i:o|n|◊:Y|
เ:จ|ฟ|เ:ฟ|อ:ร:์|ส|ั|น|ซ|ิ|ต|ี|	J|e:f|f|e:r|s|o|n|◊:C|i|t|y|
เ:จ|ล|ด|า:ห:์|ล|ไ:น|โ:ต|ร|เ:จ|น|	K:j:e|l|d|a:h|l|◊:N:i|t|r:o|g|e:n|
เ:จ:๊|ต|ส|ก|ี|	J:e|t:◊|S|k|i|
เ:จ:๊|ต|เ:ซ|ต|	J:e|t:◊|S|e:t|
เ:จ:๊|ต|แ:ล:็|ก|	J:e|t:◊|L:a|g|
เ:ช|ก|แ:ฮ|น|ด:์|	S:h:a|k|e:◊:H|a:n|d|
เ:ช|ม|เ:บ|อ:ร:์|ม|ิ:ว|ส|ิ|ก|	C:h:a|m|b|e:r|◊:M|u|s|i|c|
เ:ช|ส|เ:ต|อ:ร:์|ต|ั|น|,|◊|จ|ี:.:เ|ค|.|	C:h:e|s|t|e:r|t|o|n|,|◊|G|.|◊:K|.|
เ:ช|อ:ร:์|ร:ี:่|บ|ร|ั:่:น|ด|ี|	C:h:e|r|r:y|◊:B|r|a:n|d|y|
เ:ช|็:ก|เ:อ:า|ต:์|	C:h:e|c:k:◊|O:u|t|
เ|ช|็|พ|เ|ฟ|ิ:ร:์|ด|ส|เ:พ|ิ|ร:์|ส|	S|h|e|p|h|e|r|d|':s:◊|P|u|r|s:e|
เ:ซ|ก|ค|ี|ด:ิ|ส:ค:์|	S|e:c|c:h|i|◊:D:i|s:k|
เ:ซ|ก:ั|น|ด:์|แ:ฮ|น|ด:์|	S|e:c:o|n|d|◊:H:a|n|d|
เ:ซ|น|ต|์|จ:อ|น|ส:์|	S:a:i|n|t|◊|J:o:h|n:'|s|
เ:ซ|น|ต|์|จ:อ|ร:์|เ:จ|ส|	S:a:i|n|t|◊|G:e:o|r|g:e:'|s|
เ:ซ|น|ต:์|ล|ู|เ:ซ|ี|ย|	S:a:i|n|t|◊:L|u|c|i|a|
เ:ซ|น|ต:์|ว:ิ|น|เ:ซ|น|ต|์|แ:อ|น|ด|์|เ|ก:ร|น|า|ด|ี|น|ส:์|	S:a:i|n|t|◊:V:i|n|c|e:n|t|◊|A|n|d|◊:T:h|e|◊:G:r|e:n|a|d|i|n:e|s|
เ:ซ|น|เ:ซ|อ:ร:์|ร|า:ว|ด:์|	S|e:n|s|u:r|◊:R|o|u:n:d|
เ:ซ|ฟ|ต:ี|เ:บ|ล|ต:์|	S|a:f|e:t:y|◊:B:e|l|t|
เ:ซ|ฟ|เ:ซ|็|ก:ส:์|	S|a:f|e:◊:S|e|x|
เ:ซ|ฟ|เ:ฮ|า|ส|์|	S|a:f:e|◊:H:o|u|s|e|
เ:ซ:อ|ร:์|ว:ิ|ล|เ:ล|ี:ย|ม|	S:i|r|◊:W:i|l|l|i|a:m|
เ:ซ|อ:ร:์|ว|ิ|ส|ค:อ|ร:์|ต|	S|e:r|v|i|c:e:◊|C:o:u|r|t|
เ:ซ:อ|ร:์:เ|ฟ|ร|เ:ด:อ|ร|ิ:ก|	S:i|r|◊:F|r:e|d:e|r|i:c:k|
เ:ซ:อ|ร:์|ไ:อ|แ|ซ|ก|	S:i|r|◊:I:s|a|a|c|
เ:ซ|า|ธ:์|อ:ิ|เ:ค:ว|ท|อ|เ:ร|ี:ย|ล|	S|o:u|t:h:◊|E|q:u|a:t|o|r|i|a:l|
เ:ซ|า|เ:ท|อ:ร:์|ล|ี|บ:ั|ส|เ:ต|อ:ร:์|	S|o:u|t:h:e|r|l|y|◊:B:u|s|t|e:r|
เ:ซ|า|เ:ท|อ:ร:์|ล:ี|เ:บ|ิ|ร:์|ส|เ:ต|อ:ร:์|	S|o:u|t:h:e|r|l:y:◊|B|u|r|s|t|e:r|
เ:ซ|า|โ:ต|เ|ม|	S|a|o|◊:T|o:m:e|
เ|ซ|า|โ:ต|เ:ม|แ:อ|น|ด:์|ป:ร|ิ|น|ซ:ิ:เ|ป|	S|a|o|◊:T:o|m|e:◊:A|n|d|◊:P:r|i|n|c:i|p:e|
