ה|י:ט:פ|י|ל|ד|	H|e:t:f:i|e|l|d|
ו|א|ל|י|ר|י|	V|a|l|e|r|i|
פ|א|ז|י|ו|	F|a|z|i|o|
א:ד:ם|	A:d:a:m|
פ:ר:י|י:ז:ר|	F:r|a:s:e:r|
נ:פ:ז|י|	N:e:f:z|i|
ס|א|מ|י|	S|a|m|i|
ק|י|י|ז|ו|	K|e|i|z|o|
א:י|י:ל:ה|	A|y:a:l:a|
ה|א|ר|ל|א|ן|	H|a|r|l|a|n|
מ|ו|ש:י:ו|	M|o|s:h:o:e:u|
ק|א|מ|פ|ף|	K|a|m|p|f|
מ|א|ד|ר|ו:צ:ו|	M|a|d|r|u:z:z:o|
ג|ו|נ|י:ט:ש|י:ר:ו|	J|u|n|i:c|h:i:r:o|
נ|י|ב|ו|ל|א|	N|i|v|o|l|a|
ט|י|ב:ט|	T|i|b:e:t|
ר:ק|פ|י|	R:e:x:h:e|p|i|
מ|ו|ס|א|מ|פ|א|	M|u|s|a|m|p|a|
ר:ו:ס|י|נ|י|	R:o:s:s|i|n|i|
ק|א|ל|א|ט:ש|	K|a|l|a|c|
ד|י|ק:פ:ר|י|ו|	D|i|c:a:p:r|i|o|
א|ו|ג|ו|ס|ט|ו|	A|u|g|u|s|t|o|
א:ט:נ|ב|ו|ר:ו|	A:t:t:e:n|b|o|r:o:u:g:h|
ש:ז|ר|	S:h:a:z:a|r|
ק|ל|א|נ|ס|י|	C|l|a|n|c|y|
י:ו:ג|י:י:ן|	U:g:y:e|n|
ד:י:ט|ר:י:ך|	D:i:e:t|r:i:c:h|
מ|א|ט|י|ו|	M|a|t|e|o|
ר:י|ה|א|ג|ל|	R:e:h|h|a|g|e:l|
ע|ס:א:ף|	A|s:s:a:f|
ו|נ:ט|ו|ו|ר|ת|	W|e:n:t|w|o|r|t:h|
ו|י:י|ד|	W|a|d:e|
ה|ו|נ|ק|ה|	H|u|n|k|e|
ק|ו|מ|ו|ד|ו|	K|o|m|o|d|o|
ק|י|ש|י|מ|ו|ט|ו|	K|i|s:h|i|m|o|t|o|
ג|א|ז|פ|ר|ו|ם|	G|a|z|p|r|o|m|
ר|ו|ג|י|ר|י|ו|	R|o|g|e|r|i|o|
ב|ס:מ:ה|	B|a:s:m:a|
ב:ר:א|ג|א|ן|	B:a:r:r:a|g|a|n|
ק|נ|ו|ט|	K|n|u|t|
ש|מ:ה|	S:h|a:m:m:a|
ג:'|א|נ|י|ס|	J|a|n|i|s|
ד|ו|ד|ו|מ|א|	D|o|d|o|m|a|
מ|ו|נ|א:י:ט|י|ס|	M|u|n|i:t|i|s|
ק|ו|ה|י:י|ד|	C|o|h|a|d:e|
מ|ו|נ|י|ק|א|	M|o|n|i|c|a|
ט|ו|מ|א|ר|ט|	T|u|m|a|r|t|
ב|ט|א|ט|ו|	B|a:t|a|t|u|
ז|ו|ע|ב|י|	Z|u|a|b|i|
ש:ו|מ:א:ן|	S:c:h:u|m:a:n:n|
א|ו|נ|ו|	A|o|n|o|
ב|ו|נ|ו|	B|o|n|o|
מ|א|ה|ו|ט|	M|a|h|u|t|
מ|א|ד|י|ר|א|	M|a|d:e|i|r|a|
מ|א|ר|ל|ו|ן|	M|a|r|l|o|n|
ע:י|ס|א|ם|	I|s|a|m|
ר|א|ד|ו|א|נ|ס|ק|א|	R|a|d|w|a|n|s|k|a|
ב|ר|י:ט:ש|י|ט|	B|r:e|c:h|e|t|
ה:א:ה|נ|י|ל|	H:a:e:h|n|e|l|
ר|ו|ש|ד|י|	R|u|s:h|d|y|
מ:י:נ|י|	M:i:n:n:i|e|
מ|א|ג|ל:א:ן|	M|a|g|e:l:l:a:n|
ג:'|ו:י:ס|	J|o:y:c:e|
ב:ר:ל|ס|ק|ו|נ|י|	B:e:r:l:u|s|c|o|n|i|
ל|ו|ק|	L|u|c|
ג:י:ב|ז|	G:i:b:b|s|
א|ל|י:ה:ו|	E|l|i:y:a:h:u|
צ|'|ו|י|ק|ו|ב|	C|h|u|i|k|o|v|
ה:א:נ|י|ס|	H:a:n:n|e|s|
מ|א|ר|ו|ן|	M|a|r|o|n|
מ|ר|ו|ם|	M:a|r|o|m|
ש|מ|ו|נ|ה|	S:h|m|o|n|a|
ב|ר:ו:ק|	B|r:o:o:k|
ק|א|ט|ב|	K|a|t:e|b|
ס|א|ר|ו:ט|	S|a|r|r:a:u:t:e|
מ|א|ר|ו|ק|	M|a|r|o|c|
ש:ד:ר|ו:ת|	S:d:e:r:o|t|
ס|י:נ:ג|	S|i:n:g:h|
מ:צ|ל|ד|ר|	M:e:t:z:e|l|d|e:r|
ו:י:ס|י|	V:e:s:e|y|
נ:ס:ט|א|	N:e:s:t|a|
ו|ל|ה|א|	V|e:l|h|a|
ד|א|נ|ש:ו:ו|ר|	D|a|n|e:s:h:v:a|r|
ל|א|מ|ב|ר|י|כ:ט:ס|	L|a|m|b|r|i|c:h:t:s|
ס|א|ו|י|ר|י|ס|	S|a|w|i|r|i|s|
ע|ו:ת|מ|א|ן|	U|t|h:m|a|n|
ש|י|נ|א|ו|א|ט|ר|א|	S:h|i|n|a|w|a|t|r|a|
מ|א|ה|י|א|ד|י|	M|a|h|y|a|d|i|
ו|ו|נ|ג|ל|ו|ס|	V|e|n|g|l|o|s|
ה|א|ט|ו|ר|י|	H|a|t:t|o|r|i|
מ:ל:ח|ו|	M:e:l:h|o|
א:י|נ|ג|מ|א|ר|	I|n|g|m|a|r|
ק|א|ר|ל|ס:ן|	C|a|r|l|s:e:n|
ג|ו|י|ל|י|ר|מ|ו|	G|u|i|l:l|e|r|m|o|
א:מ:י|	E:m:m:y|
ג|ב:ע:ת|	G|i:v:a:t|
א|ס|נ|א|	E|s|n|a|
ז:י:מ|ר|מ|א|ן|	Z:i:m:m:e|r|m|a|n|
ק:ו:צ|'|א|ק|	K:u:s:z:c|z|a|k|
ק|א|ר|ו|ל|	K|a|r|o|l|
ע:ס|א|ם|	E:s:s|a|m|
ס:ג:א|	S:e:g:a|
ד|ו|ר|ו:ת:י|	D|o|r|o:t:h:y|
ט|א|ל|י|ב|א|ן|	T|a|l|i|b|a|n|
א:י|ז|'|א|	A|s|i|a|
ס|ט|י|פ:ן|	S|t|e|p:h:e:n|
א:י|י|י|	I|i|i|
ב|ר|א|ד|	B|r|a|d|
ק|א|ז|א:כ:ס|ט|א|ן|	K|a|z|a:k:h:s|t|a|n|
ד:ל:א|ל|	D:a:l:a|l|
ו|א|ל|נ|ט|י|נ|ו|	V|a|l:e|n|t|i|n|o|
ג|י|ו|ר|ג|י|ו|ס|	G|e|o|r|g|i|o|s|
ח:א:ט|ר|	K:h:a:t:e|r|
ו|א|ל|נ|ט|י|ן|	V|a|l:e|n|t|i|n:e|
ק|ו|ר|ס|י|ט|י|	C|o|r|s|e|t:t|i|
מ|ו|ר|	M|o|r:e|
ד|א|נ|י|א|	D|a|n|i|a|
ה|א|ד:ו:ק|	H|a|d:d:o:c:k|
ה:א:נ|י|ג|א|ן|	H:a:n:n|i|g|a|n|
ה|י|ל|פ|מ|א|ן|	H|e|l|p|m|a|n|
ס|א|ו|א|ש|י|ר|ו|	S|a|w|a|s:h|i|r|o|
מ:ו:ק|י:י:ז|י|	M|u:k:a:s:e|y|
ק|א|מ|פ|ס|	C|a|m|p|s|
ק|ל|י|מ:נ:ט|	K|l|i|m:e:n:t|
ר:מ:ז|א|ן|	R:a:m:z|a|n|
ט|י|מ|ב|ר|ל|י:י|ק|	T|i|m|b|e:r|l|a|k:e|
ז:א:פ|ו|ר|	Z:a:f:o|u|r|
ל|ו|ק:א:ס|	L|u|k:a:s:z|
מ|י|ג|	M|e|g|
ב:נ|א|ז|י|ר|	B:e:n|a|z|i|r|
ק|א|נ|י|ו|	C|a|n|i|o|
ק|א|ט|ל|י|ג|ו|	K|a|t|l|e|g|o|
מ|א|נ|ד|א|ל|א|	M|a|n|d|a|l|a|
ז|ב|י|	Z|v|i|
ג|א|ב|ר|	G|a|b|e:r|
ד|ר|א|ג|י|ל|א|	D|r|a|g|i|l|a|
פ:א:י|א|ד|	F:a:y:y|a|d|
ד|ו|מ|י|נ|ג|ו|	D|o|m|i|n|g|o|
ב|ר|ט|ו|ל|ט|	B|e:r|t|o|l|t|
ק|ר|ו|מ:ו:ו|ל|	C|r|o|m:w:e:l|l|
א:י|י:ס|י|ס|	I|s|i|s|
נ|ח:ו:ם|	N|a:h:u:m|
ק:ר:ב|	K:r:a:v|
ק|י|ר|ז|ה|א|ק|ו|ב|	K|e|r|z|h|a|k|o|v|
ב|א|נ|ד|ל|ר|	B|a|n|d|l|e:r|
פ|א|ס|ק|ו|א|ל|י|ט|י|	P|a|s|q|u|a|l|e|t:t|i|
ג|'|ו|ר|ג:':י|	G|e|o|r|g:i|
ב|א|מ:ר|	B|a|m:m:e:r|
ב:ו|ז|א:ר:ה|	B:o:u|z|a:r:a:h|
פ:ו:ל|ק|	P:o:l:l:a|k|
ד|י|י|מ|ו|ס|	D|e|i|m|o|s|
נ|א|ט|א|ל|י|א|	N|a|t|a|l|i|a|
פ:ה:מ|י|	F:a:h:m|i|
ק|י|ס|ט|	K|i|s|t|
ג:'|י:י:ק|ו|ב|	J|a:c|o|b|
ב:ק|י|	B:a:e:c:k|e|
ו:א:ז|א|ן|	W:a:z:z|a|n|
מ|ו|ר|ג|נ|ר|	M|o|r|g|n|e:r|
ו|י|נ|צ:':י|נ|ז|ו|	V|i|n|c:e|n|z|o|
פ|ל|א|ס:נ:ט|י|	P|l|a|c:e:n:t|e|
נ|א|ב|א|ס|	N|a|v|a|s|
ט|ר|א|נ|ס|א|ט|	T|r|a|n|s|a|t|
ב|י|ס|מ|י|ל:ה|	B|i|s|m|i|l:l:a:h|
ק|ל|א|מ:פ:י|ט|	C|l|a|m:p:e:t|t|
ר|א|ט|ב|	R|a|t:e|b|
ה|ו|ל|ו|ד|ו|מ|ו|ר|	H|o|l|o|d|o|m|o|r|
ר:ו:ו|ן|	R:o:w:e|n|
פ|ו|ס|ל|י|	F|u|s|e:l|i|
ק|ו|ט|א|ר|ו|	K|o|t|a|r|o|
ו|א|נ|ג|י|ל|י|ס|	V|a|n|g|e|l|i|s|
ט|	T|
ק|א|י|ו|מ|י|	K|a|y|u|m|i|
ס|א|ק|א|מ|ו|ט|ו|	S|a|k|a|m|o|t|o|
ק|ו|נ|ס|ט|א|נ|ט|א|	C|o|n|s|t|a|n|t|a|
א|ס|א|ט|י|א|נ|י|	A|s|a|t|i|a|n|i|
מ:ו:ג|	M:o:o:g|
ג|נ:י:ם|	G|a:n:i:m|
ס|א|ב|א|ו|	S|a|b|a|u|
ס|א|ב|א|ט|	S|a|b|a|t|
ט|א|ר|א|נ|ט|י|נ|ו|	T|a|r|a|n|t|i|n|o|
א:ף|	F|
מ|א|ש:י:ן|	M|a|c:h:i:n:e|
ע|א|ט|ף|	A|a|t:e|f|
מ|י|ל|א|ד|	M|i|l|a|d|
פ:י|ק:א:ל|ס|ט|ו|	P|y:k:a:l:i|s|t|o|
מ|ר|ג:'|א|ן|	M:a|r|j|a|n:e|
ט|א|ד|י:ט:ש|	T|a|d|i:c|
י|א|ק|י|ן|	Y|a|k|i|n|
ג|'|א|נ|ל|ו|י|ג:':י|	G|i|a|n|l|u|i|g:i|
ג:'|ו|א|ו|	J|o|a|o|
ב|י|ש|ר|	B|e|c:h:e|r|
ב|ר|ו|נ|ר|	B|r|u|n|e:r|
י:א:נ|י|ס|	Y:i:a:n:n|i|s|
ג|א|נ|י|ס|	G|a|n|i|s|
ב|ו|ר|ק:ה|א:ר:ט|	B|u|r|c:k:h|a:r:d:t|
מ:ק:ל|י:ן|	M:c:l:e:a|n|
ס|א|ד|י|ק|	S|a|d|i|q|
ב:י:נ|ו|	B:e:n:n|o|
ס|ב:א:ח|	S|a:b:a:h|
ר|ו|נ|ד|ו|נ|י|א|	R|o|n|d|o|n|i|a|
ס|ב|י|ט|ק|ו|ב|י:ט:ש|	C|v|e|t|k|o|v|i:c|
ד|ל|ה|י|	D:e|l|h|i|
ב|ל|י:י|ק|	B|l|a|k:e|
ק:ו|י:ל:מ|א|נ|ס|	C|e:u:l:e:m|a|n|s|
ר|א|ז|ב|א|ן|	R|a|z|v|a|n|
ש:ו|	S:h:a:w|
ב:נ|י|	B:e:n:n|y|
ד|א|ר:י:ל|	D|a|r:r:e:l:l|
ד:א:ר|	D:a:a:r|
ג:ז:א|ל|	G:h:e:z:a|l|
ס|י|ק|ט|י|ב|ק|א|ר|	S|y|k|t|y|v|k|a|r|
ג|א|ל|ו:ו:א|נ|י|	G|a|l|v:a|n|i|
ס|ו|מ|א|	S|o|m|a|
ש:נ:א|י:ד:ר|	S:c:h:n|e:i:d:e:r|
ר|א:ב:ח|	R|a:b:a:h|
ד|י|מ|י|צ:':ל|א|ס|	D|e|m|i|c:h:e:l|i|s|
ל|י|ד|י|א|	L|y|d|i|a|
מ|א|ג:'|ו|ס|ק|י|	M|a|j|e:w|s|k|i|
מ|י|ה|ו:ב:י|	M|i|h|o:u:b:i|
ש|י|נ|ק|א|נ|ס:ן|	S:h|i|n|k|a|n|s:e:n|
י|א|ר|ט|ס|י|ב|	Y|a|r|t|s|e|v|
ט|ב|י|ל|י|ס|י|	T|b|i|l|i|s|i|
מ:ג:נ|י|	M:e:g:h:n|i|
ל:ו|ט|ו|ן|	L:a:w|t|o|n|
ב|א|ר|ב:ו:ר|	B|a|r|b:o:u:r|
א|ו|ג|ס|ב:ר:ג|	A|u|g|s|b:u:r:g|
ג|נ|א|ק|ו|	G|n|a|k|o|
מ|ו:ר:ו|	M|o:r:r:o:w|
ל|א|ס|ק|א|ר|י|נ|א|	L|a|s|k|a|r|i|n|a|
ט:מ:ב|ל|	T:a:m:b:a|l|
ק|א|פ|ל|י|נ|ס|ק|י|	K|a|p|l|i|n|s|k|y|
ו|א|ר|נ|ה|א:ג:ן|	V|a|r|n|h|a:g:e:n|
ס|ט:י:פ|	S|t:i:p:e|
ע|ב|ד|א|ל:ל:ה|	A|b|d|u|l:l:a:h|
ר|א|י|מ:א:ן|	R|e|i|m:a:n:n|
ה|ו|ק|ו|ס|א|י|	H|o|k|u|s|a|i|
ב|ר:י:ז|	B|r:e:e:z:e|
ס|י|ב|י|ר|ו|	S|e|v|e|r|o|
ק:י:ן|	K:e:a:n:e|
פ|א|ל|א:נ:י|ו|ק|	P|a|l|a:h:n:i|u|k|
ס|ד:א:ם|	S|a:d:d:a:m|
ר|ו|ד|נ:י|	R|o|d|n:e:y|
ל:מ:י|א|ג:ר:י|	L:a:m:y|a|g:h:r:i|
ל|ו|א|ק|	L|o|i|c|
ג:':י|י:מ:י|	J|a:i:m:e|
ו|א|ר|ה|ו|ל|	W|a|r|h|o|l|
ד|ר|א|ג|א|ן|	D|r|a|g|a|n|
ב:ן|	B:e:n:n|
ג|י|נ|ש|ו|	G|e|n|s:h|o|
מ|ב|א|מ|ב|א|	M|b|a|m|b|a|
ו|א|ט|ר|ו|ס|	W|a|t|r|o|s|
ו:א:ס|ר|מ|א|ן|	W:a:s:s:e|r|m|a|n|
ר|ו|ד|ז|י|ק|	R|o|d|z|i|k|
ס|ו|י|ר|	S|o|y|e:r|
ש:י|	S:h:a:y|
ו|י|ש|נ|י|ב|א|	V|i|s:h|n|e|v|a|
א|מ|א|נ|ד|א|	A|m|a|n|d|a|
ל:נ:ב|	L:e:n:e:v|
ג:י:מ|י|	G:i:m:m|e|
ש|ר|י|ק|י|	S:h|r|i|k|i|
ו|י|ט|מ|א|ן|	W:h|i|t|m|a|n|
ק|א|ר|ט|א|ג|י|נ|א|	C|a|r|t|a|g|e|n|a|
נ:ס|י|ם|	N:e:s:s|i|m|
ח|ד|י|ד|	H:a|d|i|d|
מ:ס:ע|ו|ד|	M:a:s:s:o|u|d|
פ|ו|ר|ט|ר|	P|o|r|t|e:r|
מ:פ:י|ל|א|	M:p:h:e|l|a|
מ|י|ר|ו|ן|	M|i|r|o|n|
ו|א|ד|י|ח|	W|a|d|i|h|
פ|א|ט|ו|ן|	F|a|t:t|o|n|
נ|א|ו|ה|י|ר|ו|	N|a|o|h|i|r|o|
ג|ר|י|ן|	G|r:e|e|n:e|
ו|א|ל|נ:ס:י|א|	V|a|l|e:n:c:i|a|
ק|ו|ר:ב:ט|	K|o|r:b:u:t|
ה|ו|ס|י:ט:ש|	H|o|s|i:c|
ו|ד:י:ע|	W|a:d:i:e|
ל|ו|ג|ו|פ|י|ט|	L|o|g|o|f|e|t|
ס|א|ל|ב|א|ט|ו|ר|י|	S|a|l|v|a|t|o|r|e|
ק|ו|ר|ב|ו|ס|י|י|ה|	C|o|r|b|u|s|i|e|r|
ל:ך|	L:e:c:h|
י|א|מ|א|ד|א|י|י|ב|	Y|a|m|a|d|a|y|e|v|
ל:א|י|נ|ו|ס|	L|i|n|u|s|
צ:':ק|	C:e:c:h|
א:ד|א|ן|	A:d:h|a|n|
ו|א|ד|י|ם|	V|a|d|i|m|
ז|א|ל|א|י|י|ט|א|	Z|a|l|a|y|e|t|a|
ב|י|ב|ר|	B|i|b|e:r|
פ|י|ר|י|נ|ק|	F|e|r|e|n|c|
א:ו:ק|ט|א|ב|י|ו|	O:c|t|a|v|i|o|
נ:ו|ב|ל|	K:n:o|b|e:l|
ק|י|ר|ו|ב|	K|i|r|o|v|
ק|ו|א|נ:ז:א|	K|w|a|n:z:a:a|
ל|ו|ק|א|ר|י|ל|י|	L|u|c|a|r|e|l:l|i|
ד|י|א|מ|א|נ|ט|י|נ|ו|	D|i|a|m|a|n|t|i|n|o|
ז:ר:ו|א|ל|י|	Z:e:r:o:u|a|l|i|
נ|א|ק|א|מ|א|צ:ו|	N|a|k|a|m|a|t:s:u|
ג:'|א|ס|י:ק|	J|a|c:e|k|
ל:ב:ן|	L:a:b:a:n|
ה|א|ר|ד|א|ו|י|י|	H|a|r|d|a|w|a|y|
ג:'|נ:ס:ן|	J|e:n:s:e:n|
ד|ז|ו|ר|י|נ|ד|א|	D|z|u|r|i|n|d|a|
ב|י|נ|ג|ו|	B|i|n|g|u|
ט|ו|פ|א|ל|	T|o|p|a|l|
ט|ו|נ|י|ס|	T|u|n|i|s|
א|ס|ו|נ|ס|י|ו|ן|	A|s|u|n|c|i|o|n|
ל:י:ר|	L:e:a:r|
ק|ו|י|ם|	Q|u|i|m|
ס|ו|ב|ו|ר|ו|ב|	S|u|v|o|r|o|v|
ל|י|ל|י|נ:ט:א|ל|	L|i|l|i|e:n:t:h:a|l|
מ:א:י|ק:ל|ז|	M:i|c:h:a:e:l|s|
מ|א|ר|ז|ל|	M|a|r|z|e:l|
ק:ו:א|ל|י|א|ר|י|ל|א|	Q:u:a:g|l|i|a|r|e|l:l|a|
ס:ל:י|מ|י|	S:e:l:l:i|m|i|
א|ק|ר|ו|ב|א|ט|	A|c|r|o|b|a|t|
ב|ר|ט|י|ן|	B|e:r|t|i|n:e|
מ|א|ד|ל|ו|נ|ג|	M|a|d:e|l|u|n|g|
ז|א|ג|א|ל|ו|	Z|a|g|a|l:l|o|
ז|ד|י|נ|י|ק|	Z|d|e|n|e|k|
ו:א:ס|א|ר|א|ס|	V:a:s:s|a|r|a|s|
ס|א|ר|א|	S|a|r|a|
צ:':ו|ט|ו|ס|	C:h:o:u|t|o|s|
ו|א|נ|ג|	W|a|n|g|
מ:א:נ|י|ן|	M:a:n:n|i|n|
א:י|ט|ו|ר|י|	E|t:t|o|r|e|
ג|א|ל|י:ס:י|	G|a|l|l:i:c:e|
פ|ר|י|נ:ס:ס|	P|r|i|n:c:e:s:s|
ט|א|ט|י|	T|a|t|i|
ל|י|מ|א:ס:ו|ל|	L|i|m|a:s:s:o|l|
ס|א|נ|ד|ר|ו|	S|a|n|d|r|o|
נ|ו|ר|י|ז|א|ן|	N|o|r|i|z|a|n|
ד|ו|ד|א|י|י|ב|	D|u|d|a|y|e|v|
מ|א|ט:ר:ל|י:נ:ק|	M|a|e:t:e:r|l:i:n:c:k|
א|ד|ו|י|ן|	E|d|w|i|n|
ש|ל|ו|ס|ב:ר:ג|	S:c:h|l|o|s|s:b:e:r:g|
ע|מ|י:ח:י|	A|m|i:c:h:a:i|
ב|ו|ד|ו|	B|o|d|o|
ב|ר|א|נ|ד|ו|	B|r|a|n|d|o|
ז:ג:א|ר|ט|א|	Z:g:h:a|r|t|a|
ט|ו|ט|א|ל|	T|o|t|a|l|
מ|י|ד|ו|ר|י|ק|א|ו|א|	M|i|d|o|r|i|k|a|w|a|
ק:א:ר|א|ר|א|	C:a:r:r|a|r|a|
ג:'|ו|ס|י|פ|	J|o|s|i|p|
ק|ל|י|ב:ל|א|נ|ד|	C|l|e|v:e:l|a|n|d|
ש|י|ב|א|	S:h|i|v|a|
נ:ו:ב|י:ל|	N:e:u:v|i:l:l:e|
מ|י|ל|ט|	M|i|l|t|
ע|ט|א|ר|	A|t|a|r|
ק|י|צ:':י|	K|i|i:c:h:i|
ה:י:פ|י|ס|ט|ו|ס|	H:e:p:h:a|e|s|t|u|s|
פ|ר|נ|א|נ|ד|	F|e:r|n|a|n|d|
ע|ז|ר|א|	E|z|r|a|
ג:ו:ט|א|מ|א|	G:a:u:t|a|m|a|
ד|א|נ|י|ל|ו|	D|a|n|i|l|o|
ו|א|ת:י:ק|	W|a|t:h:i:q|
מ|ו|ד|י|ב|ו|	M|o|d|i|b|o|
ז:ו:ה|י|ר|	Z:u:h:a|i|r|
ד|י|ס|ק|י|ן|	D|i|s|k|i|n|
ק|א|ט|ו|נ|ג|ו|	K|a|t|o|n|g|o|
ג:ר:א|י|נ|ד|ר|	G:r|i|n|d|e:r|
ה:ו:א|ר|י|	H:o:u:a|r|i|
ר|ו|ס|ט|ו|ם|	R|o|s|t|o|m|
ו:ס:י|ל|י|ן|	V:e:s:e|l|i|n|
א|ל|י|ו|ט|	E|l|i|o|t|
פ|ו|ז|י|	F|u|s|i|
ס:י|ז:י:פ|ו|ס|	S|i:s:y:p:h|u|s|
פ|א|מ|ק|י|	F|a|m|k|e|
ג|ו|נ|ז|א|ג|א|	G|o|n|z|a|g|a|
נ|א|ד|י|א|	N|a|d|i|a|
ג|י|ל|ז|	G|e|e:l|s|
ג|ו|ר|י|נ|ג|	G|o|r|i|n|g|
ט|ו|ט|ו|ר|ו|	T|o|t|o|r|o|
ר:א:י|ט|	W:r:i:g:h|t|
ש|י|ג|י|ר|ו|	S:h|i|g|e|r|u|
נ|ד|י|ר|	N:a|d|i|r|
ס:ק:י|ר|י|ט|	S:k:e:r|r|i|t:t|
מ|א|ר|י|ס|א|	M|a|r|i|s|a|
ר|י|ב|י|ס|י|	R|i|b|i|s|i|
ג|ר|י|ג|ו|ר|י|ו|	G|r|e|g|o|r|i|o|
ק:ר:י|ס|ט|א|	C:h:r:i|s|t|a|
ז|א|ב|א|ל|י|ט|א|	Z|a|b|a|l|e|t|a|
ג:'|ו|ס|	J|o|s|
מ|א|ר|י|ק|א|	M|a|r|i|c|a|
ה|י|ד|י|א|ק|י|	H|i|d|e|a|k|i|
ס|ט|י|י|נ|י|ץ|	S|t|e|i|n|i|t:z|
א|ג|ר:נ:ט|	A|g|r:a:n:a:t|
פ|י|ו|ר|י|א|	P|e|o|r|i|a|
ר:ו:נ|י|	R:o:o:n:e|y|
ח|י|ג:'|א|ז|י|	H|i|j|a|z|i|
ו|ר:א:ק|	W|a:r:r:a:q|
ס|י|י|נ|פ|י|ל|ד|	S|e|i|n|f|e|l|d|
ס|ו|ב|ר:י:ן|	S|u|v|r:i:j:n|
ב|ל|ו|נ|ד|ו|	B|l|o|n|d|e:a:u|
ה:א|ד:ל:ס|ט:ו:ן|	H|u:d:d:l:e|s:t:o:n:e|
ד|ו|פ|ר|י|	D|u|p|r:e|e|
ק|א|ר|פ|י|נ|ס|ק|י|	K|a|r|p|i|n|s|k|i|
י|א|ק|ו|פ|ו|	J|a|c|o|p|o|
ה|א|י|א|ש|י|	H|a|y|a|s:h|i|
ג:'|י|ה|א|ד|	J|i|h|a|d|
ה|י|ר|ש:פ|י|ל|ד|	H|i|r|s:c:h:f|e|l|d|
ש:י:ר|נ|ג|ה|א|ם|	S:h:e:r:i|n|g|h|a|m|
ד|ר|י|נ|ט|ה|	D|r|e|n|t|h:e|
פ:י:ר|י|י|ה|	F:e:r:r|i|e|r|
ס|ל|י|מ|א|ן|	S|l|i|m|a|n:e|
ב|ו|נ|ק|ו|ל|	B|u|n|c|o|l|
ל:י|כ:ו:ד|	L|i:k:u:d|
ט|ר|א|ב|י|א|ן|	T|r|a|v|i|a|n|
ב|ו|ד|י|	B|u|d|i|
ו|א|ג|י|ז|	V|a|g|i|z|
ד|ו|ד|י|	D|u|d|i|
ט|ו|מ:א:ס|	T|o|m:a:s:z|
פ:א|י|ת:ו:ן|	P|y|t:h:o:n|
א|ל|א:ס:ד|	A|l|a:s:s:a:d|
מ:א:ק|א|ו|ל:י:ף|	M:c|a|u|l:i:f:f:e|
ג:'|ו|ז:י:ף|	J|o|z:s:e:f|
מ|א|נ|ו|י|ל|	M|a|n|u|e|l:e|
ק|ו|ד|י|נ|א|	C|o|d|i|n|a|
ה|י|ר|א|ק|ל|י|ס|	H|e|r|a|c|l|e|s|
ק:ר:י|ס|ט|ו|ב|	C:h:r:i|s|t|o|v|
ה:א:ם|	H:a:m:m|
מ|י|ד|ו|ר|י|	M|i|d|o|r|i|
א|ל|ק|ט|ר|א|	E|l:e|k|t|r|a|
ס|א|ב|א|ט|ו|	S|a|b|a|t|o|
ה:א:ק|י:נ:ן|	H:a:k:k|i:n:e:n|
ס:ו:ר|י|נ|ט|ו|	S:o:r:r|e|n|t|o|
ד|נ|ק|ט|א|ס|	D:e|n|k|t|a|s|
א:י:ב|ו|	E:v|o|
ב:א:ל|נ|ט|י|נ|א|	V:a:l:e|n|t|i|n|a|
ט|ו|מ|י|י|	T|o|m|e|i|
ר|י|ב|י|ר|	R|e|v|e|r:e|
ב:א:ד|ר|	B:a:d:i|r|
ק|ל|א:י|נ|י|ר|ט|	K|l:e|i|n|e|r|t|
מ|א|ג:':י|ק|	M|a|g:i|c|
ר:י:ם|	R:e:e:m|
נ|י|י:ס|מ:י:ת|	N:a|i|s|m:i:t:h|
מ:צ|ו:ד:ת|	M:e:t:z|u:d:a:t|
מ|א|ר|ק:י:ט|ו|	M|a|r|c:h:e:t:t|o|
מ:י|ס:ט:ר|	M|r:.|
ג|א|ו|ן|	G|a|o|n|
ה:ו:ד|י|א|	H:o:o:d|i|a|
מ|י:ט:ש|י:ר:ו|	M|i:c|h:i:r:u|
פ|ר|א|נ:ס|י:ס|ק|ו|ל|י|	F|r|a|n:c:e|s|c|o|l|i|
פ|א|ט|ן|	F|a|t:e|n|
ע:ב:ו|ד|	A:b:b:o:u|d|
ק:א:נ|ו|ן|	C:a:n:n|o|n|
ס:ו|ר|ב|י|י|ר|	S:u:u|r|b|i|e|r|
מ:ו:ב|י|	M:o:v:i|e|
ה|א|ו|ס|מ:א:ן|	H|a|u|s|m:a:n:n|
ה:י:ו|ט|ו|ן|	H:u:g:h|t|o|n|
א|נ|י|מ|א|נ|י|א|ק|ס|	A|n|i|m|a|n|i|a|c|s|
נ|י|ר|י|ר|י|	N|y|e:r|e|r|e|
ג|ר|נ:מ:י|י|ר|	G|r|n:e:m:e:y|e|r|
ס|י:ל:ב|ס|ט|ר|	S|y:l:v:e|s|t|e:r|
נ|י|ק|ו|פ|ו|ל|י|ד|י|ס|	N|i|k|o|p|o|l|i|d|i|s|
מ:י:ש|י|ג|א|ן|	M:i:c:h|i|g|a|n|
א|ק|ו|נ|ו|מ|י|ס|ט|	E|c|o|n|o|m|i|s|t|
מ|ו|ס|ל|י|ם|	M|u|s|l|i|m|
ל|י:ר:ו|	L|e:r:o:u:x|
